"Plot Title: 10760819"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760819, SEN S/N: 10760819, LBL: Temp °C)","Intensity, Lux (LGR S/N: 10760819, SEN S/N: 10760819)","Bad Battery (LGR S/N: 10760819)","Coupler Attached (LGR S/N: 10760819)","Host Connected (LGR S/N: 10760819)","Stopped (LGR S/N: 10760819)","End Of File (LGR S/N: 10760819)"
53,10/30/2024 07:40:00 PM,8.879,0.0,,,,,
54,10/30/2024 07:50:00 PM,8.779,0.0,,,,,
55,10/30/2024 08:00:00 PM,8.779,0.0,,,,,
56,10/30/2024 08:10:00 PM,8.779,0.0,,,,,
57,10/30/2024 08:20:00 PM,8.779,0.0,,,,,
58,10/30/2024 08:30:00 PM,8.779,0.0,,,,,
59,10/30/2024 08:40:00 PM,8.680,0.0,,,,,
60,10/30/2024 08:50:00 PM,8.779,0.0,,,,,
61,10/30/2024 09:00:00 PM,8.779,0.0,,,,,
62,10/30/2024 09:10:00 PM,8.680,0.0,,,,,
63,10/30/2024 09:20:00 PM,8.779,0.0,,,,,
64,10/30/2024 09:30:00 PM,8.779,0.0,,,,,
65,10/30/2024 09:40:00 PM,8.779,0.0,,,,,
66,10/30/2024 09:50:00 PM,8.879,0.0,,,,,
67,10/30/2024 10:00:00 PM,8.879,0.0,,,,,
68,10/30/2024 10:10:00 PM,8.879,0.0,,,,,
69,10/30/2024 10:20:00 PM,8.978,0.0,,,,,
70,10/30/2024 10:30:00 PM,8.978,0.0,,,,,
71,10/30/2024 10:40:00 PM,8.978,0.0,,,,,
72,10/30/2024 10:50:00 PM,8.978,0.0,,,,,
73,10/30/2024 11:00:00 PM,8.978,0.0,,,,,
74,10/30/2024 11:10:00 PM,8.978,0.0,,,,,
75,10/30/2024 11:20:00 PM,8.978,0.0,,,,,
76,10/30/2024 11:30:00 PM,9.077,0.0,,,,,
77,10/30/2024 11:40:00 PM,8.978,0.0,,,,,
78,10/30/2024 11:50:00 PM,9.077,0.0,,,,,
79,10/31/2024 12:00:00 AM,9.077,0.0,,,,,
80,10/31/2024 12:10:00 AM,9.176,0.0,,,,,
81,10/31/2024 12:20:00 AM,9.176,0.0,,,,,
82,10/31/2024 12:30:00 AM,9.176,0.0,,,,,
83,10/31/2024 12:40:00 AM,9.176,0.0,,,,,
84,10/31/2024 12:50:00 AM,9.176,0.0,,,,,
85,10/31/2024 01:00:00 AM,9.077,0.0,,,,,
86,10/31/2024 01:10:00 AM,9.176,0.0,,,,,
87,10/31/2024 01:20:00 AM,9.077,0.0,,,,,
88,10/31/2024 01:30:00 AM,9.077,0.0,,,,,
89,10/31/2024 01:40:00 AM,9.077,0.0,,,,,
90,10/31/2024 01:50:00 AM,9.077,0.0,,,,,
91,10/31/2024 02:00:00 AM,9.077,0.0,,,,,
92,10/31/2024 02:10:00 AM,9.077,0.0,,,,,
93,10/31/2024 02:20:00 AM,9.077,0.0,,,,,
94,10/31/2024 02:30:00 AM,9.077,0.0,,,,,
95,10/31/2024 02:40:00 AM,9.077,0.0,,,,,
96,10/31/2024 02:50:00 AM,9.077,0.0,,,,,
97,10/31/2024 03:00:00 AM,8.978,0.0,,,,,
98,10/31/2024 03:10:00 AM,8.978,0.0,,,,,
99,10/31/2024 03:20:00 AM,8.978,0.0,,,,,
100,10/31/2024 03:30:00 AM,8.978,0.0,,,,,
101,10/31/2024 03:40:00 AM,9.077,0.0,,,,,
102,10/31/2024 03:50:00 AM,8.978,0.0,,,,,
103,10/31/2024 04:00:00 AM,9.077,0.0,,,,,
104,10/31/2024 04:10:00 AM,9.077,0.0,,,,,
105,10/31/2024 04:20:00 AM,8.978,0.0,,,,,
106,10/31/2024 04:30:00 AM,8.879,0.0,,,,,
107,10/31/2024 04:40:00 AM,8.779,0.0,,,,,
108,10/31/2024 04:50:00 AM,8.680,0.0,,,,,
109,10/31/2024 05:00:00 AM,8.680,0.0,,,,,
110,10/31/2024 05:10:00 AM,8.680,0.0,,,,,
111,10/31/2024 05:20:00 AM,8.581,0.0,,,,,
112,10/31/2024 05:30:00 AM,8.581,0.0,,,,,
113,10/31/2024 05:40:00 AM,8.680,0.0,,,,,
114,10/31/2024 05:50:00 AM,8.581,0.0,,,,,
115,10/31/2024 06:00:00 AM,8.581,0.0,,,,,
116,10/31/2024 06:10:00 AM,8.581,0.0,,,,,
117,10/31/2024 06:20:00 AM,8.680,0.0,,,,,
118,10/31/2024 06:30:00 AM,8.879,0.0,,,,,
119,10/31/2024 06:40:00 AM,8.978,0.0,,,,,
120,10/31/2024 06:50:00 AM,9.077,0.0,,,,,
121,10/31/2024 07:00:00 AM,9.077,0.0,,,,,
122,10/31/2024 07:10:00 AM,9.077,0.0,,,,,
123,10/31/2024 07:20:00 AM,9.077,0.0,,,,,
124,10/31/2024 07:30:00 AM,9.077,21.5,,,,,
125,10/31/2024 07:40:00 AM,8.978,53.8,,,,,
126,10/31/2024 07:50:00 AM,8.978,64.6,,,,,
127,10/31/2024 08:00:00 AM,8.978,107.6,,,,,
128,10/31/2024 08:10:00 AM,8.779,129.2,,,,,
129,10/31/2024 08:20:00 AM,8.779,161.5,,,,,
130,10/31/2024 08:30:00 AM,8.680,236.8,,,,,
131,10/31/2024 08:40:00 AM,8.978,247.6,,,,,
132,10/31/2024 08:50:00 AM,8.879,258.3,,,,,
133,10/31/2024 09:00:00 AM,8.779,269.1,,,,,
134,10/31/2024 09:10:00 AM,8.779,290.6,,,,,
135,10/31/2024 09:20:00 AM,8.779,301.4,,,,,
136,10/31/2024 09:30:00 AM,8.779,322.9,,,,,
137,10/31/2024 09:40:00 AM,8.779,355.2,,,,,
138,10/31/2024 09:50:00 AM,8.779,419.8,,,,,
139,10/31/2024 10:00:00 AM,8.879,473.6,,,,,
140,10/31/2024 10:10:00 AM,9.077,462.9,,,,,
141,10/31/2024 10:20:00 AM,9.077,495.1,,,,,
142,10/31/2024 10:30:00 AM,9.176,505.9,,,,,
143,10/31/2024 10:40:00 AM,9.275,538.2,,,,,
144,10/31/2024 10:50:00 AM,9.373,667.4,,,,,
145,10/31/2024 11:00:00 AM,9.373,796.5,,,,,
146,10/31/2024 11:10:00 AM,9.472,775.0,,,,,
147,10/31/2024 11:20:00 AM,9.472,775.0,,,,,
148,10/31/2024 11:30:00 AM,9.571,904.2,,,,,
149,10/31/2024 11:40:00 AM,9.472,721.2,,,,,
150,10/31/2024 11:50:00 AM,9.373,742.7,,,,,
151,10/31/2024 12:00:00 PM,9.373,775.0,,,,,
152,10/31/2024 12:10:00 PM,9.373,645.8,,,,,
153,10/31/2024 12:20:00 PM,9.275,624.3,,,,,
154,10/31/2024 12:30:00 PM,9.275,656.6,,,,,
155,10/31/2024 12:40:00 PM,9.373,785.8,,,,,
156,10/31/2024 12:50:00 PM,9.373,764.2,,,,,
157,10/31/2024 01:00:00 PM,9.373,753.5,,,,,
158,10/31/2024 01:10:00 PM,9.373,699.7,,,,,
159,10/31/2024 01:20:00 PM,9.472,667.4,,,,,
160,10/31/2024 01:30:00 PM,9.472,775.0,,,,,
161,10/31/2024 01:40:00 PM,9.472,742.7,,,,,
162,10/31/2024 01:50:00 PM,9.472,796.5,,,,,
163,10/31/2024 02:00:00 PM,9.472,635.1,,,,,
164,10/31/2024 02:10:00 PM,9.472,559.7,,,,,
165,10/31/2024 02:20:00 PM,9.373,581.3,,,,,
166,10/31/2024 02:30:00 PM,9.373,559.7,,,,,
167,10/31/2024 02:40:00 PM,9.472,419.8,,,,,
168,10/31/2024 02:50:00 PM,9.472,452.1,,,,,
169,10/31/2024 03:00:00 PM,9.472,398.3,,,,,
170,10/31/2024 03:10:00 PM,9.472,419.8,,,,,
171,10/31/2024 03:20:00 PM,9.472,398.3,,,,,
172,10/31/2024 03:30:00 PM,9.373,355.2,,,,,
173,10/31/2024 03:40:00 PM,9.373,290.6,,,,,
174,10/31/2024 03:50:00 PM,9.373,226.0,,,,,
175,10/31/2024 04:00:00 PM,9.275,183.0,,,,,
176,10/31/2024 04:10:00 PM,9.176,139.9,,,,,
177,10/31/2024 04:20:00 PM,9.176,118.4,,,,,
178,10/31/2024 04:30:00 PM,9.176,86.1,,,,,
179,10/31/2024 04:40:00 PM,9.176,53.8,,,,,
180,10/31/2024 04:50:00 PM,9.176,32.3,,,,,
181,10/31/2024 05:00:00 PM,9.077,10.8,,,,,
182,10/31/2024 05:10:00 PM,9.077,0.0,,,,,
183,10/31/2024 05:20:00 PM,9.077,0.0,,,,,
184,10/31/2024 05:30:00 PM,9.077,0.0,,,,,
185,10/31/2024 05:40:00 PM,9.077,0.0,,,,,
186,10/31/2024 05:50:00 PM,8.978,0.0,,,,,
187,10/31/2024 06:00:00 PM,8.978,0.0,,,,,
188,10/31/2024 06:10:00 PM,8.978,0.0,,,,,
189,10/31/2024 06:20:00 PM,8.978,0.0,,,,,
190,10/31/2024 06:30:00 PM,8.978,0.0,,,,,
191,10/31/2024 06:40:00 PM,8.978,0.0,,,,,
192,10/31/2024 06:50:00 PM,8.978,0.0,,,,,
193,10/31/2024 07:00:00 PM,8.978,0.0,,,,,
194,10/31/2024 07:10:00 PM,8.978,0.0,,,,,
195,10/31/2024 07:20:00 PM,8.978,0.0,,,,,
196,10/31/2024 07:30:00 PM,8.978,0.0,,,,,
197,10/31/2024 07:40:00 PM,8.978,0.0,,,,,
198,10/31/2024 07:50:00 PM,8.978,0.0,,,,,
199,10/31/2024 08:00:00 PM,8.978,0.0,,,,,
200,10/31/2024 08:10:00 PM,8.978,0.0,,,,,
201,10/31/2024 08:20:00 PM,8.978,0.0,,,,,
202,10/31/2024 08:30:00 PM,8.978,0.0,,,,,
203,10/31/2024 08:40:00 PM,8.978,0.0,,,,,
204,10/31/2024 08:50:00 PM,8.978,0.0,,,,,
205,10/31/2024 09:00:00 PM,8.879,0.0,,,,,
206,10/31/2024 09:10:00 PM,8.978,0.0,,,,,
207,10/31/2024 09:20:00 PM,8.978,0.0,,,,,
208,10/31/2024 09:30:00 PM,8.978,0.0,,,,,
209,10/31/2024 09:40:00 PM,8.978,0.0,,,,,
210,10/31/2024 09:50:00 PM,8.978,0.0,,,,,
211,10/31/2024 10:00:00 PM,8.879,0.0,,,,,
212,10/31/2024 10:10:00 PM,8.879,0.0,,,,,
213,10/31/2024 10:20:00 PM,8.879,0.0,,,,,
214,10/31/2024 10:30:00 PM,8.879,0.0,,,,,
215,10/31/2024 10:40:00 PM,8.879,0.0,,,,,
216,10/31/2024 10:50:00 PM,8.978,0.0,,,,,
217,10/31/2024 11:00:00 PM,8.978,0.0,,,,,
218,10/31/2024 11:10:00 PM,8.978,0.0,,,,,
219,10/31/2024 11:20:00 PM,8.978,0.0,,,,,
220,10/31/2024 11:30:00 PM,8.879,0.0,,,,,
221,10/31/2024 11:40:00 PM,8.879,0.0,,,,,
222,10/31/2024 11:50:00 PM,8.779,0.0,,,,,
223,11/01/2024 12:00:00 AM,8.680,0.0,,,,,
224,11/01/2024 12:10:00 AM,8.581,0.0,,,,,
225,11/01/2024 12:20:00 AM,8.581,0.0,,,,,
226,11/01/2024 12:30:00 AM,8.481,0.0,,,,,
227,11/01/2024 12:40:00 AM,8.382,0.0,,,,,
228,11/01/2024 12:50:00 AM,8.282,0.0,,,,,
229,11/01/2024 01:00:00 AM,8.182,0.0,,,,,
230,11/01/2024 01:10:00 AM,8.082,0.0,,,,,
231,11/01/2024 01:20:00 AM,8.082,0.0,,,,,
232,11/01/2024 01:30:00 AM,8.082,0.0,,,,,
233,11/01/2024 01:40:00 AM,8.082,0.0,,,,,
234,11/01/2024 01:50:00 AM,7.983,0.0,,,,,
235,11/01/2024 02:00:00 AM,7.983,0.0,,,,,
236,11/01/2024 02:10:00 AM,7.983,0.0,,,,,
237,11/01/2024 02:20:00 AM,7.983,0.0,,,,,
238,11/01/2024 02:30:00 AM,7.983,0.0,,,,,
239,11/01/2024 02:40:00 AM,7.882,0.0,,,,,
240,11/01/2024 02:50:00 AM,7.882,0.0,,,,,
241,11/01/2024 03:00:00 AM,7.882,0.0,,,,,
242,11/01/2024 03:10:00 AM,7.882,0.0,,,,,
243,11/01/2024 03:20:00 AM,7.782,0.0,,,,,
244,11/01/2024 03:30:00 AM,7.782,0.0,,,,,
245,11/01/2024 03:40:00 AM,7.782,0.0,,,,,
246,11/01/2024 03:50:00 AM,7.682,0.0,,,,,
247,11/01/2024 04:00:00 AM,7.682,0.0,,,,,
248,11/01/2024 04:10:00 AM,7.682,0.0,,,,,
249,11/01/2024 04:20:00 AM,7.582,0.0,,,,,
250,11/01/2024 04:30:00 AM,7.582,0.0,,,,,
251,11/01/2024 04:40:00 AM,7.582,0.0,,,,,
252,11/01/2024 04:50:00 AM,7.582,0.0,,,,,
253,11/01/2024 05:00:00 AM,7.682,0.0,,,,,
254,11/01/2024 05:10:00 AM,7.682,0.0,,,,,
255,11/01/2024 05:20:00 AM,7.782,0.0,,,,,
256,11/01/2024 05:30:00 AM,7.782,0.0,,,,,
257,11/01/2024 05:40:00 AM,7.782,0.0,,,,,
258,11/01/2024 05:50:00 AM,7.882,0.0,,,,,
259,11/01/2024 06:00:00 AM,7.782,0.0,,,,,
260,11/01/2024 06:10:00 AM,7.882,0.0,,,,,
261,11/01/2024 06:20:00 AM,7.782,0.0,,,,,
262,11/01/2024 06:30:00 AM,7.782,0.0,,,,,
263,11/01/2024 06:40:00 AM,7.782,0.0,,,,,
264,11/01/2024 06:50:00 AM,7.682,0.0,,,,,
265,11/01/2024 07:00:00 AM,7.582,0.0,,,,,
266,11/01/2024 07:10:00 AM,7.582,0.0,,,,,
267,11/01/2024 07:20:00 AM,7.481,0.0,,,,,
268,11/01/2024 07:30:00 AM,7.481,32.3,,,,,
269,11/01/2024 07:40:00 AM,7.481,64.6,,,,,
270,11/01/2024 07:50:00 AM,7.481,107.6,,,,,
271,11/01/2024 08:00:00 AM,7.582,172.2,,,,,
272,11/01/2024 08:10:00 AM,7.582,247.6,,,,,
273,11/01/2024 08:20:00 AM,7.582,344.4,,,,,
274,11/01/2024 08:30:00 AM,7.682,387.5,,,,,
275,11/01/2024 08:40:00 AM,7.782,409.0,,,,,
276,11/01/2024 08:50:00 AM,7.882,495.1,,,,,
277,11/01/2024 09:00:00 AM,8.082,645.8,,,,,
278,11/01/2024 09:10:00 AM,8.182,592.0,,,,,
279,11/01/2024 09:20:00 AM,8.182,645.8,,,,,
280,11/01/2024 09:30:00 AM,8.282,936.5,,,,,
281,11/01/2024 09:40:00 AM,8.282,990.3,,,,,
282,11/01/2024 09:50:00 AM,8.282,1130.2,,,,,
283,11/01/2024 10:00:00 AM,8.481,1313.2,,,,,
284,11/01/2024 10:10:00 AM,8.581,1377.8,,,,,
285,11/01/2024 10:20:00 AM,8.581,1377.8,,,,,
286,11/01/2024 10:30:00 AM,8.481,1463.9,,,,,
287,11/01/2024 10:40:00 AM,8.581,1377.8,,,,,
288,11/01/2024 10:50:00 AM,8.680,1636.1,,,,,
289,11/01/2024 11:00:00 AM,8.779,1980.6,,,,,
290,11/01/2024 11:10:00 AM,8.879,1722.2,,,,,
291,11/01/2024 11:20:00 AM,9.077,1722.2,,,,,
292,11/01/2024 11:30:00 AM,9.373,1636.1,,,,,
293,11/01/2024 11:40:00 AM,9.571,2238.9,,,,,
294,11/01/2024 11:50:00 AM,9.669,1550.0,,,,,
295,11/01/2024 12:00:00 PM,9.965,2411.1,,,,,
296,11/01/2024 12:10:00 PM,10.357,3272.2,,,,,
297,11/01/2024 12:20:00 PM,10.748,2497.2,,,,,
298,11/01/2024 12:30:00 PM,10.651,2152.8,,,,,
299,11/01/2024 12:40:00 PM,10.748,2238.9,,,,,
300,11/01/2024 12:50:00 PM,10.944,4133.4,,,,,
301,11/01/2024 01:00:00 PM,11.041,1894.5,,,,,
302,11/01/2024 01:10:00 PM,10.748,1980.6,,,,,
303,11/01/2024 01:20:00 PM,10.553,2325.0,,,,,
304,11/01/2024 01:30:00 PM,10.455,1550.0,,,,,
305,11/01/2024 01:40:00 PM,10.748,2411.1,,,,,
306,11/01/2024 01:50:00 PM,11.139,4650.0,,,,,
307,11/01/2024 02:00:00 PM,11.236,1463.9,,,,,
308,11/01/2024 02:10:00 PM,11.236,2325.0,,,,,
309,11/01/2024 02:20:00 PM,11.041,1130.2,,,,,
310,11/01/2024 02:30:00 PM,11.041,1011.8,,,,,
311,11/01/2024 02:40:00 PM,11.139,925.7,,,,,
312,11/01/2024 02:50:00 PM,11.041,818.1,,,,,
313,11/01/2024 03:00:00 PM,11.139,731.9,,,,,
314,11/01/2024 03:10:00 PM,11.236,624.3,,,,,
315,11/01/2024 03:20:00 PM,11.334,775.0,,,,,
316,11/01/2024 03:30:00 PM,11.334,581.3,,,,,
317,11/01/2024 03:40:00 PM,11.236,355.2,,,,,
318,11/01/2024 03:50:00 PM,11.139,279.9,,,,,
319,11/01/2024 04:00:00 PM,11.041,215.3,,,,,
320,11/01/2024 04:10:00 PM,11.041,161.5,,,,,
321,11/01/2024 04:20:00 PM,11.041,129.2,,,,,
322,11/01/2024 04:30:00 PM,10.944,96.9,,,,,
323,11/01/2024 04:40:00 PM,10.651,75.3,,,,,
324,11/01/2024 04:50:00 PM,10.357,53.8,,,,,
325,11/01/2024 05:00:00 PM,10.063,32.3,,,,,
326,11/01/2024 05:10:00 PM,9.866,10.8,,,,,
327,11/01/2024 05:20:00 PM,9.866,0.0,,,,,
328,11/01/2024 05:30:00 PM,9.866,0.0,,,,,
329,11/01/2024 05:40:00 PM,9.965,0.0,,,,,
330,11/01/2024 05:50:00 PM,9.965,0.0,,,,,
331,11/01/2024 06:00:00 PM,9.866,0.0,,,,,
332,11/01/2024 06:10:00 PM,9.866,0.0,,,,,
333,11/01/2024 06:20:00 PM,9.866,0.0,,,,,
334,11/01/2024 06:30:00 PM,9.768,0.0,,,,,
335,11/01/2024 06:40:00 PM,9.768,0.0,,,,,
336,11/01/2024 06:50:00 PM,9.571,0.0,,,,,
337,11/01/2024 07:00:00 PM,9.571,0.0,,,,,
338,11/01/2024 07:10:00 PM,9.373,0.0,,,,,
339,11/01/2024 07:20:00 PM,9.275,0.0,,,,,
340,11/01/2024 07:30:00 PM,9.275,0.0,,,,,
341,11/01/2024 07:40:00 PM,9.669,0.0,,,,,
342,11/01/2024 07:50:00 PM,9.373,0.0,,,,,
343,11/01/2024 08:00:00 PM,8.581,0.0,,,,,
344,11/01/2024 08:10:00 PM,8.182,0.0,,,,,
345,11/01/2024 08:20:00 PM,8.082,0.0,,,,,
346,11/01/2024 08:30:00 PM,8.182,0.0,,,,,
347,11/01/2024 08:40:00 PM,8.282,0.0,,,,,
348,11/01/2024 08:50:00 PM,8.282,0.0,,,,,
349,11/01/2024 09:00:00 PM,8.182,0.0,,,,,
350,11/01/2024 09:10:00 PM,7.882,0.0,,,,,
351,11/01/2024 09:20:00 PM,7.682,0.0,,,,,
352,11/01/2024 09:30:00 PM,7.682,0.0,,,,,
353,11/01/2024 09:40:00 PM,8.581,0.0,,,,,
354,11/01/2024 09:50:00 PM,7.782,0.0,,,,,
355,11/01/2024 10:00:00 PM,7.682,0.0,,,,,
356,11/01/2024 10:10:00 PM,7.582,0.0,,,,,
357,11/01/2024 10:20:00 PM,7.582,0.0,,,,,
358,11/01/2024 10:30:00 PM,7.682,0.0,,,,,
359,11/01/2024 10:40:00 PM,7.782,0.0,,,,,
360,11/01/2024 10:50:00 PM,7.682,0.0,,,,,
361,11/01/2024 11:00:00 PM,7.682,0.0,,,,,
362,11/01/2024 11:10:00 PM,7.682,0.0,,,,,
363,11/01/2024 11:20:00 PM,7.782,0.0,,,,,
364,11/01/2024 11:30:00 PM,7.882,0.0,,,,,
365,11/01/2024 11:40:00 PM,7.782,0.0,,,,,
366,11/01/2024 11:50:00 PM,7.682,0.0,,,,,
367,11/02/2024 12:00:00 AM,7.682,0.0,,,,,
368,11/02/2024 12:10:00 AM,7.682,0.0,,,,,
369,11/02/2024 12:20:00 AM,7.682,0.0,,,,,
370,11/02/2024 12:30:00 AM,7.682,0.0,,,,,
371,11/02/2024 12:40:00 AM,7.582,0.0,,,,,
372,11/02/2024 12:50:00 AM,7.381,0.0,,,,,
373,11/02/2024 01:00:00 AM,7.381,0.0,,,,,
374,11/02/2024 01:10:00 AM,7.381,0.0,,,,,
375,11/02/2024 01:20:00 AM,7.381,0.0,,,,,
376,11/02/2024 01:30:00 AM,7.280,0.0,,,,,
377,11/02/2024 01:40:00 AM,7.280,0.0,,,,,
378,11/02/2024 01:50:00 AM,7.280,0.0,,,,,
379,11/02/2024 02:00:00 AM,7.179,0.0,,,,,
380,11/02/2024 02:10:00 AM,7.179,0.0,,,,,
381,11/02/2024 02:20:00 AM,7.079,0.0,,,,,
382,11/02/2024 02:30:00 AM,7.079,0.0,,,,,
383,11/02/2024 02:40:00 AM,7.079,0.0,,,,,
384,11/02/2024 02:50:00 AM,6.775,0.0,,,,,
385,11/02/2024 03:00:00 AM,6.573,0.0,,,,,
386,11/02/2024 03:10:00 AM,6.471,0.0,,,,,
387,11/02/2024 03:20:00 AM,6.471,0.0,,,,,
388,11/02/2024 03:30:00 AM,6.471,0.0,,,,,
389,11/02/2024 03:40:00 AM,6.471,0.0,,,,,
390,11/02/2024 03:50:00 AM,6.573,0.0,,,,,
391,11/02/2024 04:00:00 AM,6.370,0.0,,,,,
392,11/02/2024 04:10:00 AM,6.370,0.0,,,,,
393,11/02/2024 04:20:00 AM,6.370,0.0,,,,,
394,11/02/2024 04:30:00 AM,6.268,0.0,,,,,
395,11/02/2024 04:40:00 AM,6.370,0.0,,,,,
396,11/02/2024 04:50:00 AM,6.370,0.0,,,,,
397,11/02/2024 05:00:00 AM,6.370,0.0,,,,,
398,11/02/2024 05:10:00 AM,6.370,0.0,,,,,
399,11/02/2024 05:20:00 AM,6.370,0.0,,,,,
400,11/02/2024 05:30:00 AM,6.370,0.0,,,,,
401,11/02/2024 05:40:00 AM,6.471,0.0,,,,,
402,11/02/2024 05:50:00 AM,6.471,0.0,,,,,
403,11/02/2024 06:00:00 AM,6.471,0.0,,,,,
404,11/02/2024 06:10:00 AM,6.471,0.0,,,,,
405,11/02/2024 06:20:00 AM,6.573,0.0,,,,,
406,11/02/2024 06:30:00 AM,6.573,0.0,,,,,
407,11/02/2024 06:40:00 AM,6.573,0.0,,,,,
408,11/02/2024 06:50:00 AM,6.573,0.0,,,,,
409,11/02/2024 07:00:00 AM,6.471,0.0,,,,,
410,11/02/2024 07:10:00 AM,6.573,0.0,,,,,
411,11/02/2024 07:20:00 AM,6.573,0.0,,,,,
412,11/02/2024 07:30:00 AM,6.573,10.8,,,,,
413,11/02/2024 07:40:00 AM,6.573,21.5,,,,,
414,11/02/2024 07:50:00 AM,6.573,43.1,,,,,
415,11/02/2024 08:00:00 AM,6.573,64.6,,,,,
416,11/02/2024 08:10:00 AM,6.573,86.1,,,,,
417,11/02/2024 08:20:00 AM,6.573,129.2,,,,,
418,11/02/2024 08:30:00 AM,6.471,150.7,,,,,
419,11/02/2024 08:40:00 AM,6.471,215.3,,,,,
420,11/02/2024 08:50:00 AM,6.573,452.1,,,,,
421,11/02/2024 09:00:00 AM,6.674,333.7,,,,,
422,11/02/2024 09:10:00 AM,6.674,409.0,,,,,
423,11/02/2024 09:20:00 AM,6.674,409.0,,,,,
424,11/02/2024 09:30:00 AM,6.775,452.1,,,,,
425,11/02/2024 09:40:00 AM,6.877,527.4,,,,,
426,11/02/2024 09:50:00 AM,6.877,538.2,,,,,
427,11/02/2024 10:00:00 AM,7.079,656.6,,,,,
428,11/02/2024 10:10:00 AM,7.079,731.9,,,,,
429,11/02/2024 10:20:00 AM,7.179,839.6,,,,,
430,11/02/2024 10:30:00 AM,7.381,796.5,,,,,
431,11/02/2024 10:40:00 AM,7.381,861.1,,,,,
432,11/02/2024 10:50:00 AM,7.582,1011.8,,,,,
433,11/02/2024 11:00:00 AM,7.782,1227.1,,,,,
434,11/02/2024 11:10:00 AM,7.882,1173.3,,,,,
435,11/02/2024 11:20:00 AM,7.983,1291.7,,,,,
436,11/02/2024 11:30:00 AM,8.082,1324.0,,,,,
437,11/02/2024 11:40:00 AM,8.182,1259.4,,,,,
