"Plot Title: 10347370"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347370, SEN S/N: 10347370)","Bad Battery (LGR S/N: 10347370)","Coupler Attached (LGR S/N: 10347370)","Host Connected (LGR S/N: 10347370)","Stopped (LGR S/N: 10347370)","End Of File (LGR S/N: 10347370)"
39,10/29/2025 04:20:00 PM,14.517,,,,,
40,10/29/2025 04:30:00 PM,14.613,,,,,
41,10/29/2025 04:40:00 PM,14.134,,,,,
42,10/29/2025 04:50:00 PM,14.038,,,,,
43,10/29/2025 05:00:00 PM,13.942,,,,,
44,10/29/2025 05:10:00 PM,14.038,,,,,
45,10/29/2025 05:20:00 PM,14.134,,,,,
46,10/29/2025 05:30:00 PM,14.134,,,,,
47,10/29/2025 05:40:00 PM,14.325,,,,,
48,10/29/2025 05:50:00 PM,14.804,,,,,
49,10/29/2025 06:00:00 PM,15.187,,,,,
50,10/29/2025 06:10:00 PM,15.091,,,,,
51,10/29/2025 06:20:00 PM,15.378,,,,,
52,10/29/2025 06:30:00 PM,15.569,,,,,
53,10/29/2025 06:40:00 PM,15.855,,,,,
54,10/29/2025 06:50:00 PM,15.951,,,,,
55,10/29/2025 07:00:00 PM,15.951,,,,,
56,10/29/2025 07:10:00 PM,15.855,,,,,
57,10/29/2025 07:20:00 PM,15.951,,,,,
58,10/29/2025 07:30:00 PM,15.951,,,,,
59,10/29/2025 07:40:00 PM,15.664,,,,,
60,10/29/2025 07:50:00 PM,15.664,,,,,
61,10/29/2025 08:00:00 PM,15.473,,,,,
62,10/29/2025 08:10:00 PM,15.282,,,,,
63,10/29/2025 08:20:00 PM,15.569,,,,,
64,10/29/2025 08:30:00 PM,15.569,,,,,
65,10/29/2025 08:40:00 PM,15.378,,,,,
66,10/29/2025 08:50:00 PM,15.664,,,,,
67,10/29/2025 09:00:00 PM,15.569,,,,,
68,10/29/2025 09:10:00 PM,15.282,,,,,
69,10/29/2025 09:20:00 PM,14.709,,,,,
70,10/29/2025 09:30:00 PM,13.654,,,,,
71,10/29/2025 09:40:00 PM,12.980,,,,,
72,10/29/2025 09:50:00 PM,12.110,,,,,
73,10/29/2025 10:00:00 PM,11.528,,,,,
74,10/29/2025 10:10:00 PM,11.528,,,,,
75,10/29/2025 10:20:00 PM,11.041,,,,,
76,10/29/2025 10:30:00 PM,10.748,,,,,
77,10/29/2025 10:40:00 PM,10.651,,,,,
78,10/29/2025 10:50:00 PM,10.553,,,,,
79,10/29/2025 11:00:00 PM,10.455,,,,,
80,10/29/2025 11:10:00 PM,10.259,,,,,
81,10/29/2025 11:20:00 PM,10.259,,,,,
82,10/29/2025 11:30:00 PM,10.259,,,,,
83,10/29/2025 11:40:00 PM,10.357,,,,,
84,10/29/2025 11:50:00 PM,10.455,,,,,
85,10/30/2025 12:00:00 AM,10.748,,,,,
86,10/30/2025 12:10:00 AM,11.041,,,,,
87,10/30/2025 12:20:00 AM,11.041,,,,,
88,10/30/2025 12:30:00 AM,10.748,,,,,
89,10/30/2025 12:40:00 AM,10.748,,,,,
90,10/30/2025 12:50:00 AM,10.748,,,,,
91,10/30/2025 01:00:00 AM,10.651,,,,,
92,10/30/2025 01:10:00 AM,10.748,,,,,
93,10/30/2025 01:20:00 AM,10.944,,,,,
94,10/30/2025 01:30:00 AM,10.944,,,,,
95,10/30/2025 01:40:00 AM,11.041,,,,,
96,10/30/2025 01:50:00 AM,11.334,,,,,
97,10/30/2025 02:00:00 AM,11.431,,,,,
98,10/30/2025 02:10:00 AM,11.431,,,,,
99,10/30/2025 02:20:00 AM,11.625,,,,,
100,10/30/2025 02:30:00 AM,11.819,,,,,
101,10/30/2025 02:40:00 AM,11.819,,,,,
102,10/30/2025 02:50:00 AM,11.722,,,,,
103,10/30/2025 03:00:00 AM,11.722,,,,,
104,10/30/2025 03:10:00 AM,11.916,,,,,
105,10/30/2025 03:20:00 AM,11.528,,,,,
106,10/30/2025 03:30:00 AM,11.431,,,,,
107,10/30/2025 03:40:00 AM,11.431,,,,,
108,10/30/2025 03:50:00 AM,11.431,,,,,
109,10/30/2025 04:00:00 AM,11.431,,,,,
110,10/30/2025 04:10:00 AM,11.334,,,,,
111,10/30/2025 04:20:00 AM,11.334,,,,,
112,10/30/2025 04:30:00 AM,11.236,,,,,
113,10/30/2025 04:40:00 AM,11.139,,,,,
114,10/30/2025 04:50:00 AM,11.041,,,,,
115,10/30/2025 05:00:00 AM,10.944,,,,,
116,10/30/2025 05:10:00 AM,10.846,,,,,
117,10/30/2025 05:20:00 AM,10.553,,,,,
118,10/30/2025 05:30:00 AM,10.161,,,,,
119,10/30/2025 05:40:00 AM,9.866,,,,,
120,10/30/2025 05:50:00 AM,9.669,,,,,
121,10/30/2025 06:00:00 AM,9.571,,,,,
122,10/30/2025 06:10:00 AM,9.472,,,,,
123,10/30/2025 06:20:00 AM,9.373,,,,,
124,10/30/2025 06:30:00 AM,9.373,,,,,
125,10/30/2025 06:40:00 AM,9.373,,,,,
126,10/30/2025 06:50:00 AM,9.275,,,,,
127,10/30/2025 07:00:00 AM,9.275,,,,,
128,10/30/2025 07:10:00 AM,9.176,,,,,
129,10/30/2025 07:20:00 AM,9.176,,,,,
130,10/30/2025 07:30:00 AM,9.077,,,,,
131,10/30/2025 07:40:00 AM,9.077,,,,,
132,10/30/2025 07:50:00 AM,9.077,,,,,
133,10/30/2025 08:00:00 AM,9.176,,,,,
134,10/30/2025 08:10:00 AM,9.275,,,,,
135,10/30/2025 08:20:00 AM,9.373,,,,,
136,10/30/2025 08:30:00 AM,9.373,,,,,
137,10/30/2025 08:40:00 AM,9.472,,,,,
138,10/30/2025 08:50:00 AM,9.571,,,,,
139,10/30/2025 09:00:00 AM,9.768,,,,,
140,10/30/2025 09:10:00 AM,9.965,,,,,
141,10/30/2025 09:20:00 AM,9.965,,,,,
142,10/30/2025 09:30:00 AM,10.259,,,,,
143,10/30/2025 09:40:00 AM,10.553,,,,,
144,10/30/2025 09:50:00 AM,11.236,,,,,
145,10/30/2025 10:00:00 AM,12.013,,,,,
146,10/30/2025 10:10:00 AM,11.139,,,,,
147,10/30/2025 10:20:00 AM,11.041,,,,,
148,10/30/2025 10:30:00 AM,11.041,,,,,
149,10/30/2025 10:40:00 AM,10.846,,,,,
150,10/30/2025 10:50:00 AM,11.041,,,,,
151,10/30/2025 11:00:00 AM,11.139,,,,,
152,10/30/2025 11:10:00 AM,11.431,,,,,
153,10/30/2025 11:20:00 AM,10.846,,,,,
154,10/30/2025 11:30:00 AM,11.625,,,,,
155,10/30/2025 11:40:00 AM,13.269,,,,,
156,10/30/2025 11:50:00 AM,12.980,,,,,
157,10/30/2025 12:00:00 PM,14.134,,,,,
158,10/30/2025 12:10:00 PM,15.378,,,,,
159,10/30/2025 12:20:00 PM,14.613,,,,,
160,10/30/2025 12:30:00 PM,14.325,,,,,
161,10/30/2025 12:40:00 PM,13.654,,,,,
162,10/30/2025 12:50:00 PM,12.883,,,,,
163,10/30/2025 01:00:00 PM,12.690,,,,,
164,10/30/2025 01:10:00 PM,13.173,,,,,
165,10/30/2025 01:20:00 PM,13.942,,,,,
166,10/30/2025 01:30:00 PM,14.038,,,,,
167,10/30/2025 01:40:00 PM,14.038,,,,,
168,10/30/2025 01:50:00 PM,14.900,,,,,
169,10/30/2025 02:00:00 PM,14.709,,,,,
170,10/30/2025 02:10:00 PM,14.613,,,,,
171,10/30/2025 02:20:00 PM,14.134,,,,,
172,10/30/2025 02:30:00 PM,13.942,,,,,
173,10/30/2025 02:40:00 PM,13.654,,,,,
174,10/30/2025 02:50:00 PM,13.269,,,,,
175,10/30/2025 03:00:00 PM,13.076,,,,,
176,10/30/2025 03:10:00 PM,12.883,,,,,
177,10/30/2025 03:20:00 PM,12.883,,,,,
178,10/30/2025 03:30:00 PM,12.883,,,,,
179,10/30/2025 03:40:00 PM,12.690,,,,,
180,10/30/2025 03:50:00 PM,13.558,,,,,
181,10/30/2025 04:00:00 PM,13.558,,,,,
182,10/30/2025 04:10:00 PM,12.787,,,,,
183,10/30/2025 04:20:00 PM,12.013,,,,,
184,10/30/2025 04:30:00 PM,11.722,,,,,
185,10/30/2025 04:40:00 PM,11.528,,,,,
186,10/30/2025 04:50:00 PM,11.139,,,,,
187,10/30/2025 05:00:00 PM,10.651,,,,,
188,10/30/2025 05:10:00 PM,10.455,,,,,
189,10/30/2025 05:20:00 PM,10.259,,,,,
190,10/30/2025 05:30:00 PM,9.965,,,,,
191,10/30/2025 05:40:00 PM,9.768,,,,,
192,10/30/2025 05:50:00 PM,9.768,,,,,
193,10/30/2025 06:00:00 PM,9.866,,,,,
194,10/30/2025 06:10:00 PM,9.669,,,,,
195,10/30/2025 06:20:00 PM,9.472,,,,,
196,10/30/2025 06:30:00 PM,9.275,,,,,
197,10/30/2025 06:40:00 PM,9.275,,,,,
198,10/30/2025 06:50:00 PM,9.275,,,,,
199,10/30/2025 07:00:00 PM,9.275,,,,,
200,10/30/2025 07:10:00 PM,9.373,,,,,
201,10/30/2025 07:20:00 PM,9.472,,,,,
202,10/30/2025 07:30:00 PM,9.176,,,,,
203,10/30/2025 07:40:00 PM,9.077,,,,,
204,10/30/2025 07:50:00 PM,8.978,,,,,
205,10/30/2025 08:00:00 PM,8.978,,,,,
206,10/30/2025 08:10:00 PM,8.879,,,,,
207,10/30/2025 08:20:00 PM,9.077,,,,,
208,10/30/2025 08:30:00 PM,9.275,,,,,
209,10/30/2025 08:40:00 PM,9.275,,,,,
210,10/30/2025 08:50:00 PM,9.077,,,,,
211,10/30/2025 09:00:00 PM,8.779,,,,,
212,10/30/2025 09:10:00 PM,8.581,,,,,
213,10/30/2025 09:20:00 PM,8.581,,,,,
214,10/30/2025 09:30:00 PM,8.779,,,,,
215,10/30/2025 09:40:00 PM,8.779,,,,,
216,10/30/2025 09:50:00 PM,8.879,,,,,
217,10/30/2025 10:00:00 PM,8.978,,,,,
218,10/30/2025 10:10:00 PM,9.077,,,,,
219,10/30/2025 10:20:00 PM,9.176,,,,,
220,10/30/2025 10:30:00 PM,9.077,,,,,
221,10/30/2025 10:40:00 PM,8.779,,,,,
222,10/30/2025 10:50:00 PM,8.879,,,,,
223,10/30/2025 11:00:00 PM,8.879,,,,,
224,10/30/2025 11:10:00 PM,8.879,,,,,
225,10/30/2025 11:20:00 PM,8.879,,,,,
226,10/30/2025 11:30:00 PM,8.978,,,,,
227,10/30/2025 11:40:00 PM,9.275,,,,,
228,10/30/2025 11:50:00 PM,9.472,,,,,
229,10/31/2025 12:00:00 AM,9.373,,,,,
230,10/31/2025 12:10:00 AM,9.373,,,,,
231,10/31/2025 12:20:00 AM,9.176,,,,,
232,10/31/2025 12:30:00 AM,8.879,,,,,
233,10/31/2025 12:40:00 AM,8.680,,,,,
234,10/31/2025 12:50:00 AM,8.680,,,,,
235,10/31/2025 01:00:00 AM,8.680,,,,,
236,10/31/2025 01:10:00 AM,8.879,,,,,
237,10/31/2025 01:20:00 AM,8.879,,,,,
238,10/31/2025 01:30:00 AM,8.779,,,,,
239,10/31/2025 01:40:00 AM,8.680,,,,,
240,10/31/2025 01:50:00 AM,8.481,,,,,
241,10/31/2025 02:00:00 AM,8.481,,,,,
242,10/31/2025 02:10:00 AM,8.282,,,,,
243,10/31/2025 02:20:00 AM,8.282,,,,,
244,10/31/2025 02:30:00 AM,8.282,,,,,
245,10/31/2025 02:40:00 AM,8.382,,,,,
246,10/31/2025 02:50:00 AM,8.481,,,,,
247,10/31/2025 03:00:00 AM,8.481,,,,,
248,10/31/2025 03:10:00 AM,8.382,,,,,
249,10/31/2025 03:20:00 AM,8.282,,,,,
250,10/31/2025 03:30:00 AM,8.282,,,,,
251,10/31/2025 03:40:00 AM,8.481,,,,,
252,10/31/2025 03:50:00 AM,8.481,,,,,
253,10/31/2025 04:00:00 AM,8.382,,,,,
254,10/31/2025 04:10:00 AM,8.382,,,,,
255,10/31/2025 04:20:00 AM,8.282,,,,,
256,10/31/2025 04:30:00 AM,8.481,,,,,
257,10/31/2025 04:40:00 AM,8.581,,,,,
258,10/31/2025 04:50:00 AM,8.680,,,,,
259,10/31/2025 05:00:00 AM,8.581,,,,,
260,10/31/2025 05:10:00 AM,8.481,,,,,
261,10/31/2025 05:20:00 AM,8.382,,,,,
262,10/31/2025 05:30:00 AM,8.082,,,,,
263,10/31/2025 05:40:00 AM,8.082,,,,,
264,10/31/2025 05:50:00 AM,8.082,,,,,
265,10/31/2025 06:00:00 AM,8.082,,,,,
266,10/31/2025 06:10:00 AM,8.182,,,,,
267,10/31/2025 06:20:00 AM,8.282,,,,,
268,10/31/2025 06:30:00 AM,8.182,,,,,
269,10/31/2025 06:40:00 AM,7.782,,,,,
270,10/31/2025 06:50:00 AM,7.882,,,,,
271,10/31/2025 07:00:00 AM,8.182,,,,,
272,10/31/2025 07:10:00 AM,8.182,,,,,
273,10/31/2025 07:20:00 AM,7.882,,,,,
274,10/31/2025 07:30:00 AM,8.282,,,,,
275,10/31/2025 07:40:00 AM,8.481,,,,,
276,10/31/2025 07:50:00 AM,8.282,,,,,
277,10/31/2025 08:00:00 AM,8.182,,,,,
278,10/31/2025 08:10:00 AM,8.382,,,,,
279,10/31/2025 08:20:00 AM,8.779,,,,,
280,10/31/2025 08:30:00 AM,9.965,,,,,
281,10/31/2025 08:40:00 AM,10.357,,,,,
282,10/31/2025 08:50:00 AM,10.846,,,,,
283,10/31/2025 09:00:00 AM,10.651,,,,,
284,10/31/2025 09:10:00 AM,10.259,,,,,
285,10/31/2025 09:20:00 AM,9.866,,,,,
286,10/31/2025 09:30:00 AM,10.063,,,,,
287,10/31/2025 09:40:00 AM,11.431,,,,,
288,10/31/2025 09:50:00 AM,12.304,,,,,
289,10/31/2025 10:00:00 AM,12.883,,,,,
290,10/31/2025 10:10:00 AM,13.269,,,,,
291,10/31/2025 10:20:00 AM,13.846,,,,,
292,10/31/2025 10:30:00 AM,14.709,,,,,
293,10/31/2025 10:40:00 AM,13.365,,,,,
294,10/31/2025 10:50:00 AM,11.916,,,,,
295,10/31/2025 11:00:00 AM,12.207,,,,,
296,10/31/2025 11:10:00 AM,12.883,,,,,
297,10/31/2025 11:20:00 AM,13.654,,,,,
298,10/31/2025 11:30:00 AM,14.900,,,,,
299,10/31/2025 11:40:00 AM,13.942,,,,,
300,10/31/2025 11:50:00 AM,14.325,,,,,
301,10/31/2025 12:00:00 PM,14.613,,,,,
302,10/31/2025 12:10:00 PM,14.709,,,,,
303,10/31/2025 12:20:00 PM,14.613,,,,,
304,10/31/2025 12:30:00 PM,14.613,,,,,
305,10/31/2025 12:40:00 PM,14.230,,,,,
306,10/31/2025 12:50:00 PM,14.230,,,,,
307,10/31/2025 01:00:00 PM,14.709,,,,,
308,10/31/2025 01:10:00 PM,15.187,,,,,
309,10/31/2025 01:20:00 PM,15.282,,,,,
310,10/31/2025 01:30:00 PM,15.378,,,,,
311,10/31/2025 01:40:00 PM,15.187,,,,,
312,10/31/2025 01:50:00 PM,15.473,,,,,
313,10/31/2025 02:00:00 PM,15.855,,,,,
314,10/31/2025 02:10:00 PM,15.282,,,,,
315,10/31/2025 02:20:00 PM,15.091,,,,,
316,10/31/2025 02:30:00 PM,15.282,,,,,
317,10/31/2025 02:40:00 PM,15.664,,,,,
318,10/31/2025 02:50:00 PM,15.760,,,,,
319,10/31/2025 03:00:00 PM,15.569,,,,,
320,10/31/2025 03:10:00 PM,15.473,,,,,
321,10/31/2025 03:20:00 PM,15.473,,,,,
322,10/31/2025 03:30:00 PM,15.282,,,,,
323,10/31/2025 03:40:00 PM,15.091,,,,,
324,10/31/2025 03:50:00 PM,14.996,,,,,
325,10/31/2025 04:00:00 PM,14.996,,,,,
326,10/31/2025 04:10:00 PM,14.900,,,,,
327,10/31/2025 04:20:00 PM,14.900,,,,,
328,10/31/2025 04:30:00 PM,14.996,,,,,
329,10/31/2025 04:40:00 PM,14.900,,,,,
330,10/31/2025 04:50:00 PM,14.900,,,,,
331,10/31/2025 05:00:00 PM,14.709,,,,,
332,10/31/2025 05:10:00 PM,14.804,,,,,
333,10/31/2025 05:20:00 PM,15.091,,,,,
334,10/31/2025 05:30:00 PM,15.091,,,,,
335,10/31/2025 05:40:00 PM,15.187,,,,,
336,10/31/2025 05:50:00 PM,15.187,,,,,
337,10/31/2025 06:00:00 PM,15.091,,,,,
338,10/31/2025 06:10:00 PM,14.900,,,,,
339,10/31/2025 06:20:00 PM,15.187,,,,,
340,10/31/2025 06:30:00 PM,15.282,,,,,
341,10/31/2025 06:40:00 PM,15.282,,,,,
342,10/31/2025 06:50:00 PM,15.187,,,,,
343,10/31/2025 07:00:00 PM,15.187,,,,,
344,10/31/2025 07:10:00 PM,15.187,,,,,
345,10/31/2025 07:20:00 PM,15.187,,,,,
346,10/31/2025 07:30:00 PM,14.996,,,,,
347,10/31/2025 07:40:00 PM,15.187,,,,,
348,10/31/2025 07:50:00 PM,15.378,,,,,
349,10/31/2025 08:00:00 PM,15.378,,,,,
350,10/31/2025 08:10:00 PM,15.282,,,,,
351,10/31/2025 08:20:00 PM,15.282,,,,,
352,10/31/2025 08:30:00 PM,15.473,,,,,
353,10/31/2025 08:40:00 PM,15.664,,,,,
354,10/31/2025 08:50:00 PM,15.473,,,,,
355,10/31/2025 09:00:00 PM,15.378,,,,,
356,10/31/2025 09:10:00 PM,15.378,,,,,
357,10/31/2025 09:20:00 PM,15.187,,,,,
358,10/31/2025 09:30:00 PM,15.473,,,,,
359,10/31/2025 09:40:00 PM,15.569,,,,,
360,10/31/2025 09:50:00 PM,15.473,,,,,
361,10/31/2025 10:00:00 PM,15.378,,,,,
362,10/31/2025 10:10:00 PM,15.091,,,,,
363,10/31/2025 10:20:00 PM,14.996,,,,,
364,10/31/2025 10:30:00 PM,15.091,,,,,
365,10/31/2025 10:40:00 PM,15.091,,,,,
366,10/31/2025 10:50:00 PM,15.378,,,,,
367,10/31/2025 11:00:00 PM,15.569,,,,,
368,10/31/2025 11:10:00 PM,15.664,,,,,
369,10/31/2025 11:20:00 PM,15.664,,,,,
370,10/31/2025 11:30:00 PM,15.760,,,,,
371,10/31/2025 11:40:00 PM,15.951,,,,,
372,10/31/2025 11:50:00 PM,16.046,,,,,
373,11/01/2025 12:00:00 AM,16.141,,,,,
374,11/01/2025 12:10:00 AM,15.951,,,,,
375,11/01/2025 12:20:00 AM,16.141,,,,,
376,11/01/2025 12:30:00 AM,16.332,,,,,
377,11/01/2025 12:40:00 AM,16.427,,,,,
378,11/01/2025 12:50:00 AM,16.618,,,,,
379,11/01/2025 01:00:00 AM,16.713,,,,,
380,11/01/2025 01:10:00 AM,16.713,,,,,
381,11/01/2025 01:20:00 AM,16.618,,,,,
382,11/01/2025 01:30:00 AM,16.523,,,,,
383,11/01/2025 01:40:00 AM,16.523,,,,,
384,11/01/2025 01:50:00 AM,16.427,,,,,
385,11/01/2025 02:00:00 AM,16.332,,,,,
386,11/01/2025 02:10:00 AM,16.046,,,,,
387,11/01/2025 02:20:00 AM,16.046,,,,,
388,11/01/2025 02:30:00 AM,15.951,,,,,
389,11/01/2025 02:40:00 AM,16.046,,,,,
390,11/01/2025 02:50:00 AM,16.046,,,,,
391,11/01/2025 03:00:00 AM,16.141,,,,,
392,11/01/2025 03:10:00 AM,16.141,,,,,
393,11/01/2025 03:20:00 AM,16.141,,,,,
394,11/01/2025 03:30:00 AM,16.046,,,,,
395,11/01/2025 03:40:00 AM,14.709,,,,,
396,11/01/2025 03:50:00 AM,15.187,,,,,
397,11/01/2025 04:00:00 AM,15.473,,,,,
398,11/01/2025 04:10:00 AM,15.760,,,,,
399,11/01/2025 04:20:00 AM,16.141,,,,,
400,11/01/2025 04:30:00 AM,16.237,,,,,
401,11/01/2025 04:40:00 AM,16.141,,,,,
402,11/01/2025 04:50:00 AM,16.046,,,,,
403,11/01/2025 05:00:00 AM,15.951,,,,,
404,11/01/2025 05:10:00 AM,15.187,,,,,
405,11/01/2025 05:20:00 AM,15.378,,,,,
406,11/01/2025 05:30:00 AM,15.951,,,,,
407,11/01/2025 05:40:00 AM,16.237,,,,,
408,11/01/2025 05:50:00 AM,16.332,,,,,
409,11/01/2025 06:00:00 AM,16.332,,,,,
410,11/01/2025 06:10:00 AM,16.141,,,,,
411,11/01/2025 06:20:00 AM,15.951,,,,,
412,11/01/2025 06:30:00 AM,15.664,,,,,
413,11/01/2025 06:40:00 AM,15.473,,,,,
414,11/01/2025 06:50:00 AM,15.473,,,,,
415,11/01/2025 07:00:00 AM,14.517,,,,,
416,11/01/2025 07:10:00 AM,14.996,,,,,
417,11/01/2025 07:20:00 AM,15.091,,,,,
418,11/01/2025 07:30:00 AM,15.378,,,,,
419,11/01/2025 07:40:00 AM,15.664,,,,,
420,11/01/2025 07:50:00 AM,15.760,,,,,
421,11/01/2025 08:00:00 AM,15.951,,,,,
422,11/01/2025 08:10:00 AM,15.951,,,,,
423,11/01/2025 08:20:00 AM,15.664,,,,,
424,11/01/2025 08:30:00 AM,15.664,,,,,
425,11/01/2025 08:40:00 AM,15.760,,,,,
426,11/01/2025 08:50:00 AM,16.046,,,,,
427,11/01/2025 09:00:00 AM,16.141,,,,,
428,11/01/2025 09:10:00 AM,16.903,,,,,
429,11/01/2025 09:20:00 AM,17.189,,,,,
430,11/01/2025 09:30:00 AM,17.189,,,,,
431,11/01/2025 09:40:00 AM,17.094,,,,,
432,11/01/2025 09:50:00 AM,16.808,,,,,
433,11/01/2025 10:00:00 AM,16.713,,,,,
434,11/01/2025 10:10:00 AM,16.808,,,,,
435,11/01/2025 10:20:00 AM,16.713,,,,,
436,11/01/2025 10:30:00 AM,16.903,,,,,
437,11/01/2025 10:40:00 AM,17.284,,,,,
438,11/01/2025 10:50:00 AM,17.475,,,,,
439,11/01/2025 11:00:00 AM,17.665,,,,,
440,11/01/2025 11:10:00 AM,17.950,,,,,
441,11/01/2025 11:20:00 AM,17.950,,,,,
442,11/01/2025 11:30:00 AM,17.950,,,,,
443,11/01/2025 11:40:00 AM,17.950,,,,,
444,11/01/2025 11:50:00 AM,18.045,,,,,
445,11/01/2025 12:00:00 PM,17.950,,,,,
446,11/01/2025 12:10:00 PM,18.045,,,,,
447,11/01/2025 12:20:00 PM,17.950,,,,,
448,11/01/2025 12:30:00 PM,17.855,,,,,
449,11/01/2025 12:40:00 PM,17.760,,,,,
450,11/01/2025 12:50:00 PM,17.760,,,,,
451,11/01/2025 01:00:00 PM,17.855,,,,,
452,11/01/2025 01:10:00 PM,17.760,,,,,
453,11/01/2025 01:20:00 PM,17.665,,,,,
454,11/01/2025 01:30:00 PM,17.760,,,,,
455,11/01/2025 01:40:00 PM,17.665,,,,,
456,11/01/2025 01:50:00 PM,17.855,,,,,
457,11/01/2025 02:00:00 PM,17.760,,,,,
458,11/01/2025 02:10:00 PM,17.760,,,,,
459,11/01/2025 02:20:00 PM,17.760,,,,,
460,11/01/2025 02:30:00 PM,17.760,,,,,
461,11/01/2025 02:40:00 PM,17.665,,,,,
462,11/01/2025 02:50:00 PM,17.760,,,,,
463,11/01/2025 03:00:00 PM,17.665,,,,,
464,11/01/2025 03:10:00 PM,17.760,,,,,
465,11/01/2025 03:20:00 PM,17.665,,,,,
466,11/01/2025 03:30:00 PM,17.665,,,,,
467,11/01/2025 03:40:00 PM,17.570,,,,,
468,11/01/2025 03:50:00 PM,17.570,,,,,
469,11/01/2025 04:00:00 PM,17.379,,,,,
470,11/01/2025 04:10:00 PM,17.284,,,,,
471,11/01/2025 04:20:00 PM,16.808,,,,,
472,11/01/2025 04:30:00 PM,16.618,,,,,
473,11/01/2025 04:40:00 PM,16.427,,,,,
474,11/01/2025 04:50:00 PM,16.046,,,,,
475,11/01/2025 05:00:00 PM,15.569,,,,,
476,11/01/2025 05:10:00 PM,15.569,,,,,
477,11/01/2025 05:20:00 PM,15.473,,,,,
478,11/01/2025 05:30:00 PM,15.378,,,,,
479,11/01/2025 05:40:00 PM,15.282,,,,,
480,11/01/2025 05:50:00 PM,15.187,,,,,
481,11/01/2025 06:00:00 PM,15.091,,,,,
482,11/01/2025 06:10:00 PM,15.091,,,,,
483,11/01/2025 06:20:00 PM,15.091,,,,,
484,11/01/2025 06:30:00 PM,14.804,,,,,
485,11/01/2025 06:40:00 PM,14.517,,,,,
486,11/01/2025 06:50:00 PM,14.517,,,,,
487,11/01/2025 07:00:00 PM,14.613,,,,,
488,11/01/2025 07:10:00 PM,14.134,,,,,
489,11/01/2025 07:20:00 PM,13.076,,,,,
490,11/01/2025 07:30:00 PM,12.401,,,,,
491,11/01/2025 07:40:00 PM,12.207,,,,,
492,11/01/2025 07:50:00 PM,12.110,,,,,
493,11/01/2025 08:00:00 PM,11.916,,,,,
494,11/01/2025 08:10:00 PM,11.916,,,,,
495,11/01/2025 08:20:00 PM,11.916,,,,,
496,11/01/2025 08:30:00 PM,11.819,,,,,
497,11/01/2025 08:40:00 PM,11.819,,,,,
498,11/01/2025 08:50:00 PM,11.625,,,,,
499,11/01/2025 09:00:00 PM,11.528,,,,,
500,11/01/2025 09:10:00 PM,11.528,,,,,
501,11/01/2025 09:20:00 PM,11.431,,,,,
502,11/01/2025 09:30:00 PM,11.334,,,,,
503,11/01/2025 09:40:00 PM,11.334,,,,,
504,11/01/2025 09:50:00 PM,11.431,,,,,
505,11/01/2025 10:00:00 PM,11.431,,,,,
506,11/01/2025 10:10:00 PM,11.334,,,,,
