"Plot Title: 10347365"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347365, SEN S/N: 10347365, LBL: temp)","Coupler Attached (LGR S/N: 10347365)","Host Connected (LGR S/N: 10347365)","Stopped (LGR S/N: 10347365)","End Of File (LGR S/N: 10347365)"
188,10/30/2025 06:10:00 PM,11.041,,,,
189,10/30/2025 06:20:00 PM,11.041,,,,
190,10/30/2025 06:30:00 PM,11.041,,,,
191,10/30/2025 06:40:00 PM,11.041,,,,
192,10/30/2025 06:50:00 PM,10.944,,,,
193,10/30/2025 07:00:00 PM,10.944,,,,
194,10/30/2025 07:10:00 PM,10.846,,,,
195,10/30/2025 07:20:00 PM,10.748,,,,
196,10/30/2025 07:30:00 PM,10.748,,,,
197,10/30/2025 07:40:00 PM,10.651,,,,
198,10/30/2025 07:50:00 PM,10.651,,,,
199,10/30/2025 08:00:00 PM,10.651,,,,
200,10/30/2025 08:10:00 PM,10.651,,,,
201,10/30/2025 08:20:00 PM,10.748,,,,
202,10/30/2025 08:30:00 PM,10.748,,,,
203,10/30/2025 08:40:00 PM,10.651,,,,
204,10/30/2025 08:50:00 PM,10.651,,,,
205,10/30/2025 09:00:00 PM,10.455,,,,
206,10/30/2025 09:10:00 PM,10.357,,,,
207,10/30/2025 09:20:00 PM,10.161,,,,
208,10/30/2025 09:30:00 PM,9.965,,,,
209,10/30/2025 09:40:00 PM,9.866,,,,
210,10/30/2025 09:50:00 PM,9.571,,,,
211,10/30/2025 10:00:00 PM,9.472,,,,
212,10/30/2025 10:10:00 PM,9.472,,,,
213,10/30/2025 10:20:00 PM,9.472,,,,
214,10/30/2025 10:30:00 PM,9.373,,,,
215,10/30/2025 10:40:00 PM,9.373,,,,
216,10/30/2025 10:50:00 PM,9.472,,,,
217,10/30/2025 11:00:00 PM,9.373,,,,
218,10/30/2025 11:10:00 PM,9.373,,,,
219,10/30/2025 11:20:00 PM,9.275,,,,
220,10/30/2025 11:30:00 PM,9.373,,,,
221,10/30/2025 11:40:00 PM,9.472,,,,
222,10/30/2025 11:50:00 PM,9.472,,,,
223,10/31/2025 12:00:00 AM,9.571,,,,
224,10/31/2025 12:10:00 AM,9.571,,,,
225,10/31/2025 12:20:00 AM,9.571,,,,
226,10/31/2025 12:30:00 AM,9.472,,,,
227,10/31/2025 12:40:00 AM,9.373,,,,
228,10/31/2025 12:50:00 AM,9.373,,,,
229,10/31/2025 01:00:00 AM,9.176,,,,
230,10/31/2025 01:10:00 AM,9.077,,,,
231,10/31/2025 01:20:00 AM,9.077,,,,
232,10/31/2025 01:30:00 AM,9.077,,,,
233,10/31/2025 01:40:00 AM,9.077,,,,
234,10/31/2025 01:50:00 AM,9.077,,,,
235,10/31/2025 02:00:00 AM,9.077,,,,
236,10/31/2025 02:10:00 AM,8.978,,,,
237,10/31/2025 02:20:00 AM,8.978,,,,
238,10/31/2025 02:30:00 AM,8.978,,,,
239,10/31/2025 02:40:00 AM,8.879,,,,
240,10/31/2025 02:50:00 AM,8.978,,,,
241,10/31/2025 03:00:00 AM,8.978,,,,
242,10/31/2025 03:10:00 AM,8.978,,,,
243,10/31/2025 03:20:00 AM,8.978,,,,
244,10/31/2025 03:30:00 AM,8.978,,,,
245,10/31/2025 03:40:00 AM,9.176,,,,
246,10/31/2025 03:50:00 AM,9.275,,,,
247,10/31/2025 04:00:00 AM,9.275,,,,
248,10/31/2025 04:10:00 AM,9.275,,,,
249,10/31/2025 04:20:00 AM,9.176,,,,
250,10/31/2025 04:30:00 AM,9.077,,,,
251,10/31/2025 04:40:00 AM,9.176,,,,
252,10/31/2025 04:50:00 AM,9.176,,,,
253,10/31/2025 05:00:00 AM,9.176,,,,
254,10/31/2025 05:10:00 AM,9.176,,,,
255,10/31/2025 05:20:00 AM,9.077,,,,
256,10/31/2025 05:30:00 AM,8.978,,,,
257,10/31/2025 05:40:00 AM,8.978,,,,
258,10/31/2025 05:50:00 AM,8.879,,,,
259,10/31/2025 06:00:00 AM,8.779,,,,
260,10/31/2025 06:10:00 AM,8.879,,,,
261,10/31/2025 06:20:00 AM,8.978,,,,
262,10/31/2025 06:30:00 AM,8.879,,,,
263,10/31/2025 06:40:00 AM,8.779,,,,
264,10/31/2025 06:50:00 AM,8.779,,,,
265,10/31/2025 07:00:00 AM,8.680,,,,
266,10/31/2025 07:10:00 AM,8.082,,,,
267,10/31/2025 07:20:00 AM,7.882,,,,
268,10/31/2025 07:30:00 AM,7.782,,,,
269,10/31/2025 07:40:00 AM,7.882,,,,
270,10/31/2025 07:50:00 AM,7.882,,,,
271,10/31/2025 08:00:00 AM,7.882,,,,
272,10/31/2025 08:10:00 AM,8.382,,,,
273,10/31/2025 08:20:00 AM,8.779,,,,
274,10/31/2025 08:30:00 AM,8.680,,,,
275,10/31/2025 08:40:00 AM,8.779,,,,
276,10/31/2025 08:50:00 AM,8.779,,,,
277,10/31/2025 09:00:00 AM,8.779,,,,
278,10/31/2025 09:10:00 AM,8.879,,,,
279,10/31/2025 09:20:00 AM,8.879,,,,
280,10/31/2025 09:30:00 AM,8.978,,,,
281,10/31/2025 09:40:00 AM,9.176,,,,
282,10/31/2025 09:50:00 AM,9.373,,,,
283,10/31/2025 10:00:00 AM,9.571,,,,
284,10/31/2025 10:10:00 AM,9.866,,,,
285,10/31/2025 10:20:00 AM,10.259,,,,
286,10/31/2025 10:30:00 AM,10.651,,,,
287,10/31/2025 10:40:00 AM,10.748,,,,
288,10/31/2025 10:50:00 AM,10.748,,,,
289,10/31/2025 11:00:00 AM,10.748,,,,
290,10/31/2025 11:10:00 AM,10.846,,,,
291,10/31/2025 11:20:00 AM,11.041,,,,
292,10/31/2025 11:30:00 AM,11.334,,,,
293,10/31/2025 11:40:00 AM,11.722,,,,
294,10/31/2025 11:50:00 AM,11.916,,,,
295,10/31/2025 12:00:00 PM,12.110,,,,
296,10/31/2025 12:10:00 PM,12.401,,,,
297,10/31/2025 12:20:00 PM,12.594,,,,
298,10/31/2025 12:30:00 PM,12.690,,,,
299,10/31/2025 12:40:00 PM,12.594,,,,
300,10/31/2025 12:50:00 PM,12.690,,,,
301,10/31/2025 01:00:00 PM,12.980,,,,
302,10/31/2025 01:10:00 PM,13.173,,,,
303,10/31/2025 01:20:00 PM,13.365,,,,
304,10/31/2025 01:30:00 PM,13.461,,,,
305,10/31/2025 01:40:00 PM,13.365,,,,
306,10/31/2025 01:50:00 PM,13.461,,,,
307,10/31/2025 02:00:00 PM,13.750,,,,
308,10/31/2025 02:10:00 PM,13.750,,,,
309,10/31/2025 02:20:00 PM,14.134,,,,
310,10/31/2025 02:30:00 PM,14.709,,,,
311,10/31/2025 02:40:00 PM,14.804,,,,
312,10/31/2025 02:50:00 PM,14.613,,,,
313,10/31/2025 03:00:00 PM,14.421,,,,
314,10/31/2025 03:10:00 PM,14.325,,,,
315,10/31/2025 03:20:00 PM,14.325,,,,
316,10/31/2025 03:30:00 PM,14.230,,,,
317,10/31/2025 03:40:00 PM,14.134,,,,
318,10/31/2025 03:50:00 PM,14.038,,,,
319,10/31/2025 04:00:00 PM,13.942,,,,
320,10/31/2025 04:10:00 PM,14.038,,,,
321,10/31/2025 04:20:00 PM,14.325,,,,
322,10/31/2025 04:30:00 PM,14.517,,,,
323,10/31/2025 04:40:00 PM,14.230,,,,
324,10/31/2025 04:50:00 PM,14.038,,,,
325,10/31/2025 05:00:00 PM,14.134,,,,
326,10/31/2025 05:10:00 PM,14.325,,,,
327,10/31/2025 05:20:00 PM,13.942,,,,
328,10/31/2025 05:30:00 PM,13.750,,,,
329,10/31/2025 05:40:00 PM,13.846,,,,
330,10/31/2025 05:50:00 PM,14.134,,,,
331,10/31/2025 06:00:00 PM,14.709,,,,
332,10/31/2025 06:10:00 PM,14.804,,,,
333,10/31/2025 06:20:00 PM,14.709,,,,
334,10/31/2025 06:30:00 PM,14.804,,,,
335,10/31/2025 06:40:00 PM,14.996,,,,
336,10/31/2025 06:50:00 PM,15.187,,,,
337,10/31/2025 07:00:00 PM,15.187,,,,
338,10/31/2025 07:10:00 PM,15.378,,,,
339,10/31/2025 07:20:00 PM,15.282,,,,
340,10/31/2025 07:30:00 PM,15.473,,,,
341,10/31/2025 07:40:00 PM,15.473,,,,
342,10/31/2025 07:50:00 PM,15.473,,,,
343,10/31/2025 08:00:00 PM,15.473,,,,
344,10/31/2025 08:10:00 PM,15.473,,,,
345,10/31/2025 08:20:00 PM,15.569,,,,
346,10/31/2025 08:30:00 PM,15.664,,,,
347,10/31/2025 08:40:00 PM,15.569,,,,
348,10/31/2025 08:50:00 PM,15.473,,,,
349,10/31/2025 09:00:00 PM,15.473,,,,
350,10/31/2025 09:10:00 PM,15.378,,,,
351,10/31/2025 09:20:00 PM,15.378,,,,
352,10/31/2025 09:30:00 PM,15.282,,,,
353,10/31/2025 09:40:00 PM,14.709,,,,
354,10/31/2025 09:50:00 PM,14.613,,,,
355,10/31/2025 10:00:00 PM,14.804,,,,
356,10/31/2025 10:10:00 PM,14.900,,,,
357,10/31/2025 10:20:00 PM,15.091,,,,
358,10/31/2025 10:30:00 PM,15.187,,,,
359,10/31/2025 10:40:00 PM,14.900,,,,
360,10/31/2025 10:50:00 PM,14.900,,,,
361,10/31/2025 11:00:00 PM,15.282,,,,
362,10/31/2025 11:10:00 PM,15.664,,,,
363,10/31/2025 11:20:00 PM,15.855,,,,
364,10/31/2025 11:30:00 PM,16.046,,,,
365,10/31/2025 11:40:00 PM,16.141,,,,
366,10/31/2025 11:50:00 PM,16.237,,,,
367,11/01/2025 12:00:00 AM,16.332,,,,
368,11/01/2025 12:10:00 AM,16.332,,,,
369,11/01/2025 12:20:00 AM,16.427,,,,
370,11/01/2025 12:30:00 AM,16.427,,,,
371,11/01/2025 12:40:00 AM,16.427,,,,
372,11/01/2025 12:50:00 AM,16.523,,,,
373,11/01/2025 01:00:00 AM,16.523,,,,
374,11/01/2025 01:10:00 AM,16.618,,,,
375,11/01/2025 01:20:00 AM,16.618,,,,
376,11/01/2025 01:30:00 AM,16.523,,,,
377,11/01/2025 01:40:00 AM,16.427,,,,
378,11/01/2025 01:50:00 AM,16.332,,,,
379,11/01/2025 02:00:00 AM,16.141,,,,
380,11/01/2025 02:10:00 AM,16.046,,,,
381,11/01/2025 02:20:00 AM,15.951,,,,
382,11/01/2025 02:30:00 AM,15.855,,,,
383,11/01/2025 02:40:00 AM,15.664,,,,
384,11/01/2025 02:50:00 AM,15.760,,,,
385,11/01/2025 03:00:00 AM,15.378,,,,
386,11/01/2025 03:10:00 AM,14.038,,,,
387,11/01/2025 03:20:00 AM,13.365,,,,
388,11/01/2025 03:30:00 AM,13.173,,,,
389,11/01/2025 03:40:00 AM,13.269,,,,
390,11/01/2025 03:50:00 AM,13.269,,,,
391,11/01/2025 04:00:00 AM,13.461,,,,
392,11/01/2025 04:10:00 AM,13.750,,,,
393,11/01/2025 04:20:00 AM,13.942,,,,
394,11/01/2025 04:30:00 AM,13.461,,,,
395,11/01/2025 04:40:00 AM,13.076,,,,
396,11/01/2025 04:50:00 AM,12.883,,,,
397,11/01/2025 05:00:00 AM,12.787,,,,
398,11/01/2025 05:10:00 AM,12.883,,,,
399,11/01/2025 05:20:00 AM,13.076,,,,
400,11/01/2025 05:30:00 AM,13.269,,,,
401,11/01/2025 05:40:00 AM,13.269,,,,
402,11/01/2025 05:50:00 AM,13.558,,,,
403,11/01/2025 06:00:00 AM,13.654,,,,
404,11/01/2025 06:10:00 AM,14.709,,,,
405,11/01/2025 06:20:00 AM,14.038,,,,
406,11/01/2025 06:30:00 AM,13.173,,,,
407,11/01/2025 06:40:00 AM,12.497,,,,
408,11/01/2025 06:50:00 AM,12.304,,,,
409,11/01/2025 07:00:00 AM,12.207,,,,
410,11/01/2025 07:10:00 AM,12.401,,,,
411,11/01/2025 07:20:00 AM,12.401,,,,
412,11/01/2025 07:30:00 AM,13.269,,,,
413,11/01/2025 07:40:00 AM,12.787,,,,
414,11/01/2025 07:50:00 AM,12.787,,,,
415,11/01/2025 08:00:00 AM,12.690,,,,
416,11/01/2025 08:10:00 AM,12.110,,,,
417,11/01/2025 08:20:00 AM,12.304,,,,
418,11/01/2025 08:30:00 AM,12.497,,,,
419,11/01/2025 08:40:00 AM,14.038,,,,
420,11/01/2025 08:50:00 AM,14.421,,,,
421,11/01/2025 09:00:00 AM,14.038,,,,
422,11/01/2025 09:10:00 AM,13.365,,,,
423,11/01/2025 09:20:00 AM,13.558,,,,
424,11/01/2025 09:30:00 AM,13.461,,,,
425,11/01/2025 09:40:00 AM,13.173,,,,
426,11/01/2025 09:50:00 AM,13.269,,,,
427,11/01/2025 10:00:00 AM,14.421,,,,
428,11/01/2025 10:10:00 AM,15.760,,,,
429,11/01/2025 10:20:00 AM,16.332,,,,
430,11/01/2025 10:30:00 AM,16.618,,,,
431,11/01/2025 10:40:00 AM,16.903,,,,
432,11/01/2025 10:50:00 AM,16.903,,,,
433,11/01/2025 11:00:00 AM,17.189,,,,
434,11/01/2025 11:10:00 AM,17.379,,,,
435,11/01/2025 11:20:00 AM,17.665,,,,
436,11/01/2025 11:30:00 AM,17.570,,,,
437,11/01/2025 11:40:00 AM,17.760,,,,
438,11/01/2025 11:50:00 AM,17.665,,,,
439,11/01/2025 12:00:00 PM,17.760,,,,
440,11/01/2025 12:10:00 PM,17.665,,,,
441,11/01/2025 12:20:00 PM,17.760,,,,
442,11/01/2025 12:30:00 PM,17.760,,,,
443,11/01/2025 12:40:00 PM,17.665,,,,
444,11/01/2025 12:50:00 PM,17.570,,,,
445,11/01/2025 01:00:00 PM,17.570,,,,
446,11/01/2025 01:10:00 PM,17.570,,,,
447,11/01/2025 01:20:00 PM,17.475,,,,
448,11/01/2025 01:30:00 PM,17.570,,,,
449,11/01/2025 01:40:00 PM,17.570,,,,
450,11/01/2025 01:50:00 PM,17.665,,,,
451,11/01/2025 02:00:00 PM,17.665,,,,
452,11/01/2025 02:10:00 PM,17.665,,,,
453,11/01/2025 02:20:00 PM,17.665,,,,
454,11/01/2025 02:30:00 PM,17.760,,,,
455,11/01/2025 02:40:00 PM,17.760,,,,
456,11/01/2025 02:50:00 PM,17.665,,,,
457,11/01/2025 03:00:00 PM,17.665,,,,
458,11/01/2025 03:10:00 PM,17.760,,,,
459,11/01/2025 03:20:00 PM,17.665,,,,
460,11/01/2025 03:30:00 PM,17.760,,,,
461,11/01/2025 03:40:00 PM,17.570,,,,
462,11/01/2025 03:50:00 PM,17.665,,,,
463,11/01/2025 04:00:00 PM,17.570,,,,
464,11/01/2025 04:10:00 PM,17.570,,,,
465,11/01/2025 04:20:00 PM,17.189,,,,
466,11/01/2025 04:30:00 PM,16.808,,,,
467,11/01/2025 04:40:00 PM,16.808,,,,
468,11/01/2025 04:50:00 PM,16.618,,,,
469,11/01/2025 05:00:00 PM,16.332,,,,
470,11/01/2025 05:10:00 PM,16.141,,,,
471,11/01/2025 05:20:00 PM,16.141,,,,
472,11/01/2025 05:30:00 PM,16.046,,,,
473,11/01/2025 05:40:00 PM,16.046,,,,
474,11/01/2025 05:50:00 PM,16.046,,,,
475,11/01/2025 06:00:00 PM,15.951,,,,
476,11/01/2025 06:10:00 PM,16.046,,,,
477,11/01/2025 06:20:00 PM,16.046,,,,
478,11/01/2025 06:30:00 PM,15.760,,,,
479,11/01/2025 06:40:00 PM,15.378,,,,
480,11/01/2025 06:50:00 PM,15.282,,,,
481,11/01/2025 07:00:00 PM,15.378,,,,
482,11/01/2025 07:10:00 PM,14.804,,,,
483,11/01/2025 07:20:00 PM,13.846,,,,
484,11/01/2025 07:30:00 PM,13.461,,,,
485,11/01/2025 07:40:00 PM,13.173,,,,
486,11/01/2025 07:50:00 PM,12.980,,,,
487,11/01/2025 08:00:00 PM,12.787,,,,
488,11/01/2025 08:10:00 PM,12.787,,,,
489,11/01/2025 08:20:00 PM,12.690,,,,
490,11/01/2025 08:30:00 PM,12.594,,,,
491,11/01/2025 08:40:00 PM,12.594,,,,
492,11/01/2025 08:50:00 PM,12.401,,,,
493,11/01/2025 09:00:00 PM,12.304,,,,
494,11/01/2025 09:10:00 PM,12.304,,,,
495,11/01/2025 09:20:00 PM,12.304,,,,
496,11/01/2025 09:30:00 PM,12.207,,,,
497,11/01/2025 09:40:00 PM,12.110,,,,
498,11/01/2025 09:50:00 PM,12.110,,,,
499,11/01/2025 10:00:00 PM,12.110,,,,
500,11/01/2025 10:10:00 PM,12.110,,,,
501,11/01/2025 10:20:00 PM,12.207,,,,
502,11/01/2025 10:30:00 PM,12.304,,,,
503,11/01/2025 10:40:00 PM,12.304,,,,
504,11/01/2025 10:50:00 PM,12.304,,,,
505,11/01/2025 11:00:00 PM,12.207,,,,
506,11/01/2025 11:10:00 PM,12.207,,,,
507,11/01/2025 11:20:00 PM,12.207,,,,
508,11/01/2025 11:30:00 PM,12.207,,,,
509,11/01/2025 11:40:00 PM,12.110,,,,
510,11/01/2025 11:50:00 PM,12.110,,,,
511,11/02/2025 12:00:00 AM,12.013,,,,
512,11/02/2025 12:10:00 AM,11.916,,,,
513,11/02/2025 12:20:00 AM,11.819,,,,
514,11/02/2025 12:30:00 AM,11.722,,,,
515,11/02/2025 12:40:00 AM,11.722,,,,
516,11/02/2025 12:50:00 AM,11.625,,,,
517,11/02/2025 01:00:00 AM,11.334,,,,
518,11/02/2025 01:10:00 AM,11.139,,,,
519,11/02/2025 01:20:00 AM,11.041,,,,
520,11/02/2025 01:30:00 AM,10.846,,,,
521,11/02/2025 01:40:00 AM,10.846,,,,
522,11/02/2025 01:50:00 AM,10.748,,,,
523,11/02/2025 02:00:00 AM,10.748,,,,
524,11/02/2025 02:10:00 AM,10.748,,,,
525,11/02/2025 02:20:00 AM,10.748,,,,
526,11/02/2025 02:30:00 AM,10.748,,,,
527,11/02/2025 02:40:00 AM,10.748,,,,
