"Plot Title: 10760709"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760709, SEN S/N: 10760709, LBL: temp)","Good Battery (LGR S/N: 10760709)","Bad Battery (LGR S/N: 10760709)","Coupler Attached (LGR S/N: 10760709)","Host Connected (LGR S/N: 10760709)","Stopped (LGR S/N: 10760709)","End Of File (LGR S/N: 10760709)"
173,10/30/2025 03:40:00 PM,14.230,,,,,,
174,10/30/2025 03:50:00 PM,13.942,,,,,,
175,10/30/2025 04:00:00 PM,13.654,,,,,,
176,10/30/2025 04:10:00 PM,13.269,,,,,,
177,10/30/2025 04:20:00 PM,12.883,,,,,,
178,10/30/2025 04:30:00 PM,12.594,,,,,,
179,10/30/2025 04:40:00 PM,12.207,,,,,,
180,10/30/2025 04:50:00 PM,11.916,,,,,,
181,10/30/2025 05:00:00 PM,11.625,,,,,,
182,10/30/2025 05:10:00 PM,11.431,,,,,,
183,10/30/2025 05:20:00 PM,11.236,,,,,,
184,10/30/2025 05:30:00 PM,11.041,,,,,,
185,10/30/2025 05:40:00 PM,10.846,,,,,,
186,10/30/2025 05:50:00 PM,10.846,,,,,,
187,10/30/2025 06:00:00 PM,10.846,,,,,,
188,10/30/2025 06:10:00 PM,10.748,,,,,,
189,10/30/2025 06:20:00 PM,10.651,,,,,,
190,10/30/2025 06:30:00 PM,10.651,,,,,,
191,10/30/2025 06:40:00 PM,10.651,,,,,,
192,10/30/2025 06:50:00 PM,10.553,,,,,,
193,10/30/2025 07:00:00 PM,10.553,,,,,,
194,10/30/2025 07:10:00 PM,10.455,,,,,,
195,10/30/2025 07:20:00 PM,10.455,,,,,,
196,10/30/2025 07:30:00 PM,10.357,,,,,,
197,10/30/2025 07:40:00 PM,10.357,,,,,,
198,10/30/2025 07:50:00 PM,10.259,,,,,,
199,10/30/2025 08:00:00 PM,10.259,,,,,,
200,10/30/2025 08:10:00 PM,10.357,,,,,,
201,10/30/2025 08:20:00 PM,10.357,,,,,,
202,10/30/2025 08:30:00 PM,10.357,,,,,,
203,10/30/2025 08:40:00 PM,10.259,,,,,,
204,10/30/2025 08:50:00 PM,10.161,,,,,,
205,10/30/2025 09:00:00 PM,10.063,,,,,,
206,10/30/2025 09:10:00 PM,9.866,,,,,,
207,10/30/2025 09:20:00 PM,9.768,,,,,,
208,10/30/2025 09:30:00 PM,9.965,,,,,,
209,10/30/2025 09:40:00 PM,9.866,,,,,,
210,10/30/2025 09:50:00 PM,9.866,,,,,,
211,10/30/2025 10:00:00 PM,9.669,,,,,,
212,10/30/2025 10:10:00 PM,9.768,,,,,,
213,10/30/2025 10:20:00 PM,9.768,,,,,,
214,10/30/2025 10:30:00 PM,9.669,,,,,,
215,10/30/2025 10:40:00 PM,9.571,,,,,,
216,10/30/2025 10:50:00 PM,9.571,,,,,,
217,10/30/2025 11:00:00 PM,9.472,,,,,,
218,10/30/2025 11:10:00 PM,9.373,,,,,,
219,10/30/2025 11:20:00 PM,9.373,,,,,,
220,10/30/2025 11:30:00 PM,9.472,,,,,,
221,10/30/2025 11:40:00 PM,9.669,,,,,,
222,10/30/2025 11:50:00 PM,9.768,,,,,,
223,10/31/2025 12:00:00 AM,9.768,,,,,,
224,10/31/2025 12:10:00 AM,9.866,,,,,,
225,10/31/2025 12:20:00 AM,9.768,,,,,,
226,10/31/2025 12:30:00 AM,9.571,,,,,,
227,10/31/2025 12:40:00 AM,9.571,,,,,,
228,10/31/2025 12:50:00 AM,9.373,,,,,,
229,10/31/2025 01:00:00 AM,9.275,,,,,,
230,10/31/2025 01:10:00 AM,9.176,,,,,,
231,10/31/2025 01:20:00 AM,9.077,,,,,,
232,10/31/2025 01:30:00 AM,8.879,,,,,,
233,10/31/2025 01:40:00 AM,9.275,,,,,,
234,10/31/2025 01:50:00 AM,9.669,,,,,,
235,10/31/2025 02:00:00 AM,8.978,,,,,,
236,10/31/2025 02:10:00 AM,8.680,,,,,,
237,10/31/2025 02:20:00 AM,8.779,,,,,,
238,10/31/2025 02:30:00 AM,8.680,,,,,,
239,10/31/2025 02:40:00 AM,8.680,,,,,,
240,10/31/2025 02:50:00 AM,8.978,,,,,,
241,10/31/2025 03:00:00 AM,8.779,,,,,,
242,10/31/2025 03:10:00 AM,8.581,,,,,,
243,10/31/2025 03:20:00 AM,8.581,,,,,,
244,10/31/2025 03:30:00 AM,8.481,,,,,,
245,10/31/2025 03:40:00 AM,8.481,,,,,,
246,10/31/2025 03:50:00 AM,8.581,,,,,,
247,10/31/2025 04:00:00 AM,8.481,,,,,,
248,10/31/2025 04:10:00 AM,8.680,,,,,,
249,10/31/2025 04:20:00 AM,8.779,,,,,,
250,10/31/2025 04:30:00 AM,8.680,,,,,,
251,10/31/2025 04:40:00 AM,8.680,,,,,,
252,10/31/2025 04:50:00 AM,8.779,,,,,,
253,10/31/2025 05:00:00 AM,8.879,,,,,,
254,10/31/2025 05:10:00 AM,8.680,,,,,,
255,10/31/2025 05:20:00 AM,8.680,,,,,,
256,10/31/2025 05:30:00 AM,8.779,,,,,,
257,10/31/2025 05:40:00 AM,8.680,,,,,,
258,10/31/2025 05:50:00 AM,8.581,,,,,,
259,10/31/2025 06:00:00 AM,8.779,,,,,,
260,10/31/2025 06:10:00 AM,8.879,,,,,,
261,10/31/2025 06:20:00 AM,8.978,,,,,,
262,10/31/2025 06:30:00 AM,8.879,,,,,,
263,10/31/2025 06:40:00 AM,8.779,,,,,,
264,10/31/2025 06:50:00 AM,8.779,,,,,,
265,10/31/2025 07:00:00 AM,8.779,,,,,,
266,10/31/2025 07:10:00 AM,8.879,,,,,,
267,10/31/2025 07:20:00 AM,8.680,,,,,,
268,10/31/2025 07:30:00 AM,8.481,,,,,,
269,10/31/2025 07:40:00 AM,8.082,,,,,,
270,10/31/2025 07:50:00 AM,8.082,,,,,,
271,10/31/2025 08:00:00 AM,8.382,,,,,,
272,10/31/2025 08:10:00 AM,8.779,,,,,,
273,10/31/2025 08:20:00 AM,10.259,,,,,,
274,10/31/2025 08:30:00 AM,9.275,,,,,,
275,10/31/2025 08:40:00 AM,9.176,,,,,,
276,10/31/2025 08:50:00 AM,9.176,,,,,,
277,10/31/2025 09:00:00 AM,9.176,,,,,,
278,10/31/2025 09:10:00 AM,9.077,,,,,,
279,10/31/2025 09:20:00 AM,9.077,,,,,,
280,10/31/2025 09:30:00 AM,9.373,,,,,,
281,10/31/2025 09:40:00 AM,9.571,,,,,,
282,10/31/2025 09:50:00 AM,9.866,,,,,,
283,10/31/2025 10:00:00 AM,10.357,,,,,,
284,10/31/2025 10:10:00 AM,10.553,,,,,,
285,10/31/2025 10:20:00 AM,10.944,,,,,,
286,10/31/2025 10:30:00 AM,11.819,,,,,,
287,10/31/2025 10:40:00 AM,11.334,,,,,,
288,10/31/2025 10:50:00 AM,11.236,,,,,,
289,10/31/2025 11:00:00 AM,11.236,,,,,,
290,10/31/2025 11:10:00 AM,11.625,,,,,,
291,10/31/2025 11:20:00 AM,12.207,,,,,,
292,10/31/2025 11:30:00 AM,12.690,,,,,,
293,10/31/2025 11:40:00 AM,12.497,,,,,,
294,10/31/2025 11:50:00 AM,12.690,,,,,,
295,10/31/2025 12:00:00 PM,13.076,,,,,,
296,10/31/2025 12:10:00 PM,13.173,,,,,,
297,10/31/2025 12:20:00 PM,13.173,,,,,,
298,10/31/2025 12:30:00 PM,13.076,,,,,,
299,10/31/2025 12:40:00 PM,12.980,,,,,,
300,10/31/2025 12:50:00 PM,13.269,,,,,,
301,10/31/2025 01:00:00 PM,13.654,,,,,,
302,10/31/2025 01:10:00 PM,14.038,,,,,,
303,10/31/2025 01:20:00 PM,13.942,,,,,,
304,10/31/2025 01:30:00 PM,14.038,,,,,,
305,10/31/2025 01:40:00 PM,14.230,,,,,,
306,10/31/2025 01:50:00 PM,15.282,,,,,,
307,10/31/2025 02:00:00 PM,14.900,,,,,,
308,10/31/2025 02:10:00 PM,14.709,,,,,,
309,10/31/2025 02:20:00 PM,15.378,,,,,,
310,10/31/2025 02:30:00 PM,15.855,,,,,,
311,10/31/2025 02:40:00 PM,16.237,,,,,,
312,10/31/2025 02:50:00 PM,15.569,,,,,,
313,10/31/2025 03:00:00 PM,15.664,,,,,,
314,10/31/2025 03:10:00 PM,15.378,,,,,,
315,10/31/2025 03:20:00 PM,15.378,,,,,,
316,10/31/2025 03:30:00 PM,15.282,,,,,,
317,10/31/2025 03:40:00 PM,15.187,,,,,,
318,10/31/2025 03:50:00 PM,15.664,,,,,,
319,10/31/2025 04:00:00 PM,15.664,,,,,,
320,10/31/2025 04:10:00 PM,15.760,,,,,,
321,10/31/2025 04:20:00 PM,15.855,,,,,,
322,10/31/2025 04:30:00 PM,15.855,,,,,,
323,10/31/2025 04:40:00 PM,15.855,,,,,,
324,10/31/2025 04:50:00 PM,15.760,,,,,,
325,10/31/2025 05:00:00 PM,15.760,,,,,,
326,10/31/2025 05:10:00 PM,15.855,,,,,,
327,10/31/2025 05:20:00 PM,15.951,,,,,,
328,10/31/2025 05:30:00 PM,15.951,,,,,,
329,10/31/2025 05:40:00 PM,16.046,,,,,,
330,10/31/2025 05:50:00 PM,16.046,,,,,,
331,10/31/2025 06:00:00 PM,16.237,,,,,,
332,10/31/2025 06:10:00 PM,16.237,,,,,,
333,10/31/2025 06:20:00 PM,16.332,,,,,,
334,10/31/2025 06:30:00 PM,16.332,,,,,,
335,10/31/2025 06:40:00 PM,16.427,,,,,,
336,10/31/2025 06:50:00 PM,16.427,,,,,,
337,10/31/2025 07:00:00 PM,16.427,,,,,,
338,10/31/2025 07:10:00 PM,16.332,,,,,,
339,10/31/2025 07:20:00 PM,16.427,,,,,,
340,10/31/2025 07:30:00 PM,16.427,,,,,,
341,10/31/2025 07:40:00 PM,16.427,,,,,,
342,10/31/2025 07:50:00 PM,16.427,,,,,,
343,10/31/2025 08:00:00 PM,16.427,,,,,,
344,10/31/2025 08:10:00 PM,16.523,,,,,,
345,10/31/2025 08:20:00 PM,16.523,,,,,,
346,10/31/2025 08:30:00 PM,16.713,,,,,,
347,10/31/2025 08:40:00 PM,16.808,,,,,,
348,10/31/2025 08:50:00 PM,16.523,,,,,,
349,10/31/2025 09:00:00 PM,16.618,,,,,,
350,10/31/2025 09:10:00 PM,16.713,,,,,,
351,10/31/2025 09:20:00 PM,16.618,,,,,,
352,10/31/2025 09:30:00 PM,16.713,,,,,,
353,10/31/2025 09:40:00 PM,16.141,,,,,,
354,10/31/2025 09:50:00 PM,16.141,,,,,,
355,10/31/2025 10:00:00 PM,16.523,,,,,,
356,10/31/2025 10:10:00 PM,16.523,,,,,,
357,10/31/2025 10:20:00 PM,16.618,,,,,,
358,10/31/2025 10:30:00 PM,16.523,,,,,,
359,10/31/2025 10:40:00 PM,16.523,,,,,,
360,10/31/2025 10:50:00 PM,16.713,,,,,,
361,10/31/2025 11:00:00 PM,16.808,,,,,,
362,10/31/2025 11:10:00 PM,16.903,,,,,,
363,10/31/2025 11:20:00 PM,16.903,,,,,,
364,10/31/2025 11:30:00 PM,16.999,,,,,,
365,10/31/2025 11:40:00 PM,17.094,,,,,,
366,10/31/2025 11:50:00 PM,17.189,,,,,,
367,11/01/2025 12:00:00 AM,17.189,,,,,,
368,11/01/2025 12:10:00 AM,17.284,,,,,,
369,11/01/2025 12:20:00 AM,17.379,,,,,,
370,11/01/2025 12:30:00 AM,17.475,,,,,,
371,11/01/2025 12:40:00 AM,17.665,,,,,,
372,11/01/2025 12:50:00 AM,17.475,,,,,,
373,11/01/2025 01:00:00 AM,17.570,,,,,,
374,11/01/2025 01:10:00 AM,17.665,,,,,,
375,11/01/2025 01:20:00 AM,17.570,,,,,,
376,11/01/2025 01:30:00 AM,17.570,,,,,,
377,11/01/2025 01:40:00 AM,17.379,,,,,,
378,11/01/2025 01:50:00 AM,17.379,,,,,,
379,11/01/2025 02:00:00 AM,17.379,,,,,,
380,11/01/2025 02:10:00 AM,17.475,,,,,,
381,11/01/2025 02:20:00 AM,17.284,,,,,,
382,11/01/2025 02:30:00 AM,17.094,,,,,,
383,11/01/2025 02:40:00 AM,16.713,,,,,,
384,11/01/2025 02:50:00 AM,16.713,,,,,,
385,11/01/2025 03:00:00 AM,16.332,,,,,,
386,11/01/2025 03:10:00 AM,15.187,,,,,,
387,11/01/2025 03:20:00 AM,14.230,,,,,,
388,11/01/2025 03:30:00 AM,13.846,,,,,,
389,11/01/2025 03:40:00 AM,13.654,,,,,,
390,11/01/2025 03:50:00 AM,13.846,,,,,,
391,11/01/2025 04:00:00 AM,15.282,,,,,,
392,11/01/2025 04:10:00 AM,15.951,,,,,,
393,11/01/2025 04:20:00 AM,16.046,,,,,,
394,11/01/2025 04:30:00 AM,15.187,,,,,,
395,11/01/2025 04:40:00 AM,14.709,,,,,,
396,11/01/2025 04:50:00 AM,13.750,,,,,,
397,11/01/2025 05:00:00 AM,13.365,,,,,,
398,11/01/2025 05:10:00 AM,13.365,,,,,,
399,11/01/2025 05:20:00 AM,13.461,,,,,,
400,11/01/2025 05:30:00 AM,13.654,,,,,,
401,11/01/2025 05:40:00 AM,13.750,,,,,,
402,11/01/2025 05:50:00 AM,15.282,,,,,,
403,11/01/2025 06:00:00 AM,16.427,,,,,,
404,11/01/2025 06:10:00 AM,16.713,,,,,,
405,11/01/2025 06:20:00 AM,16.523,,,,,,
406,11/01/2025 06:30:00 AM,14.804,,,,,,
407,11/01/2025 06:40:00 AM,13.654,,,,,,
408,11/01/2025 06:50:00 AM,13.365,,,,,,
409,11/01/2025 07:00:00 AM,13.365,,,,,,
410,11/01/2025 07:10:00 AM,14.517,,,,,,
411,11/01/2025 07:20:00 AM,15.664,,,,,,
412,11/01/2025 07:30:00 AM,16.427,,,,,,
413,11/01/2025 07:40:00 AM,16.332,,,,,,
414,11/01/2025 07:50:00 AM,15.664,,,,,,
415,11/01/2025 08:00:00 AM,15.187,,,,,,
416,11/01/2025 08:10:00 AM,13.461,,,,,,
417,11/01/2025 08:20:00 AM,13.558,,,,,,
418,11/01/2025 08:30:00 AM,13.846,,,,,,
419,11/01/2025 08:40:00 AM,16.427,,,,,,
420,11/01/2025 08:50:00 AM,16.999,,,,,,
421,11/01/2025 09:00:00 AM,16.713,,,,,,
422,11/01/2025 09:10:00 AM,16.523,,,,,,
423,11/01/2025 09:20:00 AM,16.523,,,,,,
424,11/01/2025 09:30:00 AM,17.475,,,,,,
425,11/01/2025 09:40:00 AM,16.999,,,,,,
426,11/01/2025 09:50:00 AM,16.713,,,,,,
427,11/01/2025 10:00:00 AM,17.475,,,,,,
428,11/01/2025 10:10:00 AM,17.570,,,,,,
429,11/01/2025 10:20:00 AM,17.570,,,,,,
430,11/01/2025 10:30:00 AM,17.950,,,,,,
431,11/01/2025 10:40:00 AM,18.331,,,,,,
432,11/01/2025 10:50:00 AM,18.331,,,,,,
433,11/01/2025 11:00:00 AM,18.521,,,,,,
434,11/01/2025 11:10:00 AM,18.521,,,,,,
435,11/01/2025 11:20:00 AM,18.521,,,,,,
436,11/01/2025 11:30:00 AM,18.426,,,,,,
437,11/01/2025 11:40:00 AM,18.616,,,,,,
438,11/01/2025 11:50:00 AM,18.521,,,,,,
439,11/01/2025 12:00:00 PM,18.616,,,,,,
440,11/01/2025 12:10:00 PM,18.616,,,,,,
441,11/01/2025 12:20:00 PM,18.521,,,,,,
442,11/01/2025 12:30:00 PM,18.521,,,,,,
443,11/01/2025 12:40:00 PM,18.331,,,,,,
444,11/01/2025 12:50:00 PM,18.331,,,,,,
445,11/01/2025 01:00:00 PM,18.331,,,,,,
446,11/01/2025 01:10:00 PM,18.331,,,,,,
447,11/01/2025 01:20:00 PM,18.236,,,,,,
448,11/01/2025 01:30:00 PM,18.331,,,,,,
449,11/01/2025 01:40:00 PM,18.331,,,,,,
450,11/01/2025 01:50:00 PM,18.521,,,,,,
451,11/01/2025 02:00:00 PM,18.616,,,,,,
452,11/01/2025 02:10:00 PM,18.426,,,,,,
453,11/01/2025 02:20:00 PM,18.521,,,,,,
454,11/01/2025 02:30:00 PM,18.521,,,,,,
455,11/01/2025 02:40:00 PM,18.521,,,,,,
456,11/01/2025 02:50:00 PM,18.426,,,,,,
457,11/01/2025 03:00:00 PM,18.426,,,,,,
458,11/01/2025 03:10:00 PM,18.426,,,,,,
459,11/01/2025 03:20:00 PM,18.331,,,,,,
460,11/01/2025 03:30:00 PM,18.331,,,,,,
461,11/01/2025 03:40:00 PM,18.331,,,,,,
462,11/01/2025 03:50:00 PM,18.236,,,,,,
463,11/01/2025 04:00:00 PM,18.045,,,,,,
464,11/01/2025 04:10:00 PM,17.950,,,,,,
465,11/01/2025 04:20:00 PM,17.570,,,,,,
466,11/01/2025 04:30:00 PM,17.475,,,,,,
467,11/01/2025 04:40:00 PM,17.189,,,,,,
468,11/01/2025 04:50:00 PM,16.808,,,,,,
469,11/01/2025 05:00:00 PM,16.427,,,,,,
470,11/01/2025 05:10:00 PM,16.332,,,,,,
471,11/01/2025 05:20:00 PM,16.237,,,,,,
472,11/01/2025 05:30:00 PM,16.141,,,,,,
473,11/01/2025 05:40:00 PM,16.141,,,,,,
474,11/01/2025 05:50:00 PM,16.141,,,,,,
475,11/01/2025 06:00:00 PM,15.951,,,,,,
476,11/01/2025 06:10:00 PM,16.141,,,,,,
477,11/01/2025 06:20:00 PM,16.046,,,,,,
478,11/01/2025 06:30:00 PM,15.760,,,,,,
479,11/01/2025 06:40:00 PM,15.473,,,,,,
480,11/01/2025 06:50:00 PM,15.569,,,,,,
481,11/01/2025 07:00:00 PM,15.473,,,,,,
482,11/01/2025 07:10:00 PM,14.421,,,,,,
483,11/01/2025 07:20:00 PM,13.461,,,,,,
484,11/01/2025 07:30:00 PM,12.980,,,,,,
485,11/01/2025 07:40:00 PM,12.787,,,,,,
486,11/01/2025 07:50:00 PM,12.690,,,,,,
