"Plot Title: 10350017"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350017, SEN S/N: 10350017, LBL: temp)","Good Battery (LGR S/N: 10350017)","Coupler Detached (LGR S/N: 10350017)","Bad Battery (LGR S/N: 10350017)","Coupler Attached (LGR S/N: 10350017)","Host Connected (LGR S/N: 10350017)","Stopped (LGR S/N: 10350017)","End Of File (LGR S/N: 10350017)"
122,10/30/2025 06:09:23 AM,9.571,,,,,,,
123,10/30/2025 06:19:23 AM,9.571,,,,,,,
124,10/30/2025 06:29:23 AM,9.472,,,,,,,
125,10/30/2025 06:39:23 AM,9.472,,,,,,,
126,10/30/2025 06:49:23 AM,9.472,,,,,,,
127,10/30/2025 06:59:23 AM,9.373,,,,,,,
128,10/30/2025 07:09:23 AM,9.275,,,,,,,
129,10/30/2025 07:19:23 AM,9.275,,,,,,,
130,10/30/2025 07:29:23 AM,9.077,,,,,,,
131,10/30/2025 07:39:23 AM,9.077,,,,,,,
132,10/30/2025 07:49:23 AM,8.978,,,,,,,
133,10/30/2025 07:59:23 AM,9.176,,,,,,,
134,10/30/2025 08:09:23 AM,9.275,,,,,,,
135,10/30/2025 08:19:23 AM,9.373,,,,,,,
136,10/30/2025 08:29:23 AM,9.472,,,,,,,
137,10/30/2025 08:39:23 AM,9.669,,,,,,,
138,10/30/2025 08:49:23 AM,9.866,,,,,,,
139,10/30/2025 08:59:23 AM,9.965,,,,,,,
140,10/30/2025 09:09:23 AM,10.063,,,,,,,
141,10/30/2025 09:19:23 AM,10.161,,,,,,,
142,10/30/2025 09:29:23 AM,10.455,,,,,,,
143,10/30/2025 09:39:23 AM,10.553,,,,,,,
144,10/30/2025 09:49:23 AM,10.553,,,,,,,
145,10/30/2025 09:59:23 AM,11.139,,,,,,,
146,10/30/2025 10:09:23 AM,11.139,,,,,,,
147,10/30/2025 10:19:23 AM,10.846,,,,,,,
148,10/30/2025 10:29:23 AM,10.651,,,,,,,
149,10/30/2025 10:39:23 AM,10.651,,,,,,,
150,10/30/2025 10:49:23 AM,10.846,,,,,,,
151,10/30/2025 10:59:23 AM,11.041,,,,,,,
152,10/30/2025 11:09:23 AM,11.139,,,,,,,
153,10/30/2025 11:19:23 AM,10.553,,,,,,,
154,10/30/2025 11:29:23 AM,10.944,,,,,,,
155,10/30/2025 11:39:23 AM,11.528,,,,,,,
156,10/30/2025 11:49:23 AM,12.110,,,,,,,
157,10/30/2025 11:59:23 AM,12.401,,,,,,,
158,10/30/2025 12:09:23 PM,12.594,,,,,,,
159,10/30/2025 12:19:23 PM,12.594,,,,,,,
160,10/30/2025 12:29:23 PM,12.304,,,,,,,
161,10/30/2025 12:39:23 PM,12.110,,,,,,,
162,10/30/2025 12:49:23 PM,11.916,,,,,,,
163,10/30/2025 12:59:23 PM,11.819,,,,,,,
164,10/30/2025 01:09:23 PM,11.916,,,,,,,
165,10/30/2025 01:19:23 PM,12.110,,,,,,,
166,10/30/2025 01:29:23 PM,12.110,,,,,,,
167,10/30/2025 01:39:23 PM,11.916,,,,,,,
168,10/30/2025 01:49:23 PM,11.916,,,,,,,
169,10/30/2025 01:59:23 PM,12.207,,,,,,,
170,10/30/2025 02:09:23 PM,12.207,,,,,,,
171,10/30/2025 02:19:23 PM,12.594,,,,,,,
172,10/30/2025 02:29:23 PM,12.497,,,,,,,
173,10/30/2025 02:39:23 PM,12.594,,,,,,,
174,10/30/2025 02:49:23 PM,13.461,,,,,,,
175,10/30/2025 02:59:23 PM,12.980,,,,,,,
176,10/30/2025 03:09:23 PM,12.594,,,,,,,
177,10/30/2025 03:19:23 PM,12.401,,,,,,,
178,10/30/2025 03:29:23 PM,12.401,,,,,,,
179,10/30/2025 03:39:23 PM,12.980,,,,,,,
180,10/30/2025 03:49:23 PM,12.787,,,,,,,
181,10/30/2025 03:59:23 PM,12.304,,,,,,,
182,10/30/2025 04:09:23 PM,11.722,,,,,,,
183,10/30/2025 04:19:23 PM,11.236,,,,,,,
184,10/30/2025 04:29:23 PM,11.041,,,,,,,
185,10/30/2025 04:39:23 PM,10.846,,,,,,,
186,10/30/2025 04:49:23 PM,10.553,,,,,,,
187,10/30/2025 04:59:23 PM,10.259,,,,,,,
188,10/30/2025 05:09:23 PM,10.063,,,,,,,
189,10/30/2025 05:19:23 PM,9.866,,,,,,,
190,10/30/2025 05:29:23 PM,9.669,,,,,,,
191,10/30/2025 05:39:23 PM,9.472,,,,,,,
192,10/30/2025 05:49:23 PM,9.571,,,,,,,
193,10/30/2025 05:59:23 PM,9.472,,,,,,,
194,10/30/2025 06:09:23 PM,9.472,,,,,,,
195,10/30/2025 06:19:23 PM,9.571,,,,,,,
196,10/30/2025 06:29:23 PM,9.472,,,,,,,
197,10/30/2025 06:39:23 PM,9.275,,,,,,,
198,10/30/2025 06:49:23 PM,9.176,,,,,,,
199,10/30/2025 06:59:23 PM,9.077,,,,,,,
200,10/30/2025 07:09:23 PM,9.077,,,,,,,
201,10/30/2025 07:19:23 PM,9.077,,,,,,,
202,10/30/2025 07:29:23 PM,8.978,,,,,,,
203,10/30/2025 07:39:23 PM,8.680,,,,,,,
204,10/30/2025 07:49:23 PM,8.481,,,,,,,
205,10/30/2025 07:59:23 PM,8.481,,,,,,,
206,10/30/2025 08:09:23 PM,8.481,,,,,,,
207,10/30/2025 08:19:23 PM,8.481,,,,,,,
208,10/30/2025 08:29:23 PM,8.581,,,,,,,
209,10/30/2025 08:39:23 PM,8.779,,,,,,,
210,10/30/2025 08:49:23 PM,8.581,,,,,,,
211,10/30/2025 08:59:23 PM,8.282,,,,,,,
212,10/30/2025 09:09:23 PM,8.382,,,,,,,
213,10/30/2025 09:19:23 PM,8.382,,,,,,,
214,10/30/2025 09:29:23 PM,8.879,,,,,,,
215,10/30/2025 09:39:23 PM,8.978,,,,,,,
216,10/30/2025 09:49:23 PM,8.978,,,,,,,
217,10/30/2025 09:59:23 PM,8.978,,,,,,,
218,10/30/2025 10:09:23 PM,8.978,,,,,,,
219,10/30/2025 10:19:23 PM,9.077,,,,,,,
220,10/30/2025 10:29:23 PM,9.077,,,,,,,
221,10/30/2025 10:39:23 PM,8.879,,,,,,,
222,10/30/2025 10:49:23 PM,8.680,,,,,,,
223,10/30/2025 10:59:23 PM,8.481,,,,,,,
224,10/30/2025 11:09:23 PM,8.481,,,,,,,
225,10/30/2025 11:19:23 PM,8.282,,,,,,,
226,10/30/2025 11:29:23 PM,7.983,,,,,,,
227,10/30/2025 11:39:23 PM,8.082,,,,,,,
228,10/30/2025 11:49:23 PM,8.082,,,,,,,
229,10/30/2025 11:59:23 PM,8.082,,,,,,,
230,10/31/2025 12:09:23 AM,8.082,,,,,,,
231,10/31/2025 12:19:23 AM,7.983,,,,,,,
232,10/31/2025 12:29:23 AM,8.082,,,,,,,
233,10/31/2025 12:39:23 AM,7.983,,,,,,,
234,10/31/2025 12:49:23 AM,7.882,,,,,,,
235,10/31/2025 12:59:23 AM,7.882,,,,,,,
236,10/31/2025 01:09:23 AM,7.882,,,,,,,
237,10/31/2025 01:19:23 AM,7.782,,,,,,,
238,10/31/2025 01:29:23 AM,7.682,,,,,,,
239,10/31/2025 01:39:23 AM,8.182,,,,,,,
240,10/31/2025 01:49:23 AM,8.680,,,,,,,
241,10/31/2025 01:59:23 AM,8.680,,,,,,,
242,10/31/2025 02:09:23 AM,8.581,,,,,,,
243,10/31/2025 02:19:23 AM,8.282,,,,,,,
244,10/31/2025 02:29:23 AM,8.082,,,,,,,
245,10/31/2025 02:39:23 AM,8.082,,,,,,,
246,10/31/2025 02:49:23 AM,8.282,,,,,,,
247,10/31/2025 02:59:23 AM,8.382,,,,,,,
248,10/31/2025 03:09:23 AM,8.282,,,,,,,
249,10/31/2025 03:19:23 AM,8.282,,,,,,,
250,10/31/2025 03:29:23 AM,8.282,,,,,,,
251,10/31/2025 03:39:23 AM,8.182,,,,,,,
252,10/31/2025 03:49:23 AM,8.082,,,,,,,
253,10/31/2025 03:59:23 AM,8.082,,,,,,,
254,10/31/2025 04:09:23 AM,8.481,,,,,,,
255,10/31/2025 04:19:23 AM,8.481,,,,,,,
256,10/31/2025 04:29:23 AM,8.182,,,,,,,
257,10/31/2025 04:39:23 AM,8.182,,,,,,,
258,10/31/2025 04:49:23 AM,8.082,,,,,,,
259,10/31/2025 04:59:23 AM,7.983,,,,,,,
260,10/31/2025 05:09:23 AM,7.882,,,,,,,
261,10/31/2025 05:19:23 AM,7.782,,,,,,,
262,10/31/2025 05:29:23 AM,7.682,,,,,,,
263,10/31/2025 05:39:23 AM,7.582,,,,,,,
264,10/31/2025 05:49:23 AM,7.582,,,,,,,
265,10/31/2025 05:59:23 AM,7.682,,,,,,,
266,10/31/2025 06:09:23 AM,7.481,,,,,,,
267,10/31/2025 06:19:23 AM,7.381,,,,,,,
268,10/31/2025 06:29:23 AM,7.280,,,,,,,
269,10/31/2025 06:39:23 AM,7.179,,,,,,,
270,10/31/2025 06:49:23 AM,7.280,,,,,,,
271,10/31/2025 06:59:23 AM,7.481,,,,,,,
272,10/31/2025 07:09:23 AM,7.381,,,,,,,
273,10/31/2025 07:19:23 AM,7.381,,,,,,,
274,10/31/2025 07:29:23 AM,7.481,,,,,,,
275,10/31/2025 07:39:23 AM,7.481,,,,,,,
276,10/31/2025 07:49:23 AM,7.381,,,,,,,
277,10/31/2025 07:59:23 AM,7.481,,,,,,,
278,10/31/2025 08:09:23 AM,7.582,,,,,,,
279,10/31/2025 08:19:23 AM,7.682,,,,,,,
280,10/31/2025 08:29:23 AM,8.680,,,,,,,
281,10/31/2025 08:39:23 AM,8.581,,,,,,,
282,10/31/2025 08:49:23 AM,8.779,,,,,,,
283,10/31/2025 08:59:23 AM,8.680,,,,,,,
284,10/31/2025 09:09:23 AM,8.282,,,,,,,
285,10/31/2025 09:19:23 AM,8.182,,,,,,,
286,10/31/2025 09:29:23 AM,8.481,,,,,,,
287,10/31/2025 09:39:23 AM,9.077,,,,,,,
288,10/31/2025 09:49:23 AM,9.472,,,,,,,
289,10/31/2025 09:59:23 AM,10.455,,,,,,,
290,10/31/2025 10:09:23 AM,10.651,,,,,,,
291,10/31/2025 10:19:23 AM,10.455,,,,,,,
292,10/31/2025 10:29:23 AM,11.334,,,,,,,
293,10/31/2025 10:39:23 AM,11.625,,,,,,,
294,10/31/2025 10:49:23 AM,10.944,,,,,,,
295,10/31/2025 10:59:23 AM,10.651,,,,,,,
296,10/31/2025 11:09:23 AM,10.944,,,,,,,
297,10/31/2025 11:19:23 AM,11.236,,,,,,,
298,10/31/2025 11:29:23 AM,11.625,,,,,,,
299,10/31/2025 11:39:23 AM,11.722,,,,,,,
300,10/31/2025 11:49:23 AM,12.594,,,,,,,
301,10/31/2025 11:59:23 AM,12.883,,,,,,,
302,10/31/2025 12:09:23 PM,12.980,,,,,,,
303,10/31/2025 12:19:23 PM,13.076,,,,,,,
304,10/31/2025 12:29:23 PM,12.980,,,,,,,
305,10/31/2025 12:39:23 PM,12.787,,,,,,,
306,10/31/2025 12:49:23 PM,12.883,,,,,,,
307,10/31/2025 12:59:23 PM,13.076,,,,,,,
308,10/31/2025 01:09:23 PM,13.750,,,,,,,
309,10/31/2025 01:19:23 PM,14.038,,,,,,,
310,10/31/2025 01:29:23 PM,13.846,,,,,,,
311,10/31/2025 01:39:23 PM,13.750,,,,,,,
312,10/31/2025 01:49:23 PM,14.134,,,,,,,
313,10/31/2025 01:59:23 PM,14.230,,,,,,,
314,10/31/2025 02:09:23 PM,14.134,,,,,,,
315,10/31/2025 02:19:23 PM,14.421,,,,,,,
316,10/31/2025 02:29:23 PM,14.996,,,,,,,
317,10/31/2025 02:39:23 PM,15.282,,,,,,,
318,10/31/2025 02:49:23 PM,14.996,,,,,,,
319,10/31/2025 02:59:23 PM,14.709,,,,,,,
320,10/31/2025 03:09:23 PM,14.709,,,,,,,
321,10/31/2025 03:19:23 PM,14.421,,,,,,,
322,10/31/2025 03:29:23 PM,14.325,,,,,,,
323,10/31/2025 03:39:23 PM,14.134,,,,,,,
324,10/31/2025 03:49:23 PM,14.325,,,,,,,
325,10/31/2025 03:59:23 PM,14.421,,,,,,,
326,10/31/2025 04:09:23 PM,14.517,,,,,,,
327,10/31/2025 04:19:23 PM,14.421,,,,,,,
328,10/31/2025 04:29:23 PM,14.421,,,,,,,
329,10/31/2025 04:39:23 PM,14.325,,,,,,,
330,10/31/2025 04:49:23 PM,14.230,,,,,,,
331,10/31/2025 04:59:23 PM,14.325,,,,,,,
332,10/31/2025 05:09:23 PM,14.421,,,,,,,
333,10/31/2025 05:19:23 PM,14.230,,,,,,,
334,10/31/2025 05:29:23 PM,14.230,,,,,,,
335,10/31/2025 05:39:23 PM,14.325,,,,,,,
336,10/31/2025 05:49:23 PM,14.421,,,,,,,
337,10/31/2025 05:59:23 PM,14.421,,,,,,,
338,10/31/2025 06:09:23 PM,14.613,,,,,,,
339,10/31/2025 06:19:23 PM,14.709,,,,,,,
340,10/31/2025 06:29:23 PM,14.613,,,,,,,
341,10/31/2025 06:39:23 PM,14.709,,,,,,,
342,10/31/2025 06:49:23 PM,14.613,,,,,,,
343,10/31/2025 06:59:23 PM,14.804,,,,,,,
344,10/31/2025 07:09:23 PM,14.709,,,,,,,
345,10/31/2025 07:19:23 PM,14.804,,,,,,,
346,10/31/2025 07:29:23 PM,14.804,,,,,,,
347,10/31/2025 07:39:23 PM,14.900,,,,,,,
348,10/31/2025 07:49:23 PM,14.804,,,,,,,
349,10/31/2025 07:59:23 PM,14.804,,,,,,,
350,10/31/2025 08:09:23 PM,14.709,,,,,,,
351,10/31/2025 08:19:23 PM,14.709,,,,,,,
352,10/31/2025 08:29:23 PM,14.709,,,,,,,
353,10/31/2025 08:39:23 PM,14.900,,,,,,,
354,10/31/2025 08:49:23 PM,14.613,,,,,,,
355,10/31/2025 08:59:23 PM,14.517,,,,,,,
356,10/31/2025 09:09:23 PM,14.709,,,,,,,
357,10/31/2025 09:19:23 PM,14.804,,,,,,,
358,10/31/2025 09:29:23 PM,14.804,,,,,,,
359,10/31/2025 09:39:23 PM,14.804,,,,,,,
360,10/31/2025 09:49:23 PM,14.804,,,,,,,
361,10/31/2025 09:59:23 PM,14.804,,,,,,,
362,10/31/2025 10:09:23 PM,14.900,,,,,,,
363,10/31/2025 10:19:23 PM,14.804,,,,,,,
364,10/31/2025 10:29:23 PM,14.709,,,,,,,
365,10/31/2025 10:39:23 PM,14.996,,,,,,,
366,10/31/2025 10:49:23 PM,14.996,,,,,,,
367,10/31/2025 10:59:23 PM,15.091,,,,,,,
368,10/31/2025 11:09:23 PM,15.091,,,,,,,
369,10/31/2025 11:19:23 PM,15.091,,,,,,,
370,10/31/2025 11:29:23 PM,15.091,,,,,,,
371,10/31/2025 11:39:23 PM,15.187,,,,,,,
372,10/31/2025 11:49:23 PM,15.091,,,,,,,
373,10/31/2025 11:59:23 PM,15.282,,,,,,,
374,11/01/2025 12:09:23 AM,15.378,,,,,,,
375,11/01/2025 12:19:23 AM,15.473,,,,,,,
376,11/01/2025 12:29:23 AM,15.473,,,,,,,
377,11/01/2025 12:39:23 AM,15.664,,,,,,,
378,11/01/2025 12:49:23 AM,15.473,,,,,,,
379,11/01/2025 12:59:23 AM,15.569,,,,,,,
380,11/01/2025 01:09:23 AM,15.664,,,,,,,
381,11/01/2025 01:19:23 AM,15.760,,,,,,,
382,11/01/2025 01:29:23 AM,15.664,,,,,,,
383,11/01/2025 01:39:23 AM,15.664,,,,,,,
384,11/01/2025 01:49:23 AM,15.664,,,,,,,
385,11/01/2025 01:59:23 AM,15.664,,,,,,,
386,11/01/2025 02:09:23 AM,15.664,,,,,,,
387,11/01/2025 02:19:23 AM,15.664,,,,,,,
388,11/01/2025 02:29:23 AM,15.473,,,,,,,
389,11/01/2025 02:39:23 AM,15.473,,,,,,,
390,11/01/2025 02:49:23 AM,15.187,,,,,,,
391,11/01/2025 02:59:23 AM,15.187,,,,,,,
392,11/01/2025 03:09:23 AM,14.804,,,,,,,
393,11/01/2025 03:19:23 AM,14.517,,,,,,,
394,11/01/2025 03:29:23 AM,14.038,,,,,,,
395,11/01/2025 03:39:23 AM,13.076,,,,,,,
396,11/01/2025 03:49:23 AM,12.883,,,,,,,
397,11/01/2025 03:59:23 AM,13.076,,,,,,,
398,11/01/2025 04:09:23 AM,14.900,,,,,,,
399,11/01/2025 04:19:23 AM,15.760,,,,,,,
400,11/01/2025 04:29:23 AM,14.996,,,,,,,
401,11/01/2025 04:39:23 AM,15.473,,,,,,,
402,11/01/2025 04:49:23 AM,14.996,,,,,,,
403,11/01/2025 04:59:23 AM,13.750,,,,,,,
404,11/01/2025 05:09:23 AM,13.076,,,,,,,
405,11/01/2025 05:19:23 AM,12.787,,,,,,,
406,11/01/2025 05:29:23 AM,13.269,,,,,,,
407,11/01/2025 05:39:23 AM,14.325,,,,,,,
408,11/01/2025 05:49:23 AM,15.569,,,,,,,
409,11/01/2025 05:59:23 AM,15.951,,,,,,,
410,11/01/2025 06:09:23 AM,16.046,,,,,,,
411,11/01/2025 06:19:23 AM,15.855,,,,,,,
412,11/01/2025 06:29:23 AM,15.760,,,,,,,
413,11/01/2025 06:39:23 AM,13.750,,,,,,,
414,11/01/2025 06:49:23 AM,12.883,,,,,,,
415,11/01/2025 06:59:23 AM,12.401,,,,,,,
416,11/01/2025 07:09:23 AM,12.304,,,,,,,
417,11/01/2025 07:19:23 AM,14.325,,,,,,,
418,11/01/2025 07:29:23 AM,15.282,,,,,,,
419,11/01/2025 07:39:23 AM,15.760,,,,,,,
420,11/01/2025 07:49:23 AM,16.237,,,,,,,
421,11/01/2025 07:59:23 AM,16.332,,,,,,,
422,11/01/2025 08:09:23 AM,14.613,,,,,,,
423,11/01/2025 08:19:23 AM,13.750,,,,,,,
424,11/01/2025 08:29:23 AM,13.558,,,,,,,
425,11/01/2025 08:39:23 AM,14.421,,,,,,,
426,11/01/2025 08:49:23 AM,15.855,,,,,,,
427,11/01/2025 08:59:23 AM,16.427,,,,,,,
428,11/01/2025 09:09:23 AM,16.523,,,,,,,
429,11/01/2025 09:19:23 AM,16.618,,,,,,,
430,11/01/2025 09:29:23 AM,16.808,,,,,,,
431,11/01/2025 09:39:23 AM,16.618,,,,,,,
432,11/01/2025 09:49:23 AM,16.141,,,,,,,
433,11/01/2025 09:59:23 AM,16.332,,,,,,,
434,11/01/2025 10:09:23 AM,16.523,,,,,,,
435,11/01/2025 10:19:23 AM,16.713,,,,,,,
436,11/01/2025 10:29:23 AM,16.713,,,,,,,
437,11/01/2025 10:39:23 AM,17.094,,,,,,,
438,11/01/2025 10:49:23 AM,17.284,,,,,,,
439,11/01/2025 10:59:23 AM,17.665,,,,,,,
440,11/01/2025 11:09:23 AM,17.950,,,,,,,
441,11/01/2025 11:19:23 AM,17.950,,,,,,,
442,11/01/2025 11:29:23 AM,17.950,,,,,,,
443,11/01/2025 11:39:23 AM,18.045,,,,,,,
444,11/01/2025 11:49:23 AM,18.045,,,,,,,
445,11/01/2025 11:59:23 AM,17.950,,,,,,,
446,11/01/2025 12:09:23 PM,17.950,,,,,,,
447,11/01/2025 12:19:23 PM,17.855,,,,,,,
448,11/01/2025 12:29:23 PM,17.665,,,,,,,
449,11/01/2025 12:39:23 PM,17.665,,,,,,,
450,11/01/2025 12:49:23 PM,17.570,,,,,,,
451,11/01/2025 12:59:23 PM,17.665,,,,,,,
452,11/01/2025 01:09:23 PM,17.570,,,,,,,
453,11/01/2025 01:19:23 PM,17.570,,,,,,,
454,11/01/2025 01:29:23 PM,17.570,,,,,,,
455,11/01/2025 01:39:23 PM,17.475,,,,,,,
456,11/01/2025 01:49:23 PM,17.665,,,,,,,
457,11/01/2025 01:59:23 PM,17.760,,,,,,,
458,11/01/2025 02:09:23 PM,17.475,,,,,,,
459,11/01/2025 02:19:23 PM,17.570,,,,,,,
460,11/01/2025 02:29:23 PM,17.379,,,,,,,
461,11/01/2025 02:39:23 PM,17.570,,,,,,,
462,11/01/2025 02:49:23 PM,17.475,,,,,,,
463,11/01/2025 02:59:23 PM,17.284,,,,,,,
464,11/01/2025 03:09:23 PM,17.379,,,,,,,
465,11/01/2025 03:19:23 PM,17.475,,,,,,,
466,11/01/2025 03:29:23 PM,17.379,,,,,,,
467,11/01/2025 03:39:23 PM,17.379,,,,,,,
468,11/01/2025 03:49:23 PM,17.379,,,,,,,
