"Plot Title: 10760811"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760811, SEN S/N: 10760811, LBL: Temp °C)","Bad Battery (LGR S/N: 10760811)","Coupler Attached (LGR S/N: 10760811)","Host Connected (LGR S/N: 10760811)","Stopped (LGR S/N: 10760811)","End Of File (LGR S/N: 10760811)"
90,10/30/2025 12:50:00 AM,12.304,,,,,
91,10/30/2025 01:00:00 AM,12.207,,,,,
92,10/30/2025 01:10:00 AM,12.401,,,,,
93,10/30/2025 01:20:00 AM,12.497,,,,,
94,10/30/2025 01:30:00 AM,12.497,,,,,
95,10/30/2025 01:40:00 AM,12.690,,,,,
96,10/30/2025 01:50:00 AM,12.980,,,,,
97,10/30/2025 02:00:00 AM,12.980,,,,,
98,10/30/2025 02:10:00 AM,13.269,,,,,
99,10/30/2025 02:20:00 AM,13.365,,,,,
100,10/30/2025 02:30:00 AM,13.365,,,,,
101,10/30/2025 02:40:00 AM,13.558,,,,,
102,10/30/2025 02:50:00 AM,13.654,,,,,
103,10/30/2025 03:00:00 AM,13.558,,,,,
104,10/30/2025 03:10:00 AM,13.654,,,,,
105,10/30/2025 03:20:00 AM,13.173,,,,,
106,10/30/2025 03:30:00 AM,13.076,,,,,
107,10/30/2025 03:40:00 AM,13.076,,,,,
108,10/30/2025 03:50:00 AM,13.076,,,,,
109,10/30/2025 04:00:00 AM,13.076,,,,,
110,10/30/2025 04:10:00 AM,13.173,,,,,
111,10/30/2025 04:20:00 AM,13.173,,,,,
112,10/30/2025 04:30:00 AM,12.883,,,,,
113,10/30/2025 04:40:00 AM,12.690,,,,,
114,10/30/2025 04:50:00 AM,12.497,,,,,
115,10/30/2025 05:00:00 AM,12.304,,,,,
116,10/30/2025 05:10:00 AM,12.207,,,,,
117,10/30/2025 05:20:00 AM,11.916,,,,,
118,10/30/2025 05:30:00 AM,11.528,,,,,
119,10/30/2025 05:40:00 AM,11.334,,,,,
120,10/30/2025 05:50:00 AM,11.139,,,,,
121,10/30/2025 06:00:00 AM,11.041,,,,,
122,10/30/2025 06:10:00 AM,10.944,,,,,
123,10/30/2025 06:20:00 AM,11.236,,,,,
124,10/30/2025 06:30:00 AM,11.528,,,,,
125,10/30/2025 06:40:00 AM,11.625,,,,,
126,10/30/2025 06:50:00 AM,11.625,,,,,
127,10/30/2025 07:00:00 AM,11.625,,,,,
128,10/30/2025 07:10:00 AM,11.139,,,,,
129,10/30/2025 07:20:00 AM,11.041,,,,,
130,10/30/2025 07:30:00 AM,11.041,,,,,
131,10/30/2025 07:40:00 AM,11.139,,,,,
132,10/30/2025 07:50:00 AM,11.041,,,,,
133,10/30/2025 08:00:00 AM,11.236,,,,,
134,10/30/2025 08:10:00 AM,11.528,,,,,
135,10/30/2025 08:20:00 AM,11.528,,,,,
136,10/30/2025 08:30:00 AM,11.528,,,,,
137,10/30/2025 08:40:00 AM,11.625,,,,,
138,10/30/2025 08:50:00 AM,11.819,,,,,
139,10/30/2025 09:00:00 AM,12.013,,,,,
140,10/30/2025 09:10:00 AM,12.401,,,,,
141,10/30/2025 09:20:00 AM,12.690,,,,,
142,10/30/2025 09:30:00 AM,12.883,,,,,
143,10/30/2025 09:40:00 AM,14.038,,,,,
144,10/30/2025 09:50:00 AM,15.664,,,,,
145,10/30/2025 10:00:00 AM,16.332,,,,,
146,10/30/2025 10:10:00 AM,15.282,,,,,
147,10/30/2025 10:20:00 AM,14.230,,,,,
148,10/30/2025 10:30:00 AM,13.750,,,,,
149,10/30/2025 10:40:00 AM,13.846,,,,,
150,10/30/2025 10:50:00 AM,13.846,,,,,
151,10/30/2025 11:00:00 AM,14.709,,,,,
152,10/30/2025 11:10:00 AM,14.325,,,,,
153,10/30/2025 11:20:00 AM,14.325,,,,,
154,10/30/2025 11:30:00 AM,14.900,,,,,
155,10/30/2025 11:40:00 AM,15.091,,,,,
156,10/30/2025 11:50:00 AM,15.187,,,,,
157,10/30/2025 12:00:00 PM,15.473,,,,,
158,10/30/2025 12:10:00 PM,15.282,,,,,
159,10/30/2025 12:20:00 PM,15.760,,,,,
160,10/30/2025 12:30:00 PM,15.187,,,,,
161,10/30/2025 12:40:00 PM,17.570,,,,,
162,10/30/2025 12:50:00 PM,16.903,,,,,
163,10/30/2025 01:00:00 PM,16.808,,,,,
164,10/30/2025 01:10:00 PM,16.427,,,,,
165,10/30/2025 01:20:00 PM,16.237,,,,,
166,10/30/2025 01:30:00 PM,15.951,,,,,
167,10/30/2025 01:40:00 PM,15.760,,,,,
168,10/30/2025 01:50:00 PM,15.951,,,,,
169,10/30/2025 02:00:00 PM,15.760,,,,,
170,10/30/2025 02:10:00 PM,15.664,,,,,
171,10/30/2025 02:20:00 PM,15.473,,,,,
172,10/30/2025 02:30:00 PM,15.473,,,,,
173,10/30/2025 02:40:00 PM,15.569,,,,,
174,10/30/2025 02:50:00 PM,15.378,,,,,
175,10/30/2025 03:00:00 PM,14.996,,,,,
176,10/30/2025 03:10:00 PM,14.900,,,,,
177,10/30/2025 03:20:00 PM,14.996,,,,,
178,10/30/2025 03:30:00 PM,14.709,,,,,
179,10/30/2025 03:40:00 PM,14.613,,,,,
180,10/30/2025 03:50:00 PM,14.421,,,,,
181,10/30/2025 04:00:00 PM,14.325,,,,,
182,10/30/2025 04:10:00 PM,14.134,,,,,
183,10/30/2025 04:20:00 PM,13.750,,,,,
184,10/30/2025 04:30:00 PM,13.269,,,,,
185,10/30/2025 04:40:00 PM,12.980,,,,,
186,10/30/2025 04:50:00 PM,12.690,,,,,
187,10/30/2025 05:00:00 PM,12.497,,,,,
188,10/30/2025 05:10:00 PM,12.401,,,,,
189,10/30/2025 05:20:00 PM,12.304,,,,,
190,10/30/2025 05:30:00 PM,12.207,,,,,
191,10/30/2025 05:40:00 PM,12.013,,,,,
192,10/30/2025 05:50:00 PM,11.528,,,,,
193,10/30/2025 06:00:00 PM,10.748,,,,,
194,10/30/2025 06:10:00 PM,10.259,,,,,
195,10/30/2025 06:20:00 PM,9.965,,,,,
196,10/30/2025 06:30:00 PM,9.669,,,,,
197,10/30/2025 06:40:00 PM,9.669,,,,,
198,10/30/2025 06:50:00 PM,9.571,,,,,
199,10/30/2025 07:00:00 PM,9.275,,,,,
200,10/30/2025 07:10:00 PM,9.176,,,,,
201,10/30/2025 07:20:00 PM,9.176,,,,,
202,10/30/2025 07:30:00 PM,9.077,,,,,
203,10/30/2025 07:40:00 PM,8.978,,,,,
204,10/30/2025 07:50:00 PM,8.879,,,,,
205,10/30/2025 08:00:00 PM,8.779,,,,,
206,10/30/2025 08:10:00 PM,8.978,,,,,
207,10/30/2025 08:20:00 PM,8.978,,,,,
208,10/30/2025 08:30:00 PM,8.978,,,,,
209,10/30/2025 08:40:00 PM,8.779,,,,,
210,10/30/2025 08:50:00 PM,8.382,,,,,
211,10/30/2025 09:00:00 PM,8.182,,,,,
212,10/30/2025 09:10:00 PM,7.983,,,,,
213,10/30/2025 09:20:00 PM,7.882,,,,,
214,10/30/2025 09:30:00 PM,7.782,,,,,
215,10/30/2025 09:40:00 PM,7.682,,,,,
216,10/30/2025 09:50:00 PM,7.582,,,,,
217,10/30/2025 10:00:00 PM,7.381,,,,,
218,10/30/2025 10:10:00 PM,7.179,,,,,
219,10/30/2025 10:20:00 PM,7.079,,,,,
220,10/30/2025 10:30:00 PM,7.179,,,,,
221,10/30/2025 10:40:00 PM,7.079,,,,,
222,10/30/2025 10:50:00 PM,7.079,,,,,
223,10/30/2025 11:00:00 PM,7.079,,,,,
224,10/30/2025 11:10:00 PM,6.978,,,,,
225,10/30/2025 11:20:00 PM,7.079,,,,,
226,10/30/2025 11:30:00 PM,6.978,,,,,
227,10/30/2025 11:40:00 PM,6.978,,,,,
228,10/30/2025 11:50:00 PM,7.079,,,,,
229,10/31/2025 12:00:00 AM,6.877,,,,,
230,10/31/2025 12:10:00 AM,6.877,,,,,
231,10/31/2025 12:20:00 AM,6.775,,,,,
232,10/31/2025 12:30:00 AM,6.775,,,,,
233,10/31/2025 12:40:00 AM,6.674,,,,,
234,10/31/2025 12:50:00 AM,6.573,,,,,
235,10/31/2025 01:00:00 AM,6.471,,,,,
236,10/31/2025 01:10:00 AM,6.370,,,,,
237,10/31/2025 01:20:00 AM,6.166,,,,,
238,10/31/2025 01:30:00 AM,6.166,,,,,
239,10/31/2025 01:40:00 AM,6.166,,,,,
240,10/31/2025 01:50:00 AM,6.064,,,,,
241,10/31/2025 02:00:00 AM,5.860,,,,,
242,10/31/2025 02:10:00 AM,5.860,,,,,
243,10/31/2025 02:20:00 AM,5.757,,,,,
244,10/31/2025 02:30:00 AM,5.860,,,,,
245,10/31/2025 02:40:00 AM,6.064,,,,,
246,10/31/2025 02:50:00 AM,6.064,,,,,
247,10/31/2025 03:00:00 AM,5.450,,,,,
248,10/31/2025 03:10:00 AM,5.655,,,,,
249,10/31/2025 03:20:00 AM,5.860,,,,,
250,10/31/2025 03:30:00 AM,5.860,,,,,
251,10/31/2025 03:40:00 AM,5.860,,,,,
252,10/31/2025 03:50:00 AM,5.757,,,,,
253,10/31/2025 04:00:00 AM,6.064,,,,,
254,10/31/2025 04:10:00 AM,5.962,,,,,
255,10/31/2025 04:20:00 AM,5.757,,,,,
256,10/31/2025 04:30:00 AM,5.962,,,,,
257,10/31/2025 04:40:00 AM,5.962,,,,,
258,10/31/2025 04:50:00 AM,5.655,,,,,
259,10/31/2025 05:00:00 AM,5.347,,,,,
260,10/31/2025 05:10:00 AM,5.450,,,,,
261,10/31/2025 05:20:00 AM,5.347,,,,,
262,10/31/2025 05:30:00 AM,5.244,,,,,
263,10/31/2025 05:40:00 AM,5.552,,,,,
264,10/31/2025 05:50:00 AM,5.347,,,,,
265,10/31/2025 06:00:00 AM,5.347,,,,,
266,10/31/2025 06:10:00 AM,5.244,,,,,
267,10/31/2025 06:20:00 AM,5.037,,,,,
268,10/31/2025 06:30:00 AM,4.934,,,,,
269,10/31/2025 06:40:00 AM,4.831,,,,,
270,10/31/2025 06:50:00 AM,4.727,,,,,
271,10/31/2025 07:00:00 AM,4.934,,,,,
272,10/31/2025 07:10:00 AM,5.347,,,,,
273,10/31/2025 07:20:00 AM,5.757,,,,,
274,10/31/2025 07:30:00 AM,5.552,,,,,
275,10/31/2025 07:40:00 AM,5.655,,,,,
276,10/31/2025 07:50:00 AM,5.962,,,,,
277,10/31/2025 08:00:00 AM,6.674,,,,,
278,10/31/2025 08:10:00 AM,7.179,,,,,
279,10/31/2025 08:20:00 AM,7.582,,,,,
280,10/31/2025 08:30:00 AM,8.282,,,,,
281,10/31/2025 08:40:00 AM,9.472,,,,,
282,10/31/2025 08:50:00 AM,10.357,,,,,
283,10/31/2025 09:00:00 AM,10.357,,,,,
284,10/31/2025 09:10:00 AM,9.965,,,,,
285,10/31/2025 09:20:00 AM,10.357,,,,,
286,10/31/2025 09:30:00 AM,11.236,,,,,
287,10/31/2025 09:40:00 AM,11.722,,,,,
288,10/31/2025 09:50:00 AM,11.722,,,,,
289,10/31/2025 10:00:00 AM,12.207,,,,,
290,10/31/2025 10:10:00 AM,12.207,,,,,
291,10/31/2025 10:20:00 AM,12.883,,,,,
292,10/31/2025 10:30:00 AM,13.365,,,,,
293,10/31/2025 10:40:00 AM,13.076,,,,,
294,10/31/2025 10:50:00 AM,12.980,,,,,
295,10/31/2025 11:00:00 AM,12.980,,,,,
296,10/31/2025 11:10:00 AM,13.558,,,,,
297,10/31/2025 11:20:00 AM,14.230,,,,,
298,10/31/2025 11:30:00 AM,14.421,,,,,
299,10/31/2025 11:40:00 AM,14.325,,,,,
300,10/31/2025 11:50:00 AM,14.421,,,,,
301,10/31/2025 12:00:00 PM,14.517,,,,,
302,10/31/2025 12:10:00 PM,14.134,,,,,
303,10/31/2025 12:20:00 PM,14.134,,,,,
304,10/31/2025 12:30:00 PM,13.942,,,,,
305,10/31/2025 12:40:00 PM,14.134,,,,,
306,10/31/2025 12:50:00 PM,14.325,,,,,
307,10/31/2025 01:00:00 PM,14.613,,,,,
308,10/31/2025 01:10:00 PM,14.804,,,,,
309,10/31/2025 01:20:00 PM,15.091,,,,,
310,10/31/2025 01:30:00 PM,15.187,,,,,
311,10/31/2025 01:40:00 PM,15.091,,,,,
312,10/31/2025 01:50:00 PM,15.473,,,,,
313,10/31/2025 02:00:00 PM,15.760,,,,,
314,10/31/2025 02:10:00 PM,15.378,,,,,
315,10/31/2025 02:20:00 PM,15.282,,,,,
316,10/31/2025 02:30:00 PM,15.569,,,,,
317,10/31/2025 02:40:00 PM,15.760,,,,,
318,10/31/2025 02:50:00 PM,15.855,,,,,
319,10/31/2025 03:00:00 PM,15.760,,,,,
320,10/31/2025 03:10:00 PM,15.664,,,,,
321,10/31/2025 03:20:00 PM,15.664,,,,,
322,10/31/2025 03:30:00 PM,15.664,,,,,
323,10/31/2025 03:40:00 PM,15.569,,,,,
324,10/31/2025 03:50:00 PM,15.282,,,,,
325,10/31/2025 04:00:00 PM,14.900,,,,,
326,10/31/2025 04:10:00 PM,14.709,,,,,
327,10/31/2025 04:20:00 PM,14.613,,,,,
328,10/31/2025 04:30:00 PM,14.230,,,,,
329,10/31/2025 04:40:00 PM,13.846,,,,,
330,10/31/2025 04:50:00 PM,13.750,,,,,
331,10/31/2025 05:00:00 PM,13.654,,,,,
332,10/31/2025 05:10:00 PM,13.558,,,,,
333,10/31/2025 05:20:00 PM,12.980,,,,,
334,10/31/2025 05:30:00 PM,12.690,,,,,
335,10/31/2025 05:40:00 PM,12.594,,,,,
336,10/31/2025 05:50:00 PM,12.497,,,,,
337,10/31/2025 06:00:00 PM,12.787,,,,,
338,10/31/2025 06:10:00 PM,12.401,,,,,
339,10/31/2025 06:20:00 PM,12.401,,,,,
340,10/31/2025 06:30:00 PM,12.594,,,,,
341,10/31/2025 06:40:00 PM,12.594,,,,,
342,10/31/2025 06:50:00 PM,12.401,,,,,
343,10/31/2025 07:00:00 PM,12.497,,,,,
344,10/31/2025 07:10:00 PM,12.497,,,,,
345,10/31/2025 07:20:00 PM,13.461,,,,,
346,10/31/2025 07:30:00 PM,14.804,,,,,
347,10/31/2025 07:40:00 PM,15.187,,,,,
348,10/31/2025 07:50:00 PM,15.569,,,,,
349,10/31/2025 08:00:00 PM,14.613,,,,,
350,10/31/2025 08:10:00 PM,14.996,,,,,
351,10/31/2025 08:20:00 PM,14.709,,,,,
352,10/31/2025 08:30:00 PM,15.187,,,,,
353,10/31/2025 08:40:00 PM,13.846,,,,,
354,10/31/2025 08:50:00 PM,14.038,,,,,
355,10/31/2025 09:00:00 PM,14.230,,,,,
356,10/31/2025 09:10:00 PM,13.461,,,,,
357,10/31/2025 09:20:00 PM,12.401,,,,,
358,10/31/2025 09:30:00 PM,12.207,,,,,
359,10/31/2025 09:40:00 PM,12.110,,,,,
360,10/31/2025 09:50:00 PM,12.207,,,,,
361,10/31/2025 10:00:00 PM,12.594,,,,,
362,10/31/2025 10:10:00 PM,12.690,,,,,
363,10/31/2025 10:20:00 PM,12.787,,,,,
364,10/31/2025 10:30:00 PM,12.980,,,,,
365,10/31/2025 10:40:00 PM,12.401,,,,,
366,10/31/2025 10:50:00 PM,12.304,,,,,
367,10/31/2025 11:00:00 PM,12.207,,,,,
368,10/31/2025 11:10:00 PM,12.401,,,,,
369,10/31/2025 11:20:00 PM,11.916,,,,,
370,10/31/2025 11:30:00 PM,11.819,,,,,
371,10/31/2025 11:40:00 PM,11.819,,,,,
372,10/31/2025 11:50:00 PM,11.819,,,,,
373,11/01/2025 12:00:00 AM,13.269,,,,,
374,11/01/2025 12:10:00 AM,16.141,,,,,
375,11/01/2025 12:20:00 AM,17.189,,,,,
376,11/01/2025 12:30:00 AM,17.570,,,,,
377,11/01/2025 12:40:00 AM,17.665,,,,,
378,11/01/2025 12:50:00 AM,17.665,,,,,
379,11/01/2025 01:00:00 AM,17.760,,,,,
380,11/01/2025 01:10:00 AM,17.855,,,,,
381,11/01/2025 01:20:00 AM,17.189,,,,,
382,11/01/2025 01:30:00 AM,14.613,,,,,
383,11/01/2025 01:40:00 AM,13.558,,,,,
384,11/01/2025 01:50:00 AM,13.173,,,,,
385,11/01/2025 02:00:00 AM,12.980,,,,,
386,11/01/2025 02:10:00 AM,12.883,,,,,
387,11/01/2025 02:20:00 AM,12.787,,,,,
388,11/01/2025 02:30:00 AM,12.787,,,,,
389,11/01/2025 02:40:00 AM,12.787,,,,,
390,11/01/2025 02:50:00 AM,12.594,,,,,
391,11/01/2025 03:00:00 AM,12.497,,,,,
392,11/01/2025 03:10:00 AM,12.304,,,,,
393,11/01/2025 03:20:00 AM,12.110,,,,,
394,11/01/2025 03:30:00 AM,12.013,,,,,
395,11/01/2025 03:40:00 AM,12.013,,,,,
396,11/01/2025 03:50:00 AM,12.013,,,,,
397,11/01/2025 04:00:00 AM,12.013,,,,,
398,11/01/2025 04:10:00 AM,12.013,,,,,
399,11/01/2025 04:20:00 AM,11.528,,,,,
400,11/01/2025 04:30:00 AM,11.334,,,,,
401,11/01/2025 04:40:00 AM,11.431,,,,,
402,11/01/2025 04:50:00 AM,11.431,,,,,
403,11/01/2025 05:00:00 AM,11.528,,,,,
404,11/01/2025 05:10:00 AM,11.528,,,,,
405,11/01/2025 05:20:00 AM,11.722,,,,,
406,11/01/2025 05:30:00 AM,11.916,,,,,
407,11/01/2025 05:40:00 AM,12.110,,,,,
408,11/01/2025 05:50:00 AM,11.916,,,,,
409,11/01/2025 06:00:00 AM,11.722,,,,,
410,11/01/2025 06:10:00 AM,11.431,,,,,
411,11/01/2025 06:20:00 AM,11.139,,,,,
412,11/01/2025 06:30:00 AM,10.846,,,,,
413,11/01/2025 06:40:00 AM,10.846,,,,,
414,11/01/2025 06:50:00 AM,11.041,,,,,
415,11/01/2025 07:00:00 AM,10.944,,,,,
416,11/01/2025 07:10:00 AM,10.846,,,,,
417,11/01/2025 07:20:00 AM,10.748,,,,,
418,11/01/2025 07:30:00 AM,10.651,,,,,
419,11/01/2025 07:40:00 AM,10.748,,,,,
420,11/01/2025 07:50:00 AM,10.846,,,,,
421,11/01/2025 08:00:00 AM,10.846,,,,,
422,11/01/2025 08:10:00 AM,10.846,,,,,
423,11/01/2025 08:20:00 AM,11.139,,,,,
424,11/01/2025 08:30:00 AM,11.431,,,,,
425,11/01/2025 08:40:00 AM,11.722,,,,,
426,11/01/2025 08:50:00 AM,12.013,,,,,
427,11/01/2025 09:00:00 AM,12.110,,,,,
428,11/01/2025 09:10:00 AM,12.207,,,,,
429,11/01/2025 09:20:00 AM,12.401,,,,,
430,11/01/2025 09:30:00 AM,12.497,,,,,
431,11/01/2025 09:40:00 AM,12.594,,,,,
432,11/01/2025 09:50:00 AM,12.690,,,,,
433,11/01/2025 10:00:00 AM,12.980,,,,,
434,11/01/2025 10:10:00 AM,13.173,,,,,
435,11/01/2025 10:20:00 AM,13.365,,,,,
436,11/01/2025 10:30:00 AM,13.558,,,,,
437,11/01/2025 10:40:00 AM,13.750,,,,,
438,11/01/2025 10:50:00 AM,13.942,,,,,
439,11/01/2025 11:00:00 AM,14.421,,,,,
440,11/01/2025 11:10:00 AM,15.569,,,,,
441,11/01/2025 11:20:00 AM,16.713,,,,,
442,11/01/2025 11:30:00 AM,17.284,,,,,
443,11/01/2025 11:40:00 AM,18.140,,,,,
444,11/01/2025 11:50:00 AM,18.901,,,,,
445,11/01/2025 12:00:00 PM,19.377,,,,,
446,11/01/2025 12:10:00 PM,19.567,,,,,
447,11/01/2025 12:20:00 PM,19.662,,,,,
448,11/01/2025 12:30:00 PM,19.567,,,,,
449,11/01/2025 12:40:00 PM,19.377,,,,,
450,11/01/2025 12:50:00 PM,19.282,,,,,
451,11/01/2025 01:00:00 PM,19.187,,,,,
452,11/01/2025 01:10:00 PM,19.282,,,,,
453,11/01/2025 01:20:00 PM,19.092,,,,,
454,11/01/2025 01:30:00 PM,19.282,,,,,
455,11/01/2025 01:40:00 PM,19.377,,,,,
456,11/01/2025 01:50:00 PM,19.377,,,,,
457,11/01/2025 02:00:00 PM,19.282,,,,,
458,11/01/2025 02:10:00 PM,19.377,,,,,
459,11/01/2025 02:20:00 PM,19.472,,,,,
460,11/01/2025 02:30:00 PM,19.377,,,,,
461,11/01/2025 02:40:00 PM,19.377,,,,,
462,11/01/2025 02:50:00 PM,19.282,,,,,
463,11/01/2025 03:00:00 PM,19.377,,,,,
464,11/01/2025 03:10:00 PM,19.282,,,,,
465,11/01/2025 03:20:00 PM,19.282,,,,,
466,11/01/2025 03:30:00 PM,19.187,,,,,
467,11/01/2025 03:40:00 PM,19.187,,,,,
468,11/01/2025 03:50:00 PM,19.187,,,,,
469,11/01/2025 04:00:00 PM,19.092,,,,,
470,11/01/2025 04:10:00 PM,18.901,,,,,
471,11/01/2025 04:20:00 PM,18.711,,,,,
472,11/01/2025 04:30:00 PM,18.426,,,,,
473,11/01/2025 04:40:00 PM,18.236,,,,,
474,11/01/2025 04:50:00 PM,17.950,,,,,
475,11/01/2025 05:00:00 PM,17.665,,,,,
476,11/01/2025 05:10:00 PM,17.379,,,,,
477,11/01/2025 05:20:00 PM,17.284,,,,,
478,11/01/2025 05:30:00 PM,17.094,,,,,
479,11/01/2025 05:40:00 PM,16.999,,,,,
480,11/01/2025 05:50:00 PM,16.999,,,,,
481,11/01/2025 06:00:00 PM,16.999,,,,,
482,11/01/2025 06:10:00 PM,17.094,,,,,
483,11/01/2025 06:20:00 PM,17.094,,,,,
484,11/01/2025 06:30:00 PM,16.903,,,,,
485,11/01/2025 06:40:00 PM,16.618,,,,,
486,11/01/2025 06:50:00 PM,16.618,,,,,
487,11/01/2025 07:00:00 PM,16.523,,,,,
488,11/01/2025 07:10:00 PM,15.760,,,,,
489,11/01/2025 07:20:00 PM,14.804,,,,,
490,11/01/2025 07:30:00 PM,14.230,,,,,
491,11/01/2025 07:40:00 PM,13.942,,,,,
492,11/01/2025 07:50:00 PM,13.654,,,,,
493,11/01/2025 08:00:00 PM,13.461,,,,,
494,11/01/2025 08:10:00 PM,13.365,,,,,
495,11/01/2025 08:20:00 PM,13.269,,,,,
496,11/01/2025 08:30:00 PM,13.076,,,,,
497,11/01/2025 08:40:00 PM,12.980,,,,,
498,11/01/2025 08:50:00 PM,13.076,,,,,
499,11/01/2025 09:00:00 PM,13.076,,,,,
500,11/01/2025 09:10:00 PM,12.980,,,,,
501,11/01/2025 09:20:00 PM,12.980,,,,,
502,11/01/2025 09:30:00 PM,12.883,,,,,
503,11/01/2025 09:40:00 PM,12.787,,,,,
504,11/01/2025 09:50:00 PM,12.690,,,,,
505,11/01/2025 10:00:00 PM,12.690,,,,,
506,11/01/2025 10:10:00 PM,12.690,,,,,
