"Plot Title: 10760710"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760710, SEN S/N: 10760710, LBL: temp)","Coupler Detached (LGR S/N: 10760710)","Coupler Attached (LGR S/N: 10760710)","Host Connected (LGR S/N: 10760710)","Stopped (LGR S/N: 10760710)","End Of File (LGR S/N: 10760710)"
87,10/30/2025 12:29:27 AM,10.455,,,,,
88,10/30/2025 12:39:27 AM,10.455,,,,,
89,10/30/2025 12:49:27 AM,10.357,,,,,
90,10/30/2025 12:59:27 AM,10.357,,,,,
91,10/30/2025 01:09:27 AM,10.455,,,,,
92,10/30/2025 01:19:27 AM,10.553,,,,,
93,10/30/2025 01:29:27 AM,10.553,,,,,
94,10/30/2025 01:39:27 AM,10.651,,,,,
95,10/30/2025 01:49:27 AM,10.748,,,,,
96,10/30/2025 01:59:27 AM,10.748,,,,,
97,10/30/2025 02:09:27 AM,10.846,,,,,
98,10/30/2025 02:19:27 AM,10.944,,,,,
99,10/30/2025 02:29:27 AM,10.944,,,,,
100,10/30/2025 02:39:27 AM,11.139,,,,,
101,10/30/2025 02:49:27 AM,11.236,,,,,
102,10/30/2025 02:59:27 AM,11.334,,,,,
103,10/30/2025 03:09:27 AM,11.236,,,,,
104,10/30/2025 03:19:27 AM,11.139,,,,,
105,10/30/2025 03:29:27 AM,11.041,,,,,
106,10/30/2025 03:39:27 AM,11.139,,,,,
107,10/30/2025 03:49:27 AM,11.139,,,,,
108,10/30/2025 03:59:27 AM,11.041,,,,,
109,10/30/2025 04:09:27 AM,11.041,,,,,
110,10/30/2025 04:19:27 AM,11.041,,,,,
111,10/30/2025 04:29:27 AM,11.139,,,,,
112,10/30/2025 04:39:27 AM,11.139,,,,,
113,10/30/2025 04:49:27 AM,11.139,,,,,
114,10/30/2025 04:59:27 AM,10.944,,,,,
115,10/30/2025 05:09:27 AM,10.846,,,,,
116,10/30/2025 05:19:27 AM,10.651,,,,,
117,10/30/2025 05:29:27 AM,10.161,,,,,
118,10/30/2025 05:39:27 AM,9.965,,,,,
119,10/30/2025 05:49:27 AM,9.768,,,,,
120,10/30/2025 05:59:27 AM,9.669,,,,,
121,10/30/2025 06:09:27 AM,9.571,,,,,
122,10/30/2025 06:19:27 AM,9.472,,,,,
123,10/30/2025 06:29:27 AM,9.373,,,,,
124,10/30/2025 06:39:27 AM,9.373,,,,,
125,10/30/2025 06:49:27 AM,9.472,,,,,
126,10/30/2025 06:59:27 AM,9.373,,,,,
127,10/30/2025 07:09:27 AM,9.373,,,,,
128,10/30/2025 07:19:27 AM,9.275,,,,,
129,10/30/2025 07:29:27 AM,9.176,,,,,
130,10/30/2025 07:39:27 AM,9.077,,,,,
131,10/30/2025 07:49:27 AM,8.978,,,,,
132,10/30/2025 07:59:27 AM,8.978,,,,,
133,10/30/2025 08:09:27 AM,9.176,,,,,
134,10/30/2025 08:19:27 AM,9.373,,,,,
135,10/30/2025 08:29:27 AM,9.472,,,,,
136,10/30/2025 08:39:27 AM,9.571,,,,,
137,10/30/2025 08:49:27 AM,9.669,,,,,
138,10/30/2025 08:59:27 AM,9.768,,,,,
139,10/30/2025 09:09:27 AM,9.866,,,,,
140,10/30/2025 09:19:27 AM,10.063,,,,,
141,10/30/2025 09:29:27 AM,10.161,,,,,
142,10/30/2025 09:39:27 AM,10.357,,,,,
143,10/30/2025 09:49:27 AM,10.748,,,,,
144,10/30/2025 09:59:27 AM,10.553,,,,,
145,10/30/2025 10:09:27 AM,10.455,,,,,
146,10/30/2025 10:19:27 AM,11.041,,,,,
147,10/30/2025 10:29:27 AM,11.334,,,,,
148,10/30/2025 10:39:27 AM,11.334,,,,,
149,10/30/2025 10:49:27 AM,11.528,,,,,
150,10/30/2025 10:59:27 AM,11.625,,,,,
151,10/30/2025 11:09:27 AM,11.722,,,,,
152,10/30/2025 11:19:27 AM,11.722,,,,,
153,10/30/2025 11:29:27 AM,12.207,,,,,
154,10/30/2025 11:39:27 AM,13.365,,,,,
155,10/30/2025 11:49:27 AM,15.187,,,,,
156,10/30/2025 11:59:27 AM,13.846,,,,,
157,10/30/2025 12:09:27 PM,13.173,,,,,
158,10/30/2025 12:19:27 PM,13.173,,,,,
159,10/30/2025 12:29:27 PM,13.942,,,,,
160,10/30/2025 12:39:27 PM,13.558,,,,,
161,10/30/2025 12:49:27 PM,14.230,,,,,
162,10/30/2025 12:59:27 PM,13.558,,,,,
163,10/30/2025 01:09:27 PM,13.269,,,,,
164,10/30/2025 01:19:27 PM,13.076,,,,,
165,10/30/2025 01:29:27 PM,13.654,,,,,
166,10/30/2025 01:39:27 PM,15.187,,,,,
167,10/30/2025 01:49:27 PM,14.325,,,,,
168,10/30/2025 01:59:27 PM,13.654,,,,,
169,10/30/2025 02:09:27 PM,13.365,,,,,
170,10/30/2025 02:19:27 PM,13.365,,,,,
171,10/30/2025 02:29:27 PM,13.173,,,,,
172,10/30/2025 02:39:27 PM,13.173,,,,,
173,10/30/2025 02:49:27 PM,13.750,,,,,
174,10/30/2025 02:59:27 PM,13.461,,,,,
175,10/30/2025 03:09:27 PM,13.461,,,,,
176,10/30/2025 03:19:27 PM,13.365,,,,,
177,10/30/2025 03:29:27 PM,13.461,,,,,
178,10/30/2025 03:39:27 PM,12.980,,,,,
179,10/30/2025 03:49:27 PM,12.497,,,,,
180,10/30/2025 03:59:27 PM,12.110,,,,,
181,10/30/2025 04:09:27 PM,11.819,,,,,
182,10/30/2025 04:19:27 PM,11.334,,,,,
183,10/30/2025 04:29:27 PM,11.139,,,,,
184,10/30/2025 04:39:27 PM,10.748,,,,,
185,10/30/2025 04:49:27 PM,10.259,,,,,
186,10/30/2025 04:59:27 PM,9.965,,,,,
187,10/30/2025 05:09:27 PM,9.965,,,,,
188,10/30/2025 05:19:27 PM,9.768,,,,,
189,10/30/2025 05:29:27 PM,9.472,,,,,
190,10/30/2025 05:39:27 PM,9.275,,,,,
191,10/30/2025 05:49:27 PM,9.176,,,,,
192,10/30/2025 05:59:27 PM,9.077,,,,,
193,10/30/2025 06:09:27 PM,9.077,,,,,
194,10/30/2025 06:19:27 PM,8.978,,,,,
195,10/30/2025 06:29:27 PM,9.275,,,,,
196,10/30/2025 06:39:27 PM,9.373,,,,,
197,10/30/2025 06:49:27 PM,9.373,,,,,
198,10/30/2025 06:59:27 PM,9.275,,,,,
199,10/30/2025 07:09:27 PM,9.176,,,,,
200,10/30/2025 07:19:27 PM,9.176,,,,,
201,10/30/2025 07:29:27 PM,8.978,,,,,
202,10/30/2025 07:39:27 PM,8.978,,,,,
203,10/30/2025 07:49:27 PM,9.176,,,,,
204,10/30/2025 07:59:27 PM,9.077,,,,,
205,10/30/2025 08:09:27 PM,8.779,,,,,
206,10/30/2025 08:19:27 PM,8.779,,,,,
207,10/30/2025 08:29:27 PM,8.779,,,,,
208,10/30/2025 08:39:27 PM,8.581,,,,,
209,10/30/2025 08:49:27 PM,8.581,,,,,
210,10/30/2025 08:59:27 PM,8.481,,,,,
211,10/30/2025 09:09:27 PM,8.382,,,,,
212,10/30/2025 09:19:27 PM,8.581,,,,,
213,10/30/2025 09:29:27 PM,8.581,,,,,
214,10/30/2025 09:39:27 PM,8.581,,,,,
215,10/30/2025 09:49:27 PM,8.481,,,,,
216,10/30/2025 09:59:27 PM,8.481,,,,,
217,10/30/2025 10:09:27 PM,8.481,,,,,
218,10/30/2025 10:19:27 PM,8.382,,,,,
219,10/30/2025 10:29:27 PM,8.282,,,,,
220,10/30/2025 10:39:27 PM,8.282,,,,,
221,10/30/2025 10:49:27 PM,8.082,,,,,
222,10/30/2025 10:59:27 PM,8.082,,,,,
223,10/30/2025 11:09:27 PM,8.082,,,,,
224,10/30/2025 11:19:27 PM,7.983,,,,,
225,10/30/2025 11:29:27 PM,7.983,,,,,
226,10/30/2025 11:39:27 PM,8.182,,,,,
227,10/30/2025 11:49:27 PM,8.282,,,,,
228,10/30/2025 11:59:27 PM,8.182,,,,,
229,10/31/2025 12:09:27 AM,7.983,,,,,
230,10/31/2025 12:19:27 AM,7.782,,,,,
231,10/31/2025 12:29:27 AM,7.882,,,,,
232,10/31/2025 12:39:27 AM,7.882,,,,,
233,10/31/2025 12:49:27 AM,7.882,,,,,
234,10/31/2025 12:59:27 AM,7.782,,,,,
235,10/31/2025 01:09:27 AM,7.682,,,,,
236,10/31/2025 01:19:27 AM,7.582,,,,,
237,10/31/2025 01:29:27 AM,7.782,,,,,
238,10/31/2025 01:39:27 AM,8.382,,,,,
239,10/31/2025 01:49:27 AM,8.382,,,,,
240,10/31/2025 01:59:27 AM,8.481,,,,,
241,10/31/2025 02:09:27 AM,8.282,,,,,
242,10/31/2025 02:19:27 AM,7.882,,,,,
243,10/31/2025 02:29:27 AM,8.481,,,,,
244,10/31/2025 02:39:27 AM,8.082,,,,,
245,10/31/2025 02:49:27 AM,7.983,,,,,
246,10/31/2025 02:59:27 AM,7.782,,,,,
247,10/31/2025 03:09:27 AM,7.481,,,,,
248,10/31/2025 03:19:27 AM,7.481,,,,,
249,10/31/2025 03:29:27 AM,7.481,,,,,
250,10/31/2025 03:39:27 AM,7.481,,,,,
251,10/31/2025 03:49:27 AM,7.381,,,,,
252,10/31/2025 03:59:27 AM,7.179,,,,,
253,10/31/2025 04:09:27 AM,7.179,,,,,
254,10/31/2025 04:19:27 AM,7.280,,,,,
255,10/31/2025 04:29:27 AM,7.381,,,,,
256,10/31/2025 04:39:27 AM,7.280,,,,,
257,10/31/2025 04:49:27 AM,7.179,,,,,
258,10/31/2025 04:59:27 AM,7.280,,,,,
259,10/31/2025 05:09:27 AM,7.179,,,,,
260,10/31/2025 05:19:27 AM,7.179,,,,,
261,10/31/2025 05:29:27 AM,7.179,,,,,
262,10/31/2025 05:39:27 AM,7.481,,,,,
263,10/31/2025 05:49:27 AM,7.782,,,,,
264,10/31/2025 05:59:27 AM,7.582,,,,,
265,10/31/2025 06:09:27 AM,7.481,,,,,
266,10/31/2025 06:19:27 AM,7.381,,,,,
267,10/31/2025 06:29:27 AM,7.481,,,,,
268,10/31/2025 06:39:27 AM,7.381,,,,,
269,10/31/2025 06:49:27 AM,7.280,,,,,
270,10/31/2025 06:59:27 AM,7.381,,,,,
271,10/31/2025 07:09:27 AM,7.481,,,,,
272,10/31/2025 07:19:27 AM,7.481,,,,,
273,10/31/2025 07:29:27 AM,7.481,,,,,
274,10/31/2025 07:39:27 AM,7.682,,,,,
275,10/31/2025 07:49:27 AM,7.782,,,,,
276,10/31/2025 07:59:27 AM,7.882,,,,,
277,10/31/2025 08:09:27 AM,8.082,,,,,
278,10/31/2025 08:19:27 AM,9.176,,,,,
279,10/31/2025 08:29:27 AM,10.259,,,,,
280,10/31/2025 08:39:27 AM,10.651,,,,,
281,10/31/2025 08:49:27 AM,11.139,,,,,
282,10/31/2025 08:59:27 AM,11.722,,,,,
283,10/31/2025 09:09:27 AM,11.819,,,,,
284,10/31/2025 09:19:27 AM,11.236,,,,,
285,10/31/2025 09:29:27 AM,11.431,,,,,
286,10/31/2025 09:39:27 AM,12.304,,,,,
287,10/31/2025 09:49:27 AM,12.690,,,,,
288,10/31/2025 09:59:27 AM,13.076,,,,,
289,10/31/2025 10:09:27 AM,13.654,,,,,
290,10/31/2025 10:19:27 AM,13.750,,,,,
291,10/31/2025 10:29:27 AM,14.134,,,,,
292,10/31/2025 10:39:27 AM,14.421,,,,,
293,10/31/2025 10:49:27 AM,14.230,,,,,
294,10/31/2025 10:59:27 AM,14.230,,,,,
295,10/31/2025 11:09:27 AM,14.421,,,,,
296,10/31/2025 11:19:27 AM,14.996,,,,,
297,10/31/2025 11:29:27 AM,15.282,,,,,
298,10/31/2025 11:39:27 AM,15.664,,,,,
299,10/31/2025 11:49:27 AM,16.046,,,,,
300,10/31/2025 11:59:27 AM,15.760,,,,,
301,10/31/2025 12:09:27 PM,15.378,,,,,
302,10/31/2025 12:19:27 PM,14.996,,,,,
303,10/31/2025 12:29:27 PM,14.804,,,,,
304,10/31/2025 12:39:27 PM,14.517,,,,,
305,10/31/2025 12:49:27 PM,14.421,,,,,
306,10/31/2025 12:59:27 PM,14.709,,,,,
307,10/31/2025 01:09:27 PM,15.187,,,,,
308,10/31/2025 01:19:27 PM,15.187,,,,,
309,10/31/2025 01:29:27 PM,15.282,,,,,
310,10/31/2025 01:39:27 PM,15.378,,,,,
311,10/31/2025 01:49:27 PM,15.378,,,,,
312,10/31/2025 01:59:27 PM,15.569,,,,,
313,10/31/2025 02:09:27 PM,15.282,,,,,
314,10/31/2025 02:19:27 PM,15.091,,,,,
315,10/31/2025 02:29:27 PM,15.187,,,,,
316,10/31/2025 02:39:27 PM,15.378,,,,,
317,10/31/2025 02:49:27 PM,15.473,,,,,
318,10/31/2025 02:59:27 PM,15.378,,,,,
319,10/31/2025 03:09:27 PM,15.282,,,,,
320,10/31/2025 03:19:27 PM,15.187,,,,,
321,10/31/2025 03:29:27 PM,15.091,,,,,
322,10/31/2025 03:39:27 PM,14.900,,,,,
323,10/31/2025 03:49:27 PM,14.804,,,,,
324,10/31/2025 03:59:27 PM,14.804,,,,,
325,10/31/2025 04:09:27 PM,14.804,,,,,
326,10/31/2025 04:19:27 PM,14.613,,,,,
327,10/31/2025 04:29:27 PM,14.613,,,,,
328,10/31/2025 04:39:27 PM,14.325,,,,,
329,10/31/2025 04:49:27 PM,14.325,,,,,
330,10/31/2025 04:59:27 PM,14.325,,,,,
331,10/31/2025 05:09:27 PM,14.325,,,,,
332,10/31/2025 05:19:27 PM,14.325,,,,,
333,10/31/2025 05:29:27 PM,14.325,,,,,
334,10/31/2025 05:39:27 PM,14.325,,,,,
335,10/31/2025 05:49:27 PM,14.421,,,,,
336,10/31/2025 05:59:27 PM,14.421,,,,,
337,10/31/2025 06:09:27 PM,14.517,,,,,
338,10/31/2025 06:19:27 PM,14.325,,,,,
339,10/31/2025 06:29:27 PM,14.421,,,,,
340,10/31/2025 06:39:27 PM,14.517,,,,,
341,10/31/2025 06:49:27 PM,14.517,,,,,
342,10/31/2025 06:59:27 PM,14.517,,,,,
343,10/31/2025 07:09:27 PM,14.517,,,,,
344,10/31/2025 07:19:27 PM,14.325,,,,,
345,10/31/2025 07:29:27 PM,14.517,,,,,
346,10/31/2025 07:39:27 PM,14.613,,,,,
347,10/31/2025 07:49:27 PM,14.421,,,,,
348,10/31/2025 07:59:27 PM,14.517,,,,,
349,10/31/2025 08:09:27 PM,14.325,,,,,
350,10/31/2025 08:19:27 PM,14.230,,,,,
351,10/31/2025 08:29:27 PM,14.421,,,,,
352,10/31/2025 08:39:27 PM,14.325,,,,,
353,10/31/2025 08:49:27 PM,14.421,,,,,
354,10/31/2025 08:59:27 PM,14.230,,,,,
355,10/31/2025 09:09:27 PM,14.134,,,,,
356,10/31/2025 09:19:27 PM,14.230,,,,,
357,10/31/2025 09:29:27 PM,14.134,,,,,
358,10/31/2025 09:39:27 PM,14.134,,,,,
359,10/31/2025 09:49:27 PM,14.038,,,,,
360,10/31/2025 09:59:27 PM,14.230,,,,,
361,10/31/2025 10:09:27 PM,14.325,,,,,
362,10/31/2025 10:19:27 PM,14.134,,,,,
363,10/31/2025 10:29:27 PM,14.134,,,,,
364,10/31/2025 10:39:27 PM,14.230,,,,,
365,10/31/2025 10:49:27 PM,14.230,,,,,
366,10/31/2025 10:59:27 PM,14.325,,,,,
367,10/31/2025 11:09:27 PM,14.230,,,,,
368,10/31/2025 11:19:27 PM,14.325,,,,,
369,10/31/2025 11:29:27 PM,14.230,,,,,
370,10/31/2025 11:39:27 PM,14.421,,,,,
371,10/31/2025 11:49:27 PM,14.517,,,,,
372,10/31/2025 11:59:27 PM,14.613,,,,,
373,11/01/2025 12:09:27 AM,14.804,,,,,
374,11/01/2025 12:19:27 AM,14.996,,,,,
375,11/01/2025 12:29:27 AM,15.569,,,,,
376,11/01/2025 12:39:27 AM,15.378,,,,,
377,11/01/2025 12:49:27 AM,15.187,,,,,
378,11/01/2025 12:59:27 AM,15.282,,,,,
379,11/01/2025 01:09:27 AM,15.282,,,,,
380,11/01/2025 01:19:27 AM,15.187,,,,,
381,11/01/2025 01:29:27 AM,15.187,,,,,
382,11/01/2025 01:39:27 AM,15.187,,,,,
383,11/01/2025 01:49:27 AM,15.091,,,,,
384,11/01/2025 01:59:27 AM,15.091,,,,,
385,11/01/2025 02:09:27 AM,15.091,,,,,
386,11/01/2025 02:19:27 AM,14.804,,,,,
387,11/01/2025 02:29:27 AM,14.517,,,,,
388,11/01/2025 02:39:27 AM,14.517,,,,,
389,11/01/2025 02:49:27 AM,14.613,,,,,
390,11/01/2025 02:59:27 AM,14.804,,,,,
391,11/01/2025 03:09:27 AM,15.091,,,,,
392,11/01/2025 03:19:27 AM,15.473,,,,,
393,11/01/2025 03:29:27 AM,15.187,,,,,
394,11/01/2025 03:39:27 AM,15.473,,,,,
395,11/01/2025 03:49:27 AM,15.378,,,,,
396,11/01/2025 03:59:27 AM,15.378,,,,,
397,11/01/2025 04:09:27 AM,15.569,,,,,
398,11/01/2025 04:19:27 AM,15.855,,,,,
399,11/01/2025 04:29:27 AM,15.951,,,,,
400,11/01/2025 04:39:27 AM,15.951,,,,,
401,11/01/2025 04:49:27 AM,15.951,,,,,
402,11/01/2025 04:59:27 AM,16.046,,,,,
403,11/01/2025 05:09:27 AM,15.951,,,,,
404,11/01/2025 05:19:27 AM,15.569,,,,,
405,11/01/2025 05:29:27 AM,15.473,,,,,
406,11/01/2025 05:39:27 AM,15.569,,,,,
407,11/01/2025 05:49:27 AM,15.664,,,,,
408,11/01/2025 05:59:27 AM,15.664,,,,,
409,11/01/2025 06:09:27 AM,15.569,,,,,
410,11/01/2025 06:19:27 AM,15.473,,,,,
411,11/01/2025 06:29:27 AM,15.378,,,,,
412,11/01/2025 06:39:27 AM,15.282,,,,,
413,11/01/2025 06:49:27 AM,15.187,,,,,
414,11/01/2025 06:59:27 AM,14.709,,,,,
415,11/01/2025 07:09:27 AM,14.325,,,,,
416,11/01/2025 07:19:27 AM,14.325,,,,,
417,11/01/2025 07:29:27 AM,14.804,,,,,
418,11/01/2025 07:39:27 AM,15.282,,,,,
419,11/01/2025 07:49:27 AM,15.569,,,,,
420,11/01/2025 07:59:27 AM,15.855,,,,,
421,11/01/2025 08:09:27 AM,15.855,,,,,
422,11/01/2025 08:19:27 AM,15.951,,,,,
423,11/01/2025 08:29:27 AM,15.569,,,,,
424,11/01/2025 08:39:27 AM,15.569,,,,,
425,11/01/2025 08:49:27 AM,15.855,,,,,
426,11/01/2025 08:59:27 AM,15.951,,,,,
427,11/01/2025 09:09:27 AM,15.855,,,,,
428,11/01/2025 09:19:27 AM,15.855,,,,,
429,11/01/2025 09:29:27 AM,16.237,,,,,
430,11/01/2025 09:39:27 AM,16.427,,,,,
431,11/01/2025 09:49:27 AM,16.237,,,,,
432,11/01/2025 09:59:27 AM,16.237,,,,,
433,11/01/2025 10:09:27 AM,16.141,,,,,
434,11/01/2025 10:19:27 AM,16.237,,,,,
435,11/01/2025 10:29:27 AM,16.332,,,,,
436,11/01/2025 10:39:27 AM,16.618,,,,,
437,11/01/2025 10:49:27 AM,16.808,,,,,
438,11/01/2025 10:59:27 AM,16.999,,,,,
439,11/01/2025 11:09:27 AM,17.189,,,,,
440,11/01/2025 11:19:27 AM,17.379,,,,,
441,11/01/2025 11:29:27 AM,17.379,,,,,
442,11/01/2025 11:39:27 AM,17.379,,,,,
443,11/01/2025 11:49:27 AM,17.475,,,,,
444,11/01/2025 11:59:27 AM,17.570,,,,,
445,11/01/2025 12:09:27 PM,17.665,,,,,
446,11/01/2025 12:19:27 PM,17.760,,,,,
447,11/01/2025 12:29:27 PM,17.665,,,,,
448,11/01/2025 12:39:27 PM,17.379,,,,,
449,11/01/2025 12:49:27 PM,17.284,,,,,
450,11/01/2025 12:59:27 PM,17.379,,,,,
451,11/01/2025 01:09:27 PM,17.475,,,,,
452,11/01/2025 01:19:27 PM,17.379,,,,,
453,11/01/2025 01:29:27 PM,17.284,,,,,
454,11/01/2025 01:39:27 PM,17.189,,,,,
455,11/01/2025 01:49:27 PM,17.189,,,,,
456,11/01/2025 01:59:27 PM,17.284,,,,,
457,11/01/2025 02:09:27 PM,17.094,,,,,
458,11/01/2025 02:19:27 PM,17.094,,,,,
459,11/01/2025 02:29:27 PM,17.284,,,,,
460,11/01/2025 02:39:27 PM,17.094,,,,,
461,11/01/2025 02:49:27 PM,17.189,,,,,
462,11/01/2025 02:59:27 PM,16.999,,,,,
463,11/01/2025 03:09:27 PM,16.903,,,,,
464,11/01/2025 03:19:27 PM,17.094,,,,,
465,11/01/2025 03:29:27 PM,16.999,,,,,
466,11/01/2025 03:39:27 PM,16.903,,,,,
467,11/01/2025 03:49:27 PM,16.903,,,,,
468,11/01/2025 03:59:27 PM,16.808,,,,,
469,11/01/2025 04:09:27 PM,16.618,,,,,
470,11/01/2025 04:19:27 PM,16.332,,,,,
471,11/01/2025 04:29:27 PM,16.046,,,,,
472,11/01/2025 04:39:27 PM,15.855,,,,,
473,11/01/2025 04:49:27 PM,15.664,,,,,
474,11/01/2025 04:59:27 PM,15.187,,,,,
475,11/01/2025 05:09:27 PM,14.996,,,,,
476,11/01/2025 05:19:27 PM,14.900,,,,,
477,11/01/2025 05:29:27 PM,14.709,,,,,
478,11/01/2025 05:39:27 PM,14.613,,,,,
479,11/01/2025 05:49:27 PM,14.421,,,,,
480,11/01/2025 05:59:27 PM,14.325,,,,,
481,11/01/2025 06:09:27 PM,14.230,,,,,
482,11/01/2025 06:19:27 PM,14.230,,,,,
483,11/01/2025 06:29:27 PM,14.134,,,,,
484,11/01/2025 06:39:27 PM,13.942,,,,,
485,11/01/2025 06:49:27 PM,13.942,,,,,
486,11/01/2025 06:59:27 PM,13.942,,,,,
487,11/01/2025 07:09:27 PM,13.846,,,,,
488,11/01/2025 07:19:27 PM,13.365,,,,,
489,11/01/2025 07:29:27 PM,12.497,,,,,
490,11/01/2025 07:39:27 PM,12.207,,,,,
491,11/01/2025 07:49:27 PM,12.110,,,,,
492,11/01/2025 07:59:27 PM,12.013,,,,,
493,11/01/2025 08:09:27 PM,11.916,,,,,
494,11/01/2025 08:19:27 PM,12.013,,,,,
495,11/01/2025 08:29:27 PM,12.013,,,,,
496,11/01/2025 08:39:27 PM,12.013,,,,,
497,11/01/2025 08:49:27 PM,11.916,,,,,
498,11/01/2025 08:59:27 PM,11.819,,,,,
499,11/01/2025 09:09:27 PM,11.722,,,,,
500,11/01/2025 09:19:27 PM,11.625,,,,,
501,11/01/2025 09:29:27 PM,11.528,,,,,
502,11/01/2025 09:39:27 PM,11.528,,,,,
503,11/01/2025 09:49:27 PM,11.528,,,,,
504,11/01/2025 09:59:27 PM,11.431,,,,,
505,11/01/2025 10:09:27 PM,11.528,,,,,
506,11/01/2025 10:19:27 PM,11.528,,,,,
