"Plot Title: 10347313"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347313, SEN S/N: 10347313, LBL: temp)","Coupler Attached (LGR S/N: 10347313)","Host Connected (LGR S/N: 10347313)","Coupler Detached (LGR S/N: 10347313)","Stopped (LGR S/N: 10347313)","End Of File (LGR S/N: 10347313)"
60,10/29/2025 08:50:00 PM,15.091,,,,,
61,10/29/2025 09:00:00 PM,15.187,,,,,
62,10/29/2025 09:10:00 PM,15.091,,,,,
63,10/29/2025 09:20:00 PM,14.804,,,,,
64,10/29/2025 09:30:00 PM,13.750,,,,,
65,10/29/2025 09:40:00 PM,13.076,,,,,
66,10/29/2025 09:50:00 PM,12.497,,,,,
67,10/29/2025 10:00:00 PM,11.722,,,,,
68,10/29/2025 10:10:00 PM,11.528,,,,,
69,10/29/2025 10:20:00 PM,11.334,,,,,
70,10/29/2025 10:30:00 PM,11.041,,,,,
71,10/29/2025 10:40:00 PM,10.846,,,,,
72,10/29/2025 10:50:00 PM,10.748,,,,,
73,10/29/2025 11:00:00 PM,10.651,,,,,
74,10/29/2025 11:10:00 PM,10.455,,,,,
75,10/29/2025 11:20:00 PM,10.455,,,,,
76,10/29/2025 11:30:00 PM,10.357,,,,,
77,10/29/2025 11:40:00 PM,10.553,,,,,
78,10/29/2025 11:50:00 PM,10.553,,,,,
79,10/30/2025 12:00:00 AM,10.748,,,,,
80,10/30/2025 12:10:00 AM,10.944,,,,,
81,10/30/2025 12:20:00 AM,11.236,,,,,
82,10/30/2025 12:30:00 AM,11.139,,,,,
83,10/30/2025 12:40:00 AM,11.041,,,,,
84,10/30/2025 12:50:00 AM,10.944,,,,,
85,10/30/2025 01:00:00 AM,10.944,,,,,
86,10/30/2025 01:10:00 AM,11.041,,,,,
87,10/30/2025 01:20:00 AM,11.139,,,,,
88,10/30/2025 01:30:00 AM,11.236,,,,,
89,10/30/2025 01:40:00 AM,11.334,,,,,
90,10/30/2025 01:50:00 AM,11.528,,,,,
91,10/30/2025 02:00:00 AM,11.431,,,,,
92,10/30/2025 02:10:00 AM,11.236,,,,,
93,10/30/2025 02:20:00 AM,11.431,,,,,
94,10/30/2025 02:30:00 AM,11.528,,,,,
95,10/30/2025 02:40:00 AM,11.625,,,,,
96,10/30/2025 02:50:00 AM,11.625,,,,,
97,10/30/2025 03:00:00 AM,11.528,,,,,
98,10/30/2025 03:10:00 AM,11.722,,,,,
99,10/30/2025 03:20:00 AM,11.722,,,,,
100,10/30/2025 03:30:00 AM,11.625,,,,,
101,10/30/2025 03:40:00 AM,11.528,,,,,
102,10/30/2025 03:50:00 AM,11.625,,,,,
103,10/30/2025 04:00:00 AM,11.625,,,,,
104,10/30/2025 04:10:00 AM,11.528,,,,,
105,10/30/2025 04:20:00 AM,11.528,,,,,
106,10/30/2025 04:30:00 AM,11.334,,,,,
107,10/30/2025 04:40:00 AM,11.236,,,,,
108,10/30/2025 04:50:00 AM,11.139,,,,,
109,10/30/2025 05:00:00 AM,11.139,,,,,
110,10/30/2025 05:10:00 AM,11.041,,,,,
111,10/30/2025 05:20:00 AM,10.748,,,,,
112,10/30/2025 05:30:00 AM,10.357,,,,,
113,10/30/2025 05:40:00 AM,10.063,,,,,
114,10/30/2025 05:50:00 AM,9.866,,,,,
115,10/30/2025 06:00:00 AM,9.768,,,,,
116,10/30/2025 06:10:00 AM,9.669,,,,,
117,10/30/2025 06:20:00 AM,9.571,,,,,
118,10/30/2025 06:30:00 AM,9.571,,,,,
119,10/30/2025 06:40:00 AM,9.571,,,,,
120,10/30/2025 06:50:00 AM,9.571,,,,,
121,10/30/2025 07:00:00 AM,9.571,,,,,
122,10/30/2025 07:10:00 AM,9.472,,,,,
123,10/30/2025 07:20:00 AM,9.373,,,,,
124,10/30/2025 07:30:00 AM,9.373,,,,,
125,10/30/2025 07:40:00 AM,9.275,,,,,
126,10/30/2025 07:50:00 AM,9.176,,,,,
127,10/30/2025 08:00:00 AM,9.373,,,,,
128,10/30/2025 08:10:00 AM,9.472,,,,,
129,10/30/2025 08:20:00 AM,9.571,,,,,
130,10/30/2025 08:30:00 AM,9.669,,,,,
131,10/30/2025 08:40:00 AM,9.768,,,,,
132,10/30/2025 08:50:00 AM,9.866,,,,,
133,10/30/2025 09:00:00 AM,9.965,,,,,
134,10/30/2025 09:10:00 AM,10.063,,,,,
135,10/30/2025 09:20:00 AM,10.161,,,,,
136,10/30/2025 09:30:00 AM,10.357,,,,,
137,10/30/2025 09:40:00 AM,10.553,,,,,
138,10/30/2025 09:50:00 AM,10.553,,,,,
139,10/30/2025 10:00:00 AM,10.846,,,,,
140,10/30/2025 10:10:00 AM,10.846,,,,,
141,10/30/2025 10:20:00 AM,10.748,,,,,
142,10/30/2025 10:30:00 AM,10.651,,,,,
143,10/30/2025 10:40:00 AM,10.651,,,,,
144,10/30/2025 10:50:00 AM,10.748,,,,,
145,10/30/2025 11:00:00 AM,10.846,,,,,
146,10/30/2025 11:10:00 AM,10.944,,,,,
147,10/30/2025 11:20:00 AM,10.651,,,,,
148,10/30/2025 11:30:00 AM,10.748,,,,,
149,10/30/2025 11:40:00 AM,11.139,,,,,
150,10/30/2025 11:50:00 AM,11.528,,,,,
151,10/30/2025 12:00:00 PM,11.722,,,,,
152,10/30/2025 12:10:00 PM,12.013,,,,,
153,10/30/2025 12:20:00 PM,12.013,,,,,
154,10/30/2025 12:30:00 PM,11.819,,,,,
155,10/30/2025 12:40:00 PM,11.722,,,,,
156,10/30/2025 12:50:00 PM,11.722,,,,,
157,10/30/2025 01:00:00 PM,11.916,,,,,
158,10/30/2025 01:10:00 PM,12.110,,,,,
159,10/30/2025 01:20:00 PM,12.207,,,,,
160,10/30/2025 01:30:00 PM,12.207,,,,,
161,10/30/2025 01:40:00 PM,12.110,,,,,
162,10/30/2025 01:50:00 PM,12.594,,,,,
163,10/30/2025 02:00:00 PM,12.594,,,,,
164,10/30/2025 02:10:00 PM,12.304,,,,,
165,10/30/2025 02:20:00 PM,12.304,,,,,
166,10/30/2025 02:30:00 PM,12.497,,,,,
167,10/30/2025 02:40:00 PM,12.497,,,,,
168,10/30/2025 02:50:00 PM,12.594,,,,,
169,10/30/2025 03:00:00 PM,12.690,,,,,
170,10/30/2025 03:10:00 PM,12.883,,,,,
171,10/30/2025 03:20:00 PM,12.980,,,,,
172,10/30/2025 03:30:00 PM,12.497,,,,,
173,10/30/2025 03:40:00 PM,12.207,,,,,
174,10/30/2025 03:50:00 PM,11.916,,,,,
175,10/30/2025 04:00:00 PM,11.819,,,,,
176,10/30/2025 04:10:00 PM,11.625,,,,,
177,10/30/2025 04:20:00 PM,11.431,,,,,
178,10/30/2025 04:30:00 PM,11.236,,,,,
179,10/30/2025 04:40:00 PM,11.041,,,,,
180,10/30/2025 04:50:00 PM,10.748,,,,,
181,10/30/2025 05:00:00 PM,10.455,,,,,
182,10/30/2025 05:10:00 PM,10.259,,,,,
183,10/30/2025 05:20:00 PM,10.161,,,,,
184,10/30/2025 05:30:00 PM,9.965,,,,,
185,10/30/2025 05:40:00 PM,9.768,,,,,
186,10/30/2025 05:50:00 PM,9.866,,,,,
187,10/30/2025 06:00:00 PM,9.768,,,,,
188,10/30/2025 06:10:00 PM,9.768,,,,,
189,10/30/2025 06:20:00 PM,9.768,,,,,
190,10/30/2025 06:30:00 PM,9.669,,,,,
191,10/30/2025 06:40:00 PM,9.571,,,,,
192,10/30/2025 06:50:00 PM,9.373,,,,,
193,10/30/2025 07:00:00 PM,9.275,,,,,
194,10/30/2025 07:10:00 PM,9.373,,,,,
195,10/30/2025 07:20:00 PM,9.571,,,,,
196,10/30/2025 07:30:00 PM,9.373,,,,,
197,10/30/2025 07:40:00 PM,8.978,,,,,
198,10/30/2025 07:50:00 PM,8.680,,,,,
199,10/30/2025 08:00:00 PM,8.680,,,,,
200,10/30/2025 08:10:00 PM,8.680,,,,,
201,10/30/2025 08:20:00 PM,8.779,,,,,
202,10/30/2025 08:30:00 PM,9.077,,,,,
203,10/30/2025 08:40:00 PM,9.077,,,,,
204,10/30/2025 08:50:00 PM,8.779,,,,,
205,10/30/2025 09:00:00 PM,8.481,,,,,
206,10/30/2025 09:10:00 PM,8.581,,,,,
207,10/30/2025 09:20:00 PM,8.680,,,,,
208,10/30/2025 09:30:00 PM,8.879,,,,,
209,10/30/2025 09:40:00 PM,9.077,,,,,
210,10/30/2025 09:50:00 PM,9.077,,,,,
211,10/30/2025 10:00:00 PM,9.077,,,,,
212,10/30/2025 10:10:00 PM,9.176,,,,,
213,10/30/2025 10:20:00 PM,9.176,,,,,
214,10/30/2025 10:30:00 PM,9.176,,,,,
215,10/30/2025 10:40:00 PM,9.077,,,,,
216,10/30/2025 10:50:00 PM,9.077,,,,,
217,10/30/2025 11:00:00 PM,8.779,,,,,
218,10/30/2025 11:10:00 PM,8.779,,,,,
219,10/30/2025 11:20:00 PM,8.481,,,,,
220,10/30/2025 11:30:00 PM,8.382,,,,,
221,10/30/2025 11:40:00 PM,8.382,,,,,
222,10/30/2025 11:50:00 PM,8.382,,,,,
223,10/31/2025 12:00:00 AM,8.481,,,,,
224,10/31/2025 12:10:00 AM,8.382,,,,,
225,10/31/2025 12:20:00 AM,8.382,,,,,
226,10/31/2025 12:30:00 AM,8.382,,,,,
227,10/31/2025 12:40:00 AM,8.382,,,,,
228,10/31/2025 12:50:00 AM,8.282,,,,,
229,10/31/2025 01:00:00 AM,8.182,,,,,
230,10/31/2025 01:10:00 AM,8.182,,,,,
231,10/31/2025 01:20:00 AM,8.182,,,,,
232,10/31/2025 01:30:00 AM,8.082,,,,,
233,10/31/2025 01:40:00 AM,8.481,,,,,
234,10/31/2025 01:50:00 AM,8.879,,,,,
235,10/31/2025 02:00:00 AM,8.879,,,,,
236,10/31/2025 02:10:00 AM,8.680,,,,,
237,10/31/2025 02:20:00 AM,8.382,,,,,
238,10/31/2025 02:30:00 AM,8.382,,,,,
239,10/31/2025 02:40:00 AM,8.382,,,,,
240,10/31/2025 02:50:00 AM,8.581,,,,,
241,10/31/2025 03:00:00 AM,8.581,,,,,
242,10/31/2025 03:10:00 AM,8.581,,,,,
243,10/31/2025 03:20:00 AM,8.581,,,,,
244,10/31/2025 03:30:00 AM,8.581,,,,,
245,10/31/2025 03:40:00 AM,8.481,,,,,
246,10/31/2025 03:50:00 AM,8.382,,,,,
247,10/31/2025 04:00:00 AM,8.382,,,,,
248,10/31/2025 04:10:00 AM,8.680,,,,,
249,10/31/2025 04:20:00 AM,8.680,,,,,
250,10/31/2025 04:30:00 AM,8.481,,,,,
251,10/31/2025 04:40:00 AM,8.481,,,,,
252,10/31/2025 04:50:00 AM,8.481,,,,,
253,10/31/2025 05:00:00 AM,8.282,,,,,
254,10/31/2025 05:10:00 AM,8.182,,,,,
255,10/31/2025 05:20:00 AM,8.082,,,,,
256,10/31/2025 05:30:00 AM,7.983,,,,,
257,10/31/2025 05:40:00 AM,7.882,,,,,
258,10/31/2025 05:50:00 AM,7.882,,,,,
259,10/31/2025 06:00:00 AM,7.983,,,,,
260,10/31/2025 06:10:00 AM,7.782,,,,,
261,10/31/2025 06:20:00 AM,7.782,,,,,
262,10/31/2025 06:30:00 AM,7.582,,,,,
263,10/31/2025 06:40:00 AM,7.582,,,,,
264,10/31/2025 06:50:00 AM,7.682,,,,,
265,10/31/2025 07:00:00 AM,7.782,,,,,
266,10/31/2025 07:10:00 AM,7.682,,,,,
267,10/31/2025 07:20:00 AM,7.682,,,,,
268,10/31/2025 07:30:00 AM,7.782,,,,,
269,10/31/2025 07:40:00 AM,7.682,,,,,
270,10/31/2025 07:50:00 AM,7.582,,,,,
271,10/31/2025 08:00:00 AM,7.682,,,,,
272,10/31/2025 08:10:00 AM,7.682,,,,,
273,10/31/2025 08:20:00 AM,8.282,,,,,
274,10/31/2025 08:30:00 AM,8.680,,,,,
275,10/31/2025 08:40:00 AM,8.680,,,,,
276,10/31/2025 08:50:00 AM,8.879,,,,,
277,10/31/2025 09:00:00 AM,8.680,,,,,
278,10/31/2025 09:10:00 AM,8.282,,,,,
279,10/31/2025 09:20:00 AM,8.182,,,,,
280,10/31/2025 09:30:00 AM,8.680,,,,,
281,10/31/2025 09:40:00 AM,9.275,,,,,
282,10/31/2025 09:50:00 AM,9.669,,,,,
283,10/31/2025 10:00:00 AM,10.651,,,,,
284,10/31/2025 10:10:00 AM,10.455,,,,,
285,10/31/2025 10:20:00 AM,10.455,,,,,
286,10/31/2025 10:30:00 AM,11.334,,,,,
287,10/31/2025 10:40:00 AM,10.944,,,,,
288,10/31/2025 10:50:00 AM,10.553,,,,,
289,10/31/2025 11:00:00 AM,10.455,,,,,
290,10/31/2025 11:10:00 AM,10.748,,,,,
291,10/31/2025 11:20:00 AM,11.139,,,,,
292,10/31/2025 11:30:00 AM,11.334,,,,,
293,10/31/2025 11:40:00 AM,11.431,,,,,
294,10/31/2025 11:50:00 AM,11.625,,,,,
295,10/31/2025 12:00:00 PM,12.013,,,,,
296,10/31/2025 12:10:00 PM,12.401,,,,,
297,10/31/2025 12:20:00 PM,12.787,,,,,
298,10/31/2025 12:30:00 PM,12.497,,,,,
299,10/31/2025 12:40:00 PM,12.497,,,,,
300,10/31/2025 12:50:00 PM,12.497,,,,,
301,10/31/2025 01:00:00 PM,12.690,,,,,
302,10/31/2025 01:10:00 PM,13.365,,,,,
303,10/31/2025 01:20:00 PM,13.654,,,,,
304,10/31/2025 01:30:00 PM,13.461,,,,,
305,10/31/2025 01:40:00 PM,13.461,,,,,
306,10/31/2025 01:50:00 PM,13.942,,,,,
307,10/31/2025 02:00:00 PM,13.846,,,,,
308,10/31/2025 02:10:00 PM,13.846,,,,,
309,10/31/2025 02:20:00 PM,14.325,,,,,
310,10/31/2025 02:30:00 PM,14.804,,,,,
311,10/31/2025 02:40:00 PM,15.091,,,,,
312,10/31/2025 02:50:00 PM,14.709,,,,,
313,10/31/2025 03:00:00 PM,14.613,,,,,
314,10/31/2025 03:10:00 PM,14.517,,,,,
315,10/31/2025 03:20:00 PM,14.517,,,,,
316,10/31/2025 03:30:00 PM,14.325,,,,,
317,10/31/2025 03:40:00 PM,14.230,,,,,
318,10/31/2025 03:50:00 PM,14.517,,,,,
319,10/31/2025 04:00:00 PM,14.709,,,,,
320,10/31/2025 04:10:00 PM,14.709,,,,,
321,10/31/2025 04:20:00 PM,14.804,,,,,
322,10/31/2025 04:30:00 PM,14.804,,,,,
323,10/31/2025 04:40:00 PM,14.709,,,,,
324,10/31/2025 04:50:00 PM,14.613,,,,,
325,10/31/2025 05:00:00 PM,14.613,,,,,
326,10/31/2025 05:10:00 PM,14.709,,,,,
327,10/31/2025 05:20:00 PM,14.613,,,,,
328,10/31/2025 05:30:00 PM,14.613,,,,,
329,10/31/2025 05:40:00 PM,14.709,,,,,
330,10/31/2025 05:50:00 PM,14.804,,,,,
331,10/31/2025 06:00:00 PM,14.804,,,,,
332,10/31/2025 06:10:00 PM,14.900,,,,,
333,10/31/2025 06:20:00 PM,15.091,,,,,
334,10/31/2025 06:30:00 PM,14.996,,,,,
335,10/31/2025 06:40:00 PM,14.996,,,,,
336,10/31/2025 06:50:00 PM,14.996,,,,,
337,10/31/2025 07:00:00 PM,15.091,,,,,
338,10/31/2025 07:10:00 PM,15.187,,,,,
339,10/31/2025 07:20:00 PM,15.187,,,,,
340,10/31/2025 07:30:00 PM,15.187,,,,,
341,10/31/2025 07:40:00 PM,15.187,,,,,
342,10/31/2025 07:50:00 PM,15.187,,,,,
343,10/31/2025 08:00:00 PM,15.187,,,,,
344,10/31/2025 08:10:00 PM,15.091,,,,,
345,10/31/2025 08:20:00 PM,14.996,,,,,
346,10/31/2025 08:30:00 PM,15.091,,,,,
347,10/31/2025 08:40:00 PM,15.187,,,,,
348,10/31/2025 08:50:00 PM,14.996,,,,,
349,10/31/2025 09:00:00 PM,14.900,,,,,
350,10/31/2025 09:10:00 PM,15.091,,,,,
351,10/31/2025 09:20:00 PM,15.187,,,,,
352,10/31/2025 09:30:00 PM,15.187,,,,,
353,10/31/2025 09:40:00 PM,15.187,,,,,
354,10/31/2025 09:50:00 PM,15.187,,,,,
355,10/31/2025 10:00:00 PM,15.187,,,,,
356,10/31/2025 10:10:00 PM,15.187,,,,,
357,10/31/2025 10:20:00 PM,15.091,,,,,
358,10/31/2025 10:30:00 PM,15.091,,,,,
359,10/31/2025 10:40:00 PM,15.282,,,,,
360,10/31/2025 10:50:00 PM,15.378,,,,,
361,10/31/2025 11:00:00 PM,15.378,,,,,
362,10/31/2025 11:10:00 PM,15.378,,,,,
363,10/31/2025 11:20:00 PM,15.378,,,,,
364,10/31/2025 11:30:00 PM,15.378,,,,,
365,10/31/2025 11:40:00 PM,15.473,,,,,
366,10/31/2025 11:50:00 PM,15.378,,,,,
367,11/01/2025 12:00:00 AM,15.473,,,,,
368,11/01/2025 12:10:00 AM,15.569,,,,,
369,11/01/2025 12:20:00 AM,15.664,,,,,
370,11/01/2025 12:30:00 AM,15.760,,,,,
371,11/01/2025 12:40:00 AM,15.855,,,,,
372,11/01/2025 12:50:00 AM,15.760,,,,,
373,11/01/2025 01:00:00 AM,15.951,,,,,
374,11/01/2025 01:10:00 AM,15.951,,,,,
375,11/01/2025 01:20:00 AM,16.046,,,,,
376,11/01/2025 01:30:00 AM,16.046,,,,,
377,11/01/2025 01:40:00 AM,15.951,,,,,
378,11/01/2025 01:50:00 AM,15.951,,,,,
379,11/01/2025 02:00:00 AM,15.855,,,,,
380,11/01/2025 02:10:00 AM,15.855,,,,,
381,11/01/2025 02:20:00 AM,15.760,,,,,
382,11/01/2025 02:30:00 AM,15.664,,,,,
383,11/01/2025 02:40:00 AM,15.664,,,,,
384,11/01/2025 02:50:00 AM,15.473,,,,,
385,11/01/2025 03:00:00 AM,15.569,,,,,
386,11/01/2025 03:10:00 AM,14.996,,,,,
387,11/01/2025 03:20:00 AM,14.613,,,,,
388,11/01/2025 03:30:00 AM,13.942,,,,,
389,11/01/2025 03:40:00 AM,13.173,,,,,
390,11/01/2025 03:50:00 AM,13.076,,,,,
391,11/01/2025 04:00:00 AM,13.461,,,,,
392,11/01/2025 04:10:00 AM,15.091,,,,,
393,11/01/2025 04:20:00 AM,15.760,,,,,
394,11/01/2025 04:30:00 AM,14.996,,,,,
395,11/01/2025 04:40:00 AM,15.569,,,,,
396,11/01/2025 04:50:00 AM,14.613,,,,,
397,11/01/2025 05:00:00 AM,13.654,,,,,
398,11/01/2025 05:10:00 AM,13.173,,,,,
399,11/01/2025 05:20:00 AM,13.076,,,,,
400,11/01/2025 05:30:00 AM,13.846,,,,,
401,11/01/2025 05:40:00 AM,14.613,,,,,
402,11/01/2025 05:50:00 AM,15.569,,,,,
403,11/01/2025 06:00:00 AM,15.951,,,,,
404,11/01/2025 06:10:00 AM,16.237,,,,,
405,11/01/2025 06:20:00 AM,16.141,,,,,
406,11/01/2025 06:30:00 AM,15.378,,,,,
407,11/01/2025 06:40:00 AM,13.750,,,,,
408,11/01/2025 06:50:00 AM,13.076,,,,,
409,11/01/2025 07:00:00 AM,12.594,,,,,
410,11/01/2025 07:10:00 AM,12.690,,,,,
411,11/01/2025 07:20:00 AM,14.996,,,,,
412,11/01/2025 07:30:00 AM,15.760,,,,,
413,11/01/2025 07:40:00 AM,16.046,,,,,
414,11/01/2025 07:50:00 AM,16.332,,,,,
415,11/01/2025 08:00:00 AM,16.237,,,,,
416,11/01/2025 08:10:00 AM,14.421,,,,,
417,11/01/2025 08:20:00 AM,13.750,,,,,
418,11/01/2025 08:30:00 AM,13.750,,,,,
419,11/01/2025 08:40:00 AM,14.709,,,,,
420,11/01/2025 08:50:00 AM,15.951,,,,,
421,11/01/2025 09:00:00 AM,16.427,,,,,
422,11/01/2025 09:10:00 AM,16.523,,,,,
423,11/01/2025 09:20:00 AM,16.618,,,,,
424,11/01/2025 09:30:00 AM,16.713,,,,,
425,11/01/2025 09:40:00 AM,16.332,,,,,
426,11/01/2025 09:50:00 AM,16.046,,,,,
427,11/01/2025 10:00:00 AM,16.427,,,,,
428,11/01/2025 10:10:00 AM,16.618,,,,,
429,11/01/2025 10:20:00 AM,16.713,,,,,
430,11/01/2025 10:30:00 AM,16.808,,,,,
431,11/01/2025 10:40:00 AM,17.094,,,,,
432,11/01/2025 10:50:00 AM,17.284,,,,,
433,11/01/2025 11:00:00 AM,17.570,,,,,
434,11/01/2025 11:10:00 AM,17.760,,,,,
435,11/01/2025 11:20:00 AM,17.855,,,,,
436,11/01/2025 11:30:00 AM,17.855,,,,,
437,11/01/2025 11:40:00 AM,17.950,,,,,
438,11/01/2025 11:50:00 AM,17.950,,,,,
439,11/01/2025 12:00:00 PM,17.855,,,,,
440,11/01/2025 12:10:00 PM,17.855,,,,,
441,11/01/2025 12:20:00 PM,17.760,,,,,
442,11/01/2025 12:30:00 PM,17.665,,,,,
443,11/01/2025 12:40:00 PM,17.665,,,,,
444,11/01/2025 12:50:00 PM,17.665,,,,,
445,11/01/2025 01:00:00 PM,17.760,,,,,
446,11/01/2025 01:10:00 PM,17.665,,,,,
447,11/01/2025 01:20:00 PM,17.570,,,,,
448,11/01/2025 01:30:00 PM,17.570,,,,,
449,11/01/2025 01:40:00 PM,17.475,,,,,
450,11/01/2025 01:50:00 PM,17.760,,,,,
451,11/01/2025 02:00:00 PM,17.760,,,,,
452,11/01/2025 02:10:00 PM,17.665,,,,,
453,11/01/2025 02:20:00 PM,17.570,,,,,
454,11/01/2025 02:30:00 PM,17.570,,,,,
455,11/01/2025 02:40:00 PM,17.570,,,,,
456,11/01/2025 02:50:00 PM,17.475,,,,,
457,11/01/2025 03:00:00 PM,17.379,,,,,
458,11/01/2025 03:10:00 PM,17.475,,,,,
459,11/01/2025 03:20:00 PM,17.379,,,,,
460,11/01/2025 03:30:00 PM,17.379,,,,,
461,11/01/2025 03:40:00 PM,17.379,,,,,
462,11/01/2025 03:50:00 PM,17.284,,,,,
463,11/01/2025 04:00:00 PM,17.284,,,,,
464,11/01/2025 04:10:00 PM,17.094,,,,,
465,11/01/2025 04:20:00 PM,16.713,,,,,
466,11/01/2025 04:30:00 PM,16.427,,,,,
467,11/01/2025 04:40:00 PM,16.427,,,,,
468,11/01/2025 04:50:00 PM,16.141,,,,,
469,11/01/2025 05:00:00 PM,15.951,,,,,
470,11/01/2025 05:10:00 PM,15.760,,,,,
471,11/01/2025 05:20:00 PM,15.760,,,,,
472,11/01/2025 05:30:00 PM,15.664,,,,,
473,11/01/2025 05:40:00 PM,15.664,,,,,
474,11/01/2025 05:50:00 PM,15.760,,,,,
475,11/01/2025 06:00:00 PM,15.569,,,,,
476,11/01/2025 06:10:00 PM,15.664,,,,,
477,11/01/2025 06:20:00 PM,15.664,,,,,
478,11/01/2025 06:30:00 PM,15.378,,,,,
479,11/01/2025 06:40:00 PM,14.996,,,,,
480,11/01/2025 06:50:00 PM,14.996,,,,,
481,11/01/2025 07:00:00 PM,14.996,,,,,
482,11/01/2025 07:10:00 PM,14.325,,,,,
483,11/01/2025 07:20:00 PM,13.461,,,,,
484,11/01/2025 07:30:00 PM,12.980,,,,,
485,11/01/2025 07:40:00 PM,12.690,,,,,
486,11/01/2025 07:50:00 PM,12.594,,,,,
487,11/01/2025 08:00:00 PM,12.401,,,,,
488,11/01/2025 08:10:00 PM,12.207,,,,,
489,11/01/2025 08:20:00 PM,12.207,,,,,
490,11/01/2025 08:30:00 PM,12.110,,,,,
491,11/01/2025 08:40:00 PM,12.207,,,,,
492,11/01/2025 08:50:00 PM,12.110,,,,,
493,11/01/2025 09:00:00 PM,12.013,,,,,
494,11/01/2025 09:10:00 PM,11.916,,,,,
495,11/01/2025 09:20:00 PM,11.916,,,,,
496,11/01/2025 09:30:00 PM,11.819,,,,,
497,11/01/2025 09:40:00 PM,11.819,,,,,
498,11/01/2025 09:50:00 PM,11.722,,,,,
499,11/01/2025 10:00:00 PM,11.722,,,,,
500,11/01/2025 10:10:00 PM,11.722,,,,,
501,11/01/2025 10:20:00 PM,11.722,,,,,
502,11/01/2025 10:30:00 PM,11.722,,,,,
503,11/01/2025 10:40:00 PM,11.722,,,,,
504,11/01/2025 10:50:00 PM,11.722,,,,,
505,11/01/2025 11:00:00 PM,11.722,,,,,
506,11/01/2025 11:10:00 PM,11.819,,,,,
