"Plot Title: 10760762"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760762, SEN S/N: 10760762, LBL: temp)","Coupler Attached (LGR S/N: 10760762)","Host Connected (LGR S/N: 10760762)","Stopped (LGR S/N: 10760762)","End Of File (LGR S/N: 10760762)"
152,10/30/2025 12:10:00 PM,13.269,,,,
153,10/30/2025 12:20:00 PM,12.883,,,,
154,10/30/2025 12:30:00 PM,13.365,,,,
155,10/30/2025 12:40:00 PM,13.173,,,,
156,10/30/2025 12:50:00 PM,12.980,,,,
157,10/30/2025 01:00:00 PM,12.980,,,,
158,10/30/2025 01:10:00 PM,13.269,,,,
159,10/30/2025 01:20:00 PM,13.461,,,,
160,10/30/2025 01:30:00 PM,13.461,,,,
161,10/30/2025 01:40:00 PM,13.654,,,,
162,10/30/2025 01:50:00 PM,14.038,,,,
163,10/30/2025 02:00:00 PM,13.942,,,,
164,10/30/2025 02:10:00 PM,13.654,,,,
165,10/30/2025 02:20:00 PM,14.613,,,,
166,10/30/2025 02:30:00 PM,14.421,,,,
167,10/30/2025 02:40:00 PM,14.038,,,,
168,10/30/2025 02:50:00 PM,13.654,,,,
169,10/30/2025 03:00:00 PM,13.076,,,,
170,10/30/2025 03:10:00 PM,12.980,,,,
171,10/30/2025 03:20:00 PM,13.173,,,,
172,10/30/2025 03:30:00 PM,12.883,,,,
173,10/30/2025 03:40:00 PM,12.690,,,,
174,10/30/2025 03:50:00 PM,12.594,,,,
175,10/30/2025 04:00:00 PM,12.304,,,,
176,10/30/2025 04:10:00 PM,12.110,,,,
177,10/30/2025 04:20:00 PM,11.819,,,,
178,10/30/2025 04:30:00 PM,11.431,,,,
179,10/30/2025 04:40:00 PM,11.236,,,,
180,10/30/2025 04:50:00 PM,10.944,,,,
181,10/30/2025 05:00:00 PM,10.846,,,,
182,10/30/2025 05:10:00 PM,10.553,,,,
183,10/30/2025 05:20:00 PM,10.455,,,,
184,10/30/2025 05:30:00 PM,10.455,,,,
185,10/30/2025 05:40:00 PM,10.357,,,,
186,10/30/2025 05:50:00 PM,10.259,,,,
187,10/30/2025 06:00:00 PM,10.161,,,,
188,10/30/2025 06:10:00 PM,10.063,,,,
189,10/30/2025 06:20:00 PM,9.965,,,,
190,10/30/2025 06:30:00 PM,9.965,,,,
191,10/30/2025 06:40:00 PM,9.866,,,,
192,10/30/2025 06:50:00 PM,9.768,,,,
193,10/30/2025 07:00:00 PM,9.571,,,,
194,10/30/2025 07:10:00 PM,9.571,,,,
195,10/30/2025 07:20:00 PM,9.571,,,,
196,10/30/2025 07:30:00 PM,9.571,,,,
197,10/30/2025 07:40:00 PM,9.472,,,,
198,10/30/2025 07:50:00 PM,9.373,,,,
199,10/30/2025 08:00:00 PM,9.275,,,,
200,10/30/2025 08:10:00 PM,9.275,,,,
201,10/30/2025 08:20:00 PM,9.275,,,,
202,10/30/2025 08:30:00 PM,9.373,,,,
203,10/30/2025 08:40:00 PM,9.472,,,,
204,10/30/2025 08:50:00 PM,9.373,,,,
205,10/30/2025 09:00:00 PM,8.978,,,,
206,10/30/2025 09:10:00 PM,8.779,,,,
207,10/30/2025 09:20:00 PM,8.581,,,,
208,10/30/2025 09:30:00 PM,8.481,,,,
209,10/30/2025 09:40:00 PM,8.382,,,,
210,10/30/2025 09:50:00 PM,8.481,,,,
211,10/30/2025 10:00:00 PM,8.581,,,,
212,10/30/2025 10:10:00 PM,8.779,,,,
213,10/30/2025 10:20:00 PM,8.879,,,,
214,10/30/2025 10:30:00 PM,8.879,,,,
215,10/30/2025 10:40:00 PM,8.779,,,,
216,10/30/2025 10:50:00 PM,8.680,,,,
217,10/30/2025 11:00:00 PM,8.779,,,,
218,10/30/2025 11:10:00 PM,8.779,,,,
219,10/30/2025 11:20:00 PM,8.779,,,,
220,10/30/2025 11:30:00 PM,8.879,,,,
221,10/30/2025 11:40:00 PM,8.879,,,,
222,10/30/2025 11:50:00 PM,8.978,,,,
223,10/31/2025 12:00:00 AM,8.978,,,,
224,10/31/2025 12:10:00 AM,8.978,,,,
225,10/31/2025 12:20:00 AM,8.879,,,,
226,10/31/2025 12:30:00 AM,8.779,,,,
227,10/31/2025 12:40:00 AM,8.779,,,,
228,10/31/2025 12:50:00 AM,8.581,,,,
229,10/31/2025 01:00:00 AM,8.581,,,,
230,10/31/2025 01:10:00 AM,8.481,,,,
231,10/31/2025 01:20:00 AM,8.282,,,,
232,10/31/2025 01:30:00 AM,8.182,,,,
233,10/31/2025 01:40:00 AM,7.782,,,,
234,10/31/2025 01:50:00 AM,7.682,,,,
235,10/31/2025 02:00:00 AM,7.983,,,,
236,10/31/2025 02:10:00 AM,8.282,,,,
237,10/31/2025 02:20:00 AM,8.481,,,,
238,10/31/2025 02:30:00 AM,8.581,,,,
239,10/31/2025 02:40:00 AM,8.581,,,,
240,10/31/2025 02:50:00 AM,8.382,,,,
241,10/31/2025 03:00:00 AM,8.382,,,,
242,10/31/2025 03:10:00 AM,8.282,,,,
243,10/31/2025 03:20:00 AM,8.282,,,,
244,10/31/2025 03:30:00 AM,8.282,,,,
245,10/31/2025 03:40:00 AM,8.182,,,,
246,10/31/2025 03:50:00 AM,8.182,,,,
247,10/31/2025 04:00:00 AM,8.182,,,,
248,10/31/2025 04:10:00 AM,7.983,,,,
249,10/31/2025 04:20:00 AM,7.882,,,,
250,10/31/2025 04:30:00 AM,7.983,,,,
251,10/31/2025 04:40:00 AM,8.182,,,,
252,10/31/2025 04:50:00 AM,8.282,,,,
253,10/31/2025 05:00:00 AM,8.382,,,,
254,10/31/2025 05:10:00 AM,8.282,,,,
255,10/31/2025 05:20:00 AM,7.983,,,,
256,10/31/2025 05:30:00 AM,7.682,,,,
257,10/31/2025 05:40:00 AM,7.682,,,,
258,10/31/2025 05:50:00 AM,7.682,,,,
259,10/31/2025 06:00:00 AM,7.481,,,,
260,10/31/2025 06:10:00 AM,7.582,,,,
261,10/31/2025 06:20:00 AM,7.782,,,,
262,10/31/2025 06:30:00 AM,7.782,,,,
263,10/31/2025 06:40:00 AM,7.882,,,,
264,10/31/2025 06:50:00 AM,7.882,,,,
265,10/31/2025 07:00:00 AM,7.983,,,,
266,10/31/2025 07:10:00 AM,8.182,,,,
267,10/31/2025 07:20:00 AM,8.182,,,,
268,10/31/2025 07:30:00 AM,8.082,,,,
269,10/31/2025 07:40:00 AM,8.082,,,,
270,10/31/2025 07:50:00 AM,8.082,,,,
271,10/31/2025 08:00:00 AM,8.182,,,,
272,10/31/2025 08:10:00 AM,8.481,,,,
273,10/31/2025 08:20:00 AM,9.176,,,,
274,10/31/2025 08:30:00 AM,9.669,,,,
275,10/31/2025 08:40:00 AM,9.768,,,,
276,10/31/2025 08:50:00 AM,10.357,,,,
277,10/31/2025 09:00:00 AM,10.553,,,,
278,10/31/2025 09:10:00 AM,10.259,,,,
279,10/31/2025 09:20:00 AM,10.063,,,,
280,10/31/2025 09:30:00 AM,10.259,,,,
281,10/31/2025 09:40:00 AM,11.041,,,,
282,10/31/2025 09:50:00 AM,11.625,,,,
283,10/31/2025 10:00:00 AM,11.916,,,,
284,10/31/2025 10:10:00 AM,12.304,,,,
285,10/31/2025 10:20:00 AM,12.980,,,,
286,10/31/2025 10:30:00 AM,13.942,,,,
287,10/31/2025 10:40:00 AM,13.750,,,,
288,10/31/2025 10:50:00 AM,12.401,,,,
289,10/31/2025 11:00:00 AM,12.690,,,,
290,10/31/2025 11:10:00 AM,12.497,,,,
291,10/31/2025 11:20:00 AM,13.076,,,,
292,10/31/2025 11:30:00 AM,13.846,,,,
293,10/31/2025 11:40:00 AM,14.134,,,,
294,10/31/2025 11:50:00 AM,13.558,,,,
295,10/31/2025 12:00:00 PM,13.942,,,,
296,10/31/2025 12:10:00 PM,14.134,,,,
297,10/31/2025 12:20:00 PM,14.421,,,,
298,10/31/2025 12:30:00 PM,14.613,,,,
299,10/31/2025 12:40:00 PM,14.230,,,,
300,10/31/2025 12:50:00 PM,13.942,,,,
301,10/31/2025 01:00:00 PM,14.613,,,,
302,10/31/2025 01:10:00 PM,14.996,,,,
303,10/31/2025 01:20:00 PM,14.996,,,,
304,10/31/2025 01:30:00 PM,15.187,,,,
305,10/31/2025 01:40:00 PM,15.187,,,,
306,10/31/2025 01:50:00 PM,15.378,,,,
307,10/31/2025 02:00:00 PM,15.473,,,,
308,10/31/2025 02:10:00 PM,15.187,,,,
309,10/31/2025 02:20:00 PM,15.091,,,,
310,10/31/2025 02:30:00 PM,15.091,,,,
311,10/31/2025 02:40:00 PM,15.187,,,,
312,10/31/2025 02:50:00 PM,15.187,,,,
313,10/31/2025 03:00:00 PM,15.187,,,,
314,10/31/2025 03:10:00 PM,14.996,,,,
315,10/31/2025 03:20:00 PM,14.996,,,,
316,10/31/2025 03:30:00 PM,14.804,,,,
317,10/31/2025 03:40:00 PM,14.613,,,,
318,10/31/2025 03:50:00 PM,14.517,,,,
319,10/31/2025 04:00:00 PM,14.325,,,,
320,10/31/2025 04:10:00 PM,14.134,,,,
321,10/31/2025 04:20:00 PM,14.038,,,,
322,10/31/2025 04:30:00 PM,13.942,,,,
323,10/31/2025 04:40:00 PM,13.846,,,,
324,10/31/2025 04:50:00 PM,13.750,,,,
325,10/31/2025 05:00:00 PM,13.654,,,,
326,10/31/2025 05:10:00 PM,13.461,,,,
327,10/31/2025 05:20:00 PM,13.558,,,,
328,10/31/2025 05:30:00 PM,13.461,,,,
329,10/31/2025 05:40:00 PM,13.558,,,,
330,10/31/2025 05:50:00 PM,13.654,,,,
331,10/31/2025 06:00:00 PM,13.654,,,,
332,10/31/2025 06:10:00 PM,13.654,,,,
333,10/31/2025 06:20:00 PM,13.558,,,,
334,10/31/2025 06:30:00 PM,13.558,,,,
335,10/31/2025 06:40:00 PM,13.558,,,,
336,10/31/2025 06:50:00 PM,13.558,,,,
337,10/31/2025 07:00:00 PM,13.461,,,,
338,10/31/2025 07:10:00 PM,13.461,,,,
339,10/31/2025 07:20:00 PM,13.461,,,,
340,10/31/2025 07:30:00 PM,13.365,,,,
341,10/31/2025 07:40:00 PM,13.558,,,,
342,10/31/2025 07:50:00 PM,13.654,,,,
343,10/31/2025 08:00:00 PM,13.750,,,,
344,10/31/2025 08:10:00 PM,13.750,,,,
345,10/31/2025 08:20:00 PM,13.846,,,,
346,10/31/2025 08:30:00 PM,13.846,,,,
347,10/31/2025 08:40:00 PM,13.942,,,,
348,10/31/2025 08:50:00 PM,14.134,,,,
349,10/31/2025 09:00:00 PM,14.230,,,,
350,10/31/2025 09:10:00 PM,14.038,,,,
351,10/31/2025 09:20:00 PM,13.942,,,,
352,10/31/2025 09:30:00 PM,14.038,,,,
353,10/31/2025 09:40:00 PM,14.134,,,,
354,10/31/2025 09:50:00 PM,14.134,,,,
355,10/31/2025 10:00:00 PM,14.230,,,,
356,10/31/2025 10:10:00 PM,14.230,,,,
357,10/31/2025 10:20:00 PM,14.134,,,,
358,10/31/2025 10:30:00 PM,14.038,,,,
359,10/31/2025 10:40:00 PM,14.038,,,,
360,10/31/2025 10:50:00 PM,14.134,,,,
361,10/31/2025 11:00:00 PM,14.230,,,,
362,10/31/2025 11:10:00 PM,14.134,,,,
363,10/31/2025 11:20:00 PM,14.134,,,,
364,10/31/2025 11:30:00 PM,14.325,,,,
365,10/31/2025 11:40:00 PM,14.517,,,,
366,10/31/2025 11:50:00 PM,14.804,,,,
367,11/01/2025 12:00:00 AM,14.900,,,,
368,11/01/2025 12:10:00 AM,14.804,,,,
369,11/01/2025 12:20:00 AM,14.709,,,,
370,11/01/2025 12:30:00 AM,14.804,,,,
371,11/01/2025 12:40:00 AM,14.900,,,,
372,11/01/2025 12:50:00 AM,15.187,,,,
373,11/01/2025 01:00:00 AM,15.187,,,,
374,11/01/2025 01:10:00 AM,15.187,,,,
375,11/01/2025 01:20:00 AM,15.282,,,,
376,11/01/2025 01:30:00 AM,15.282,,,,
377,11/01/2025 01:40:00 AM,15.282,,,,
378,11/01/2025 01:50:00 AM,15.282,,,,
379,11/01/2025 02:00:00 AM,15.378,,,,
380,11/01/2025 02:10:00 AM,15.187,,,,
381,11/01/2025 02:20:00 AM,15.187,,,,
382,11/01/2025 02:30:00 AM,15.091,,,,
383,11/01/2025 02:40:00 AM,14.996,,,,
384,11/01/2025 02:50:00 AM,14.996,,,,
385,11/01/2025 03:00:00 AM,14.900,,,,
386,11/01/2025 03:10:00 AM,14.804,,,,
387,11/01/2025 03:20:00 AM,14.804,,,,
388,11/01/2025 03:30:00 AM,14.900,,,,
389,11/01/2025 03:40:00 AM,14.325,,,,
390,11/01/2025 03:50:00 AM,13.846,,,,
391,11/01/2025 04:00:00 AM,14.134,,,,
392,11/01/2025 04:10:00 AM,14.038,,,,
393,11/01/2025 04:20:00 AM,14.038,,,,
394,11/01/2025 04:30:00 AM,14.230,,,,
395,11/01/2025 04:40:00 AM,14.325,,,,
396,11/01/2025 04:50:00 AM,14.325,,,,
397,11/01/2025 05:00:00 AM,14.325,,,,
398,11/01/2025 05:10:00 AM,14.421,,,,
399,11/01/2025 05:20:00 AM,14.325,,,,
400,11/01/2025 05:30:00 AM,14.421,,,,
401,11/01/2025 05:40:00 AM,14.613,,,,
402,11/01/2025 05:50:00 AM,14.709,,,,
403,11/01/2025 06:00:00 AM,14.517,,,,
404,11/01/2025 06:10:00 AM,14.421,,,,
405,11/01/2025 06:20:00 AM,14.230,,,,
406,11/01/2025 06:30:00 AM,14.038,,,,
407,11/01/2025 06:40:00 AM,13.846,,,,
408,11/01/2025 06:50:00 AM,13.654,,,,
409,11/01/2025 07:00:00 AM,13.654,,,,
410,11/01/2025 07:10:00 AM,13.461,,,,
411,11/01/2025 07:20:00 AM,13.461,,,,
412,11/01/2025 07:30:00 AM,13.461,,,,
413,11/01/2025 07:40:00 AM,13.558,,,,
414,11/01/2025 07:50:00 AM,13.942,,,,
415,11/01/2025 08:00:00 AM,14.517,,,,
416,11/01/2025 08:10:00 AM,14.900,,,,
417,11/01/2025 08:20:00 AM,14.996,,,,
418,11/01/2025 08:30:00 AM,15.091,,,,
419,11/01/2025 08:40:00 AM,15.187,,,,
420,11/01/2025 08:50:00 AM,15.378,,,,
421,11/01/2025 09:00:00 AM,15.378,,,,
422,11/01/2025 09:10:00 AM,15.569,,,,
423,11/01/2025 09:20:00 AM,15.951,,,,
424,11/01/2025 09:30:00 AM,16.046,,,,
425,11/01/2025 09:40:00 AM,16.237,,,,
426,11/01/2025 09:50:00 AM,16.046,,,,
427,11/01/2025 10:00:00 AM,15.760,,,,
428,11/01/2025 10:10:00 AM,15.569,,,,
429,11/01/2025 10:20:00 AM,15.569,,,,
430,11/01/2025 10:30:00 AM,15.760,,,,
431,11/01/2025 10:40:00 AM,15.951,,,,
432,11/01/2025 10:50:00 AM,16.046,,,,
433,11/01/2025 11:00:00 AM,16.332,,,,
434,11/01/2025 11:10:00 AM,16.713,,,,
435,11/01/2025 11:20:00 AM,16.808,,,,
436,11/01/2025 11:30:00 AM,16.903,,,,
437,11/01/2025 11:40:00 AM,16.999,,,,
438,11/01/2025 11:50:00 AM,17.094,,,,
439,11/01/2025 12:00:00 PM,17.284,,,,
440,11/01/2025 12:10:00 PM,17.379,,,,
441,11/01/2025 12:20:00 PM,17.379,,,,
442,11/01/2025 12:30:00 PM,17.284,,,,
443,11/01/2025 12:40:00 PM,17.189,,,,
444,11/01/2025 12:50:00 PM,17.189,,,,
445,11/01/2025 01:00:00 PM,17.094,,,,
446,11/01/2025 01:10:00 PM,16.999,,,,
447,11/01/2025 01:20:00 PM,16.903,,,,
448,11/01/2025 01:30:00 PM,16.903,,,,
449,11/01/2025 01:40:00 PM,16.903,,,,
450,11/01/2025 01:50:00 PM,16.903,,,,
451,11/01/2025 02:00:00 PM,16.903,,,,
452,11/01/2025 02:10:00 PM,16.903,,,,
453,11/01/2025 02:20:00 PM,16.903,,,,
454,11/01/2025 02:30:00 PM,16.999,,,,
455,11/01/2025 02:40:00 PM,16.999,,,,
456,11/01/2025 02:50:00 PM,17.094,,,,
457,11/01/2025 03:00:00 PM,17.189,,,,
458,11/01/2025 03:10:00 PM,17.189,,,,
459,11/01/2025 03:20:00 PM,17.094,,,,
460,11/01/2025 03:30:00 PM,16.999,,,,
461,11/01/2025 03:40:00 PM,16.903,,,,
462,11/01/2025 03:50:00 PM,16.999,,,,
463,11/01/2025 04:00:00 PM,16.903,,,,
464,11/01/2025 04:10:00 PM,16.713,,,,
465,11/01/2025 04:20:00 PM,16.523,,,,
466,11/01/2025 04:30:00 PM,16.141,,,,
467,11/01/2025 04:40:00 PM,15.951,,,,
468,11/01/2025 04:50:00 PM,15.760,,,,
469,11/01/2025 05:00:00 PM,15.282,,,,
470,11/01/2025 05:10:00 PM,15.187,,,,
471,11/01/2025 05:20:00 PM,15.091,,,,
472,11/01/2025 05:30:00 PM,14.996,,,,
473,11/01/2025 05:40:00 PM,14.900,,,,
474,11/01/2025 05:50:00 PM,14.804,,,,
475,11/01/2025 06:00:00 PM,14.613,,,,
476,11/01/2025 06:10:00 PM,14.517,,,,
477,11/01/2025 06:20:00 PM,14.517,,,,
478,11/01/2025 06:30:00 PM,14.517,,,,
479,11/01/2025 06:40:00 PM,14.230,,,,
480,11/01/2025 06:50:00 PM,14.134,,,,
481,11/01/2025 07:00:00 PM,14.134,,,,
482,11/01/2025 07:10:00 PM,13.942,,,,
483,11/01/2025 07:20:00 PM,13.269,,,,
484,11/01/2025 07:30:00 PM,12.690,,,,
485,11/01/2025 07:40:00 PM,12.401,,,,
486,11/01/2025 07:50:00 PM,12.207,,,,
487,11/01/2025 08:00:00 PM,12.110,,,,
488,11/01/2025 08:10:00 PM,12.013,,,,
489,11/01/2025 08:20:00 PM,12.013,,,,
490,11/01/2025 08:30:00 PM,11.916,,,,
491,11/01/2025 08:40:00 PM,11.916,,,,
492,11/01/2025 08:50:00 PM,11.819,,,,
493,11/01/2025 09:00:00 PM,11.722,,,,
494,11/01/2025 09:10:00 PM,11.625,,,,
495,11/01/2025 09:20:00 PM,11.528,,,,
496,11/01/2025 09:30:00 PM,11.528,,,,
497,11/01/2025 09:40:00 PM,11.431,,,,
498,11/01/2025 09:50:00 PM,11.431,,,,
499,11/01/2025 10:00:00 PM,11.431,,,,
500,11/01/2025 10:10:00 PM,11.431,,,,
501,11/01/2025 10:20:00 PM,11.431,,,,
502,11/01/2025 10:30:00 PM,11.431,,,,
503,11/01/2025 10:40:00 PM,11.528,,,,
504,11/01/2025 10:50:00 PM,11.528,,,,
505,11/01/2025 11:00:00 PM,11.528,,,,
506,11/01/2025 11:10:00 PM,11.528,,,,
507,11/01/2025 11:20:00 PM,11.528,,,,
508,11/01/2025 11:30:00 PM,11.528,,,,
509,11/01/2025 11:40:00 PM,11.431,,,,
510,11/01/2025 11:50:00 PM,11.431,,,,
511,11/02/2025 12:00:00 AM,11.334,,,,
512,11/02/2025 12:10:00 AM,11.236,,,,
513,11/02/2025 12:20:00 AM,11.139,,,,
514,11/02/2025 12:30:00 AM,11.041,,,,
515,11/02/2025 12:40:00 AM,10.846,,,,
516,11/02/2025 12:50:00 AM,10.748,,,,
517,11/02/2025 01:00:00 AM,10.553,,,,
518,11/02/2025 01:10:00 AM,10.455,,,,
519,11/02/2025 01:20:00 AM,10.161,,,,
520,11/02/2025 01:30:00 AM,10.063,,,,
521,11/02/2025 01:40:00 AM,10.063,,,,
522,11/02/2025 01:50:00 AM,9.965,,,,
523,11/02/2025 02:00:00 AM,9.965,,,,
524,11/02/2025 02:10:00 AM,10.063,,,,
525,11/02/2025 02:20:00 AM,10.063,,,,
526,11/02/2025 02:30:00 AM,10.161,,,,
527,11/02/2025 02:40:00 AM,10.063,,,,
