"Plot Title: Experiment"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347362, SEN S/N: 10347362)","Intensity, Lux (LGR S/N: 10347362, SEN S/N: 10347362)","Coupler Attached (LGR S/N: 10347362)","Coupler Detached (LGR S/N: 10347362)","Host Connected (LGR S/N: 10347362)","Stopped (LGR S/N: 10347362)","End Of File (LGR S/N: 10347362)"
51,10/23/23 06:20:00 AM,6.370,0.0,,,,,
52,10/23/23 06:30:00 AM,6.471,0.0,,,,,
53,10/23/23 06:40:00 AM,6.573,0.0,,,,,
54,10/23/23 06:50:00 AM,6.573,21.5,,,,,
55,10/23/23 07:00:00 AM,6.471,53.8,,,,,
56,10/23/23 07:10:00 AM,6.573,183.0,,,,,
57,10/23/23 07:20:00 AM,6.674,527.4,,,,,
58,10/23/23 07:30:00 AM,6.775,721.2,,,,,
59,10/23/23 07:40:00 AM,7.079,861.1,,,,,
60,10/23/23 07:50:00 AM,7.582,1334.7,,,,,
61,10/23/23 08:00:00 AM,7.983,1808.3,,,,,
62,10/23/23 08:10:00 AM,8.382,2066.7,,,,,
63,10/23/23 08:20:00 AM,8.680,1980.6,,,,,
64,10/23/23 08:30:00 AM,8.879,2066.7,,,,,
65,10/23/23 08:40:00 AM,9.176,2583.4,,,,,
66,10/23/23 08:50:00 AM,9.472,3788.9,,,,,
67,10/23/23 09:00:00 AM,9.866,4305.6,,,,,
68,10/23/23 09:10:00 AM,9.965,3616.7,,,,,
69,10/23/23 09:20:00 AM,9.275,2583.4,,,,,
70,10/23/23 09:30:00 AM,8.978,3444.5,,,,,
71,10/23/23 09:40:00 AM,9.176,4994.5,,,,,
72,10/23/23 09:50:00 AM,10.161,7577.8,,,,,
73,10/23/23 10:00:00 AM,10.651,5166.7,,,,,
74,10/23/23 10:10:00 AM,10.944,5511.1,,,,,
75,10/23/23 10:20:00 AM,10.944,8266.7,,,,,
76,10/23/23 10:30:00 AM,11.041,5166.7,,,,,
77,10/23/23 10:40:00 AM,10.651,3100.0,,,,,
78,10/23/23 10:50:00 AM,10.651,5166.7,,,,,
79,10/23/23 11:00:00 AM,10.651,2927.8,,,,,
80,10/23/23 11:10:00 AM,10.455,2238.9,,,,,
81,10/23/23 11:20:00 AM,10.455,2325.0,,,,,
82,10/23/23 11:30:00 AM,10.748,3444.5,,,,,
83,10/23/23 11:40:00 AM,11.041,5166.7,,,,,
84,10/23/23 11:50:00 AM,11.334,4650.0,,,,,
85,10/23/23 12:00:00 PM,11.236,4994.5,,,,,
86,10/23/23 12:10:00 PM,11.236,6200.0,,,,,
87,10/23/23 12:20:00 PM,11.334,6544.5,,,,,
88,10/23/23 12:30:00 PM,12.207,11711.2,,,,,
89,10/23/23 12:40:00 PM,12.110,6200.0,,,,,
90,10/23/23 12:50:00 PM,11.722,5166.7,,,,,
91,10/23/23 01:00:00 PM,11.528,8266.7,,,,,
92,10/23/23 01:10:00 PM,12.207,9644.5,,,,,
93,10/23/23 01:20:00 PM,12.401,9300.1,,,,,
94,10/23/23 01:30:00 PM,12.304,8266.7,,,,,
95,10/23/23 01:40:00 PM,12.401,7233.4,,,,,
96,10/23/23 01:50:00 PM,12.883,11711.2,,,,,
97,10/23/23 02:00:00 PM,13.654,11022.3,,,,,
98,10/23/23 02:10:00 PM,13.558,8611.2,,,,,
99,10/23/23 02:20:00 PM,13.942,9300.1,,,,,
100,10/23/23 02:30:00 PM,13.558,7577.8,,,,,
101,10/23/23 02:40:00 PM,13.654,6544.5,,,,,
102,10/23/23 02:50:00 PM,13.173,4305.6,,,,,
103,10/23/23 03:00:00 PM,13.269,5511.1,,,,,
104,10/23/23 03:10:00 PM,13.461,5338.9,,,,,
105,10/23/23 03:20:00 PM,13.461,5338.9,,,,,
106,10/23/23 03:30:00 PM,13.269,4650.0,,,,,
107,10/23/23 03:40:00 PM,12.594,3444.5,,,,,
108,10/23/23 03:50:00 PM,12.304,3616.7,,,,,
109,10/23/23 04:00:00 PM,12.207,3100.0,,,,,
110,10/23/23 04:10:00 PM,11.819,2669.5,,,,,
111,10/23/23 04:20:00 PM,11.722,1980.6,,,,,
112,10/23/23 04:30:00 PM,11.528,1722.2,,,,,
113,10/23/23 04:40:00 PM,11.334,1119.5,,,,,
114,10/23/23 04:50:00 PM,11.334,624.3,,,,,
115,10/23/23 05:00:00 PM,11.236,279.9,,,,,
116,10/23/23 05:10:00 PM,11.236,226.0,,,,,
117,10/23/23 05:20:00 PM,11.139,64.6,,,,,
118,10/23/23 05:30:00 PM,10.944,10.8,,,,,
119,10/23/23 05:40:00 PM,10.944,0.0,,,,,
120,10/23/23 05:50:00 PM,10.944,0.0,,,,,
121,10/23/23 06:00:00 PM,10.846,0.0,,,,,
122,10/23/23 06:10:00 PM,10.846,0.0,,,,,
123,10/23/23 06:20:00 PM,10.748,0.0,,,,,
124,10/23/23 06:30:00 PM,10.748,0.0,,,,,
125,10/23/23 06:40:00 PM,10.651,0.0,,,,,
126,10/23/23 06:50:00 PM,10.553,0.0,,,,,
127,10/23/23 07:00:00 PM,10.553,0.0,,,,,
128,10/23/23 07:10:00 PM,10.357,0.0,,,,,
129,10/23/23 07:20:00 PM,10.357,0.0,,,,,
130,10/23/23 07:30:00 PM,10.455,0.0,,,,,
131,10/23/23 07:40:00 PM,10.357,0.0,,,,,
132,10/23/23 07:50:00 PM,10.357,0.0,,,,,
133,10/23/23 08:00:00 PM,10.357,0.0,,,,,
134,10/23/23 08:10:00 PM,10.455,0.0,,,,,
135,10/23/23 08:20:00 PM,10.455,0.0,,,,,
136,10/23/23 08:30:00 PM,10.553,0.0,,,,,
137,10/23/23 08:40:00 PM,10.651,0.0,,,,,
138,10/23/23 08:50:00 PM,10.651,0.0,,,,,
139,10/23/23 09:00:00 PM,10.553,0.0,,,,,
140,10/23/23 09:10:00 PM,10.651,0.0,,,,,
141,10/23/23 09:20:00 PM,10.846,0.0,,,,,
142,10/23/23 09:30:00 PM,11.041,0.0,,,,,
143,10/23/23 09:40:00 PM,11.139,0.0,,,,,
144,10/23/23 09:50:00 PM,11.236,0.0,,,,,
145,10/23/23 10:00:00 PM,11.334,0.0,,,,,
146,10/23/23 10:10:00 PM,11.334,0.0,,,,,
147,10/23/23 10:20:00 PM,11.431,0.0,,,,,
148,10/23/23 10:30:00 PM,11.236,0.0,,,,,
149,10/23/23 10:40:00 PM,10.748,0.0,,,,,
150,10/23/23 10:50:00 PM,10.553,0.0,,,,,
151,10/23/23 11:00:00 PM,10.455,0.0,,,,,
152,10/23/23 11:10:00 PM,10.455,0.0,,,,,
153,10/23/23 11:20:00 PM,10.357,0.0,,,,,
154,10/23/23 11:30:00 PM,10.455,0.0,,,,,
155,10/23/23 11:40:00 PM,10.357,0.0,,,,,
156,10/23/23 11:50:00 PM,10.357,0.0,,,,,
157,10/24/23 12:00:00 AM,10.357,0.0,,,,,
158,10/24/23 12:10:00 AM,10.357,0.0,,,,,
159,10/24/23 12:20:00 AM,10.357,0.0,,,,,
160,10/24/23 12:30:00 AM,10.357,0.0,,,,,
161,10/24/23 12:40:00 AM,10.357,0.0,,,,,
162,10/24/23 12:50:00 AM,10.357,0.0,,,,,
163,10/24/23 01:00:00 AM,10.259,0.0,,,,,
164,10/24/23 01:10:00 AM,10.259,0.0,,,,,
165,10/24/23 01:20:00 AM,10.259,0.0,,,,,
166,10/24/23 01:30:00 AM,10.259,0.0,,,,,
167,10/24/23 01:40:00 AM,10.259,0.0,,,,,
168,10/24/23 01:50:00 AM,10.357,0.0,,,,,
169,10/24/23 02:00:00 AM,10.455,0.0,,,,,
170,10/24/23 02:10:00 AM,10.553,0.0,,,,,
171,10/24/23 02:20:00 AM,10.651,0.0,,,,,
172,10/24/23 02:30:00 AM,10.553,0.0,,,,,
173,10/24/23 02:40:00 AM,10.455,0.0,,,,,
174,10/24/23 02:50:00 AM,10.455,0.0,,,,,
175,10/24/23 03:00:00 AM,10.651,0.0,,,,,
176,10/24/23 03:10:00 AM,10.944,0.0,,,,,
177,10/24/23 03:20:00 AM,11.334,0.0,,,,,
178,10/24/23 03:30:00 AM,11.528,0.0,,,,,
179,10/24/23 03:40:00 AM,11.625,0.0,,,,,
180,10/24/23 03:50:00 AM,11.625,0.0,,,,,
181,10/24/23 04:00:00 AM,11.625,0.0,,,,,
182,10/24/23 04:10:00 AM,11.722,0.0,,,,,
183,10/24/23 04:20:00 AM,11.722,0.0,,,,,
184,10/24/23 04:30:00 AM,11.722,0.0,,,,,
185,10/24/23 04:40:00 AM,11.722,0.0,,,,,
186,10/24/23 04:50:00 AM,11.722,0.0,,,,,
187,10/24/23 05:00:00 AM,11.722,0.0,,,,,
188,10/24/23 05:10:00 AM,11.722,0.0,,,,,
189,10/24/23 05:20:00 AM,11.722,0.0,,,,,
190,10/24/23 05:30:00 AM,11.722,0.0,,,,,
191,10/24/23 05:40:00 AM,11.722,0.0,,,,,
192,10/24/23 05:50:00 AM,11.916,0.0,,,,,
193,10/24/23 06:00:00 AM,11.916,0.0,,,,,
194,10/24/23 06:10:00 AM,12.013,0.0,,,,,
195,10/24/23 06:20:00 AM,12.013,0.0,,,,,
196,10/24/23 06:30:00 AM,12.013,0.0,,,,,
197,10/24/23 06:40:00 AM,12.110,0.0,,,,,
198,10/24/23 06:50:00 AM,12.110,0.0,,,,,
199,10/24/23 07:00:00 AM,12.013,0.0,,,,,
200,10/24/23 07:10:00 AM,12.013,32.3,,,,,
201,10/24/23 07:20:00 AM,12.110,96.9,,,,,
202,10/24/23 07:30:00 AM,12.304,161.5,,,,,
203,10/24/23 07:40:00 AM,12.304,183.0,,,,,
204,10/24/23 07:50:00 AM,12.401,226.0,,,,,
205,10/24/23 08:00:00 AM,12.401,236.8,,,,,
206,10/24/23 08:10:00 AM,12.304,183.0,,,,,
207,10/24/23 08:20:00 AM,12.304,226.0,,,,,
208,10/24/23 08:30:00 AM,12.401,376.7,,,,,
209,10/24/23 08:40:00 AM,12.497,312.2,,,,,
210,10/24/23 08:50:00 AM,12.497,366.0,,,,,
211,10/24/23 09:00:00 AM,12.497,409.0,,,,,
212,10/24/23 09:10:00 AM,12.594,516.7,,,,,
213,10/24/23 09:20:00 AM,12.690,678.1,,,,,
214,10/24/23 09:30:00 AM,12.787,861.1,,,,,
215,10/24/23 09:40:00 AM,12.787,904.2,,,,,
216,10/24/23 09:50:00 AM,12.594,958.0,,,,,
217,10/24/23 10:00:00 AM,12.497,882.6,,,,,
218,10/24/23 10:10:00 AM,12.497,1162.5,,,,,
219,10/24/23 10:20:00 AM,12.497,1108.7,,,,,
220,10/24/23 10:30:00 AM,12.497,1291.7,,,,,
221,10/24/23 10:40:00 AM,12.497,1237.9,,,,,
222,10/24/23 10:50:00 AM,12.497,1463.9,,,,,
223,10/24/23 11:00:00 AM,12.497,1550.0,,,,,
224,10/24/23 11:10:00 AM,12.497,1550.0,,,,,
225,10/24/23 11:20:00 AM,12.497,2066.7,,,,,
226,10/24/23 11:30:00 AM,12.497,1980.6,,,,,
227,10/24/23 11:40:00 AM,12.690,2669.5,,,,,
228,10/24/23 11:50:00 AM,12.787,2583.4,,,,,
229,10/24/23 12:00:00 PM,12.883,2755.6,,,,,
230,10/24/23 12:10:00 PM,12.883,2755.6,,,,,
231,10/24/23 12:20:00 PM,12.883,2927.8,,,,,
232,10/24/23 12:30:00 PM,12.980,4305.6,,,,,
233,10/24/23 12:40:00 PM,13.173,3616.7,,,,,
234,10/24/23 12:50:00 PM,13.076,2669.5,,,,,
235,10/24/23 01:00:00 PM,12.980,2927.8,,,,,
236,10/24/23 01:10:00 PM,13.076,3272.2,,,,,
237,10/24/23 01:20:00 PM,13.076,3961.1,,,,,
238,10/24/23 01:30:00 PM,13.558,6200.0,,,,,
239,10/24/23 01:40:00 PM,14.038,6200.0,,,,,
240,10/24/23 01:50:00 PM,14.038,5166.7,,,,,
241,10/24/23 02:00:00 PM,13.942,4477.8,,,,,
242,10/24/23 02:10:00 PM,14.230,6200.0,,,,,
243,10/24/23 02:20:00 PM,14.421,4822.3,,,,,
244,10/24/23 02:30:00 PM,14.804,8611.2,,,,,
245,10/24/23 02:40:00 PM,15.951,11711.2,,,,,
246,10/24/23 02:50:00 PM,16.713,7233.4,,,,,
247,10/24/23 03:00:00 PM,15.378,3961.1,,,,,
248,10/24/23 03:10:00 PM,14.709,4822.3,,,,,
249,10/24/23 03:20:00 PM,14.804,3100.0,,,,,
250,10/24/23 03:30:00 PM,14.613,2669.5,,,,,
251,10/24/23 03:40:00 PM,14.709,4133.4,,,,,
252,10/24/23 03:50:00 PM,14.709,2755.6,,,,,
253,10/24/23 04:00:00 PM,14.613,2066.7,,,,,
254,10/24/23 04:10:00 PM,14.709,3616.7,,,,,
255,10/24/23 04:20:00 PM,14.709,2152.8,,,,,
256,10/24/23 04:30:00 PM,14.230,688.9,,,,,
257,10/24/23 04:40:00 PM,13.942,409.0,,,,,
258,10/24/23 04:50:00 PM,13.750,581.3,,,,,
259,10/24/23 05:00:00 PM,13.654,366.0,,,,,
260,10/24/23 05:10:00 PM,13.654,226.0,,,,,
261,10/24/23 05:20:00 PM,13.558,32.3,,,,,
262,10/24/23 05:30:00 PM,12.883,0.0,,,,,
263,10/24/23 05:40:00 PM,12.401,0.0,,,,,
264,10/24/23 05:50:00 PM,12.207,0.0,,,,,
265,10/24/23 06:00:00 PM,12.207,0.0,,,,,
266,10/24/23 06:10:00 PM,12.110,0.0,,,,,
267,10/24/23 06:20:00 PM,12.013,0.0,,,,,
268,10/24/23 06:30:00 PM,12.013,0.0,,,,,
269,10/24/23 06:40:00 PM,12.013,0.0,,,,,
270,10/24/23 06:50:00 PM,11.916,0.0,,,,,
271,10/24/23 07:00:00 PM,11.916,0.0,,,,,
272,10/24/23 07:10:00 PM,12.013,0.0,,,,,
273,10/24/23 07:20:00 PM,12.013,0.0,,,,,
274,10/24/23 07:30:00 PM,12.110,0.0,,,,,
275,10/24/23 07:40:00 PM,12.110,0.0,,,,,
276,10/24/23 07:50:00 PM,12.013,0.0,,,,,
277,10/24/23 08:00:00 PM,11.916,0.0,,,,,
278,10/24/23 08:10:00 PM,11.722,0.0,,,,,
279,10/24/23 08:20:00 PM,11.431,0.0,,,,,
280,10/24/23 08:30:00 PM,10.944,0.0,,,,,
281,10/24/23 08:40:00 PM,10.846,0.0,,,,,
282,10/24/23 08:50:00 PM,10.553,0.0,,,,,
283,10/24/23 09:00:00 PM,10.455,0.0,,,,,
284,10/24/23 09:10:00 PM,10.455,0.0,,,,,
285,10/24/23 09:20:00 PM,10.455,0.0,,,,,
286,10/24/23 09:30:00 PM,10.651,0.0,,,,,
287,10/24/23 09:40:00 PM,10.944,0.0,,,,,
288,10/24/23 09:50:00 PM,11.041,0.0,,,,,
289,10/24/23 10:00:00 PM,11.139,0.0,,,,,
290,10/24/23 10:10:00 PM,11.236,0.0,,,,,
291,10/24/23 10:20:00 PM,11.236,0.0,,,,,
292,10/24/23 10:30:00 PM,11.236,0.0,,,,,
293,10/24/23 10:40:00 PM,11.236,0.0,,,,,
294,10/24/23 10:50:00 PM,11.139,0.0,,,,,
295,10/24/23 11:00:00 PM,10.846,0.0,,,,,
296,10/24/23 11:10:00 PM,10.651,0.0,,,,,
297,10/24/23 11:20:00 PM,10.651,0.0,,,,,
298,10/24/23 11:30:00 PM,10.748,0.0,,,,,
299,10/24/23 11:40:00 PM,10.553,0.0,,,,,
300,10/24/23 11:50:00 PM,10.553,0.0,,,,,
301,10/25/23 12:00:00 AM,10.553,0.0,,,,,
302,10/25/23 12:10:00 AM,10.357,0.0,,,,,
303,10/25/23 12:20:00 AM,10.259,0.0,,,,,
304,10/25/23 12:30:00 AM,10.357,0.0,,,,,
305,10/25/23 12:40:00 AM,10.357,0.0,,,,,
306,10/25/23 12:50:00 AM,10.357,0.0,,,,,
307,10/25/23 01:00:00 AM,10.259,0.0,,,,,
308,10/25/23 01:10:00 AM,10.161,0.0,,,,,
309,10/25/23 01:20:00 AM,10.063,0.0,,,,,
310,10/25/23 01:30:00 AM,9.965,0.0,,,,,
311,10/25/23 01:40:00 AM,9.768,0.0,,,,,
312,10/25/23 01:50:00 AM,9.669,0.0,,,,,
313,10/25/23 02:00:00 AM,9.472,0.0,,,,,
314,10/25/23 02:10:00 AM,9.176,0.0,,,,,
315,10/25/23 02:20:00 AM,9.077,0.0,,,,,
316,10/25/23 02:30:00 AM,8.978,0.0,,,,,
317,10/25/23 02:40:00 AM,8.879,0.0,,,,,
318,10/25/23 02:50:00 AM,8.879,0.0,,,,,
319,10/25/23 03:00:00 AM,8.879,0.0,,,,,
320,10/25/23 03:10:00 AM,8.978,0.0,,,,,
321,10/25/23 03:20:00 AM,9.176,0.0,,,,,
322,10/25/23 03:30:00 AM,9.275,0.0,,,,,
323,10/25/23 03:40:00 AM,9.373,0.0,,,,,
324,10/25/23 03:50:00 AM,9.275,0.0,,,,,
325,10/25/23 04:00:00 AM,9.176,0.0,,,,,
326,10/25/23 04:10:00 AM,9.176,0.0,,,,,
327,10/25/23 04:20:00 AM,9.176,0.0,,,,,
328,10/25/23 04:30:00 AM,9.176,0.0,,,,,
329,10/25/23 04:40:00 AM,9.077,0.0,,,,,
330,10/25/23 04:50:00 AM,9.176,0.0,,,,,
331,10/25/23 05:00:00 AM,9.176,0.0,,,,,
332,10/25/23 05:10:00 AM,9.077,0.0,,,,,
333,10/25/23 05:20:00 AM,9.077,0.0,,,,,
334,10/25/23 05:30:00 AM,8.978,0.0,,,,,
335,10/25/23 05:40:00 AM,8.680,0.0,,,,,
336,10/25/23 05:50:00 AM,8.382,0.0,,,,,
337,10/25/23 06:00:00 AM,8.082,0.0,,,,,
338,10/25/23 06:10:00 AM,7.983,0.0,,,,,
339,10/25/23 06:20:00 AM,7.983,0.0,,,,,
340,10/25/23 06:30:00 AM,7.983,0.0,,,,,
341,10/25/23 06:40:00 AM,8.082,0.0,,,,,
342,10/25/23 06:50:00 AM,8.182,43.1,,,,,
343,10/25/23 07:00:00 AM,8.182,624.3,,,,,
344,10/25/23 07:10:00 AM,8.182,742.7,,,,,
345,10/25/23 07:20:00 AM,8.282,1130.2,,,,,
346,10/25/23 07:30:00 AM,8.581,925.7,,,,,
347,10/25/23 07:40:00 AM,8.879,1550.0,,,,,
348,10/25/23 07:50:00 AM,9.176,2325.0,,,,,
349,10/25/23 08:00:00 AM,9.373,2927.8,,,,,
350,10/25/23 08:10:00 AM,9.669,2152.8,,,,,
351,10/25/23 08:20:00 AM,9.768,2755.6,,,,,
352,10/25/23 08:30:00 AM,10.063,2927.8,,,,,
353,10/25/23 08:40:00 AM,10.846,9644.5,,,,,
354,10/25/23 08:50:00 AM,11.625,6200.0,,,,,
355,10/25/23 09:00:00 AM,14.325,19289.0,,,,,
356,10/25/23 09:10:00 AM,13.173,4133.4,,,,,
357,10/25/23 09:20:00 AM,12.980,8266.7,,,,,
358,10/25/23 09:30:00 AM,13.558,4822.3,,,,,
359,10/25/23 09:40:00 AM,13.942,9300.1,,,,,
360,10/25/23 09:50:00 AM,15.473,8266.7,,,,,
361,10/25/23 10:00:00 AM,16.046,7233.4,,,,,
362,10/25/23 10:10:00 AM,16.332,5166.7,,,,,
363,10/25/23 10:20:00 AM,15.760,3272.2,,,,,
364,10/25/23 10:30:00 AM,15.664,7577.8,,,,,
365,10/25/23 10:40:00 AM,16.046,7233.4,,,,,
366,10/25/23 10:50:00 AM,15.951,5511.1,,,,,
367,10/25/23 11:00:00 AM,16.141,4822.3,,,,,
368,10/25/23 11:10:00 AM,16.618,4650.0,,,,,
369,10/25/23 11:20:00 AM,16.999,4133.4,,,,,
370,10/25/23 11:30:00 AM,17.189,4477.8,,,,,
371,10/25/23 11:40:00 AM,17.950,6544.5,,,,,
372,10/25/23 11:50:00 AM,18.140,4650.0,,,,,
373,10/25/23 12:00:00 PM,18.236,5511.1,,,,,
374,10/25/23 12:10:00 PM,17.855,3961.1,,,,,
375,10/25/23 12:20:00 PM,17.950,4305.6,,,,,
376,10/25/23 12:30:00 PM,17.855,3788.9,,,,,
377,10/25/23 12:40:00 PM,17.379,3100.0,,,,,
378,10/25/23 12:50:00 PM,16.523,2066.7,,,,,
379,10/25/23 01:00:00 PM,16.046,2927.8,,,,,
380,10/25/23 01:10:00 PM,15.187,1636.1,,,,,
381,10/25/23 01:20:00 PM,14.709,764.2,,,,,
382,10/25/23 01:30:00 PM,14.230,775.0,,,,,
383,10/25/23 01:40:00 PM,13.750,1033.3,,,,,
384,10/25/23 01:50:00 PM,13.750,3272.2,,,,,
385,10/25/23 02:00:00 PM,13.942,3788.9,,,,,
386,10/25/23 02:10:00 PM,14.421,3788.9,,,,,
387,10/25/23 02:20:00 PM,14.709,2238.9,,,,,
388,10/25/23 02:30:00 PM,15.187,5166.7,,,,,
389,10/25/23 02:40:00 PM,14.996,1980.6,,,,,
390,10/25/23 02:50:00 PM,14.996,1808.3,,,,,
391,10/25/23 03:00:00 PM,14.709,1205.6,,,,,
392,10/25/23 03:10:00 PM,14.613,2411.1,,,,,
393,10/25/23 03:20:00 PM,15.091,3616.7,,,,,
394,10/25/23 03:30:00 PM,15.760,2927.8,,,,,
395,10/25/23 03:40:00 PM,15.855,1636.1,,,,,
396,10/25/23 03:50:00 PM,15.664,1033.3,,,,,
397,10/25/23 04:00:00 PM,15.569,559.7,,,,,
398,10/25/23 04:10:00 PM,15.473,1377.8,,,,,
399,10/25/23 04:20:00 PM,15.187,753.5,,,,,
400,10/25/23 04:30:00 PM,14.804,96.9,,,,,
401,10/25/23 04:40:00 PM,14.230,32.3,,,,,
402,10/25/23 04:50:00 PM,13.365,344.4,,,,,
403,10/25/23 05:00:00 PM,13.269,645.8,,,,,
404,10/25/23 05:10:00 PM,13.173,96.9,,,,,
405,10/25/23 05:20:00 PM,13.076,10.8,,,,,
406,10/25/23 05:30:00 PM,13.173,0.0,,,,,
407,10/25/23 05:40:00 PM,13.365,0.0,,,,,
408,10/25/23 05:50:00 PM,13.076,0.0,,,,,
409,10/25/23 06:00:00 PM,12.787,0.0,,,,,
410,10/25/23 06:10:00 PM,12.594,0.0,,,,,
411,10/25/23 06:20:00 PM,12.980,0.0,,,,,
412,10/25/23 06:30:00 PM,13.461,0.0,,,,,
413,10/25/23 06:40:00 PM,13.654,0.0,,,,,
414,10/25/23 06:50:00 PM,13.846,0.0,,,,,
415,10/25/23 07:00:00 PM,14.038,0.0,,,,,
416,10/25/23 07:10:00 PM,14.230,0.0,,,,,
417,10/25/23 07:20:00 PM,13.750,0.0,,,,,
418,10/25/23 07:30:00 PM,13.076,0.0,,,,,
419,10/25/23 07:40:00 PM,12.980,0.0,,,,,
420,10/25/23 07:50:00 PM,12.497,0.0,,,,,
421,10/25/23 08:00:00 PM,12.207,0.0,,,,,
422,10/25/23 08:10:00 PM,12.013,0.0,,,,,
423,10/25/23 08:20:00 PM,11.916,0.0,,,,,
424,10/25/23 08:30:00 PM,12.013,0.0,,,,,
425,10/25/23 08:40:00 PM,12.401,0.0,,,,,
426,10/25/23 08:50:00 PM,12.690,0.0,,,,,
427,10/25/23 09:00:00 PM,12.690,0.0,,,,,
428,10/25/23 09:10:00 PM,12.787,0.0,,,,,
429,10/25/23 09:20:00 PM,12.883,0.0,,,,,
430,10/25/23 09:30:00 PM,12.883,0.0,,,,,
431,10/25/23 09:40:00 PM,12.980,0.0,,,,,
432,10/25/23 09:50:00 PM,12.980,0.0,,,,,
433,10/25/23 10:00:00 PM,13.076,0.0,,,,,
434,10/25/23 10:10:00 PM,13.173,0.0,,,,,
435,10/25/23 10:20:00 PM,13.269,0.0,,,,,
436,10/25/23 10:30:00 PM,13.269,0.0,,,,,
437,10/25/23 10:40:00 PM,13.269,0.0,,,,,
438,10/25/23 10:50:00 PM,13.269,0.0,,,,,
439,10/25/23 11:00:00 PM,13.269,0.0,,,,,
440,10/25/23 11:10:00 PM,13.076,0.0,,,,,
441,10/25/23 11:20:00 PM,12.883,0.0,,,,,
442,10/25/23 11:30:00 PM,13.173,0.0,,,,,
443,10/25/23 11:40:00 PM,13.173,0.0,,,,,
444,10/25/23 11:50:00 PM,13.076,0.0,,,,,
445,10/26/23 12:00:00 AM,13.076,0.0,,,,,
446,10/26/23 12:10:00 AM,12.980,0.0,,,,,
447,10/26/23 12:20:00 AM,12.980,0.0,,,,,
448,10/26/23 12:30:00 AM,12.980,0.0,,,,,
449,10/26/23 12:40:00 AM,12.883,0.0,,,,,
