"Plot Title: DREI11_1"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10349997, SEN S/N: 10349997, LBL: Temp (°C))","Coupler Attached (LGR S/N: 10349997)","Host Connected (LGR S/N: 10349997)","Stopped (LGR S/N: 10349997)","End Of File (LGR S/N: 10349997)"
217,10/24/23 10:00:00 AM,12.690,,,,
218,10/24/23 10:10:00 AM,12.690,,,,
219,10/24/23 10:20:00 AM,12.690,,,,
220,10/24/23 10:30:00 AM,12.690,,,,
221,10/24/23 10:40:00 AM,12.690,,,,
222,10/24/23 10:50:00 AM,12.787,,,,
223,10/24/23 11:00:00 AM,12.787,,,,
224,10/24/23 11:10:00 AM,12.787,,,,
225,10/24/23 11:20:00 AM,12.690,,,,
226,10/24/23 11:30:00 AM,12.690,,,,
227,10/24/23 11:40:00 AM,12.690,,,,
228,10/24/23 11:50:00 AM,12.690,,,,
229,10/24/23 12:00:00 PM,12.787,,,,
230,10/24/23 12:10:00 PM,12.787,,,,
231,10/24/23 12:20:00 PM,12.883,,,,
232,10/24/23 12:30:00 PM,12.980,,,,
233,10/24/23 12:40:00 PM,13.076,,,,
234,10/24/23 12:50:00 PM,13.076,,,,
235,10/24/23 01:00:00 PM,12.980,,,,
236,10/24/23 01:10:00 PM,12.883,,,,
237,10/24/23 01:20:00 PM,12.883,,,,
238,10/24/23 01:30:00 PM,12.980,,,,
239,10/24/23 01:40:00 PM,13.269,,,,
240,10/24/23 01:50:00 PM,13.461,,,,
241,10/24/23 02:00:00 PM,13.558,,,,
242,10/24/23 02:10:00 PM,13.654,,,,
243,10/24/23 02:20:00 PM,13.846,,,,
244,10/24/23 02:30:00 PM,13.846,,,,
245,10/24/23 02:40:00 PM,13.942,,,,
246,10/24/23 02:50:00 PM,14.325,,,,
247,10/24/23 03:00:00 PM,14.517,,,,
248,10/24/23 03:10:00 PM,14.325,,,,
249,10/24/23 03:20:00 PM,14.421,,,,
250,10/24/23 03:30:00 PM,14.325,,,,
251,10/24/23 03:40:00 PM,14.134,,,,
252,10/24/23 03:50:00 PM,14.134,,,,
253,10/24/23 04:00:00 PM,14.134,,,,
254,10/24/23 04:10:00 PM,14.134,,,,
255,10/24/23 04:20:00 PM,14.134,,,,
256,10/24/23 04:30:00 PM,14.134,,,,
257,10/24/23 04:40:00 PM,14.134,,,,
258,10/24/23 04:50:00 PM,13.942,,,,
259,10/24/23 05:00:00 PM,13.750,,,,
260,10/24/23 05:10:00 PM,13.558,,,,
261,10/24/23 05:20:00 PM,13.365,,,,
262,10/24/23 05:30:00 PM,12.883,,,,
263,10/24/23 05:40:00 PM,12.690,,,,
264,10/24/23 05:50:00 PM,12.304,,,,
265,10/24/23 06:00:00 PM,11.916,,,,
266,10/24/23 06:10:00 PM,11.916,,,,
267,10/24/23 06:20:00 PM,11.819,,,,
268,10/24/23 06:30:00 PM,12.013,,,,
269,10/24/23 06:40:00 PM,11.916,,,,
270,10/24/23 06:50:00 PM,11.916,,,,
271,10/24/23 07:00:00 PM,11.916,,,,
272,10/24/23 07:10:00 PM,11.916,,,,
273,10/24/23 07:20:00 PM,11.916,,,,
274,10/24/23 07:30:00 PM,11.916,,,,
275,10/24/23 07:40:00 PM,11.916,,,,
276,10/24/23 07:50:00 PM,12.013,,,,
277,10/24/23 08:00:00 PM,12.013,,,,
278,10/24/23 08:10:00 PM,12.013,,,,
279,10/24/23 08:20:00 PM,11.916,,,,
280,10/24/23 08:30:00 PM,11.819,,,,
281,10/24/23 08:40:00 PM,11.625,,,,
282,10/24/23 08:50:00 PM,11.528,,,,
283,10/24/23 09:00:00 PM,11.334,,,,
284,10/24/23 09:10:00 PM,11.041,,,,
285,10/24/23 09:20:00 PM,10.944,,,,
286,10/24/23 09:30:00 PM,10.846,,,,
287,10/24/23 09:40:00 PM,10.846,,,,
288,10/24/23 09:50:00 PM,10.846,,,,
289,10/24/23 10:00:00 PM,11.041,,,,
290,10/24/23 10:10:00 PM,11.139,,,,
291,10/24/23 10:20:00 PM,11.139,,,,
292,10/24/23 10:30:00 PM,11.236,,,,
293,10/24/23 10:40:00 PM,11.334,,,,
294,10/24/23 10:50:00 PM,11.431,,,,
295,10/24/23 11:00:00 PM,11.431,,,,
296,10/24/23 11:10:00 PM,11.334,,,,
297,10/24/23 11:20:00 PM,11.236,,,,
298,10/24/23 11:30:00 PM,11.139,,,,
299,10/24/23 11:40:00 PM,11.139,,,,
300,10/24/23 11:50:00 PM,11.041,,,,
301,10/25/23 12:00:00 AM,11.041,,,,
302,10/25/23 12:10:00 AM,10.944,,,,
303,10/25/23 12:20:00 AM,10.846,,,,
304,10/25/23 12:30:00 AM,10.748,,,,
305,10/25/23 12:40:00 AM,10.748,,,,
306,10/25/23 12:50:00 AM,10.651,,,,
307,10/25/23 01:00:00 AM,10.651,,,,
308,10/25/23 01:10:00 AM,10.651,,,,
309,10/25/23 01:20:00 AM,10.651,,,,
310,10/25/23 01:30:00 AM,10.553,,,,
311,10/25/23 01:40:00 AM,10.259,,,,
312,10/25/23 01:50:00 AM,10.259,,,,
313,10/25/23 02:00:00 AM,10.063,,,,
314,10/25/23 02:10:00 AM,9.965,,,,
315,10/25/23 02:20:00 AM,9.866,,,,
316,10/25/23 02:30:00 AM,9.768,,,,
317,10/25/23 02:40:00 AM,9.571,,,,
318,10/25/23 02:50:00 AM,9.472,,,,
319,10/25/23 03:00:00 AM,9.373,,,,
320,10/25/23 03:10:00 AM,9.275,,,,
321,10/25/23 03:20:00 AM,9.275,,,,
322,10/25/23 03:30:00 AM,9.472,,,,
323,10/25/23 03:40:00 AM,9.571,,,,
324,10/25/23 03:50:00 AM,9.669,,,,
325,10/25/23 04:00:00 AM,9.669,,,,
326,10/25/23 04:10:00 AM,9.768,,,,
327,10/25/23 04:20:00 AM,9.768,,,,
328,10/25/23 04:30:00 AM,9.768,,,,
329,10/25/23 04:40:00 AM,9.768,,,,
330,10/25/23 04:50:00 AM,9.768,,,,
331,10/25/23 05:00:00 AM,9.866,,,,
332,10/25/23 05:10:00 AM,9.768,,,,
333,10/25/23 05:20:00 AM,9.669,,,,
334,10/25/23 05:30:00 AM,9.571,,,,
335,10/25/23 05:40:00 AM,9.571,,,,
336,10/25/23 05:50:00 AM,9.472,,,,
337,10/25/23 06:00:00 AM,9.373,,,,
338,10/25/23 06:10:00 AM,9.176,,,,
339,10/25/23 06:20:00 AM,8.978,,,,
340,10/25/23 06:30:00 AM,8.879,,,,
341,10/25/23 06:40:00 AM,8.978,,,,
342,10/25/23 06:50:00 AM,9.077,,,,
343,10/25/23 07:00:00 AM,9.176,,,,
344,10/25/23 07:10:00 AM,9.373,,,,
345,10/25/23 07:20:00 AM,9.472,,,,
346,10/25/23 07:30:00 AM,9.571,,,,
347,10/25/23 07:40:00 AM,9.768,,,,
348,10/25/23 07:50:00 AM,9.965,,,,
349,10/25/23 08:00:00 AM,10.161,,,,
350,10/25/23 08:10:00 AM,10.357,,,,
351,10/25/23 08:20:00 AM,10.455,,,,
352,10/25/23 08:30:00 AM,10.651,,,,
353,10/25/23 08:40:00 AM,10.651,,,,
354,10/25/23 08:50:00 AM,10.944,,,,
355,10/25/23 09:00:00 AM,11.236,,,,
356,10/25/23 09:10:00 AM,11.334,,,,
357,10/25/23 09:20:00 AM,11.431,,,,
358,10/25/23 09:30:00 AM,11.625,,,,
359,10/25/23 09:40:00 AM,11.722,,,,
360,10/25/23 09:50:00 AM,12.304,,,,
361,10/25/23 10:00:00 AM,12.980,,,,
362,10/25/23 10:10:00 AM,13.846,,,,
363,10/25/23 10:20:00 AM,14.134,,,,
364,10/25/23 10:30:00 AM,14.230,,,,
365,10/25/23 10:40:00 AM,14.517,,,,
366,10/25/23 10:50:00 AM,14.613,,,,
367,10/25/23 11:00:00 AM,15.187,,,,
368,10/25/23 11:10:00 AM,15.473,,,,
369,10/25/23 11:20:00 AM,15.569,,,,
370,10/25/23 11:30:00 AM,15.760,,,,
371,10/25/23 11:40:00 AM,16.046,,,,
372,10/25/23 11:50:00 AM,16.427,,,,
373,10/25/23 12:00:00 PM,16.713,,,,
374,10/25/23 12:10:00 PM,16.713,,,,
375,10/25/23 12:20:00 PM,16.523,,,,
376,10/25/23 12:30:00 PM,16.999,,,,
377,10/25/23 12:40:00 PM,17.094,,,,
378,10/25/23 12:50:00 PM,16.713,,,,
379,10/25/23 01:00:00 PM,15.855,,,,
380,10/25/23 01:10:00 PM,15.282,,,,
381,10/25/23 01:20:00 PM,14.900,,,,
382,10/25/23 01:30:00 PM,14.421,,,,
383,10/25/23 01:40:00 PM,13.942,,,,
384,10/25/23 01:50:00 PM,13.654,,,,
385,10/25/23 02:00:00 PM,13.654,,,,
386,10/25/23 02:10:00 PM,13.654,,,,
387,10/25/23 02:20:00 PM,13.942,,,,
388,10/25/23 02:30:00 PM,14.134,,,,
389,10/25/23 02:40:00 PM,14.230,,,,
390,10/25/23 02:50:00 PM,14.038,,,,
391,10/25/23 03:00:00 PM,14.230,,,,
392,10/25/23 03:10:00 PM,14.325,,,,
393,10/25/23 03:20:00 PM,14.134,,,,
394,10/25/23 03:30:00 PM,14.038,,,,
395,10/25/23 03:40:00 PM,14.230,,,,
396,10/25/23 03:50:00 PM,14.325,,,,
397,10/25/23 04:00:00 PM,14.517,,,,
398,10/25/23 04:10:00 PM,14.325,,,,
399,10/25/23 04:20:00 PM,14.230,,,,
400,10/25/23 04:30:00 PM,14.230,,,,
401,10/25/23 04:40:00 PM,13.942,,,,
402,10/25/23 04:50:00 PM,13.558,,,,
403,10/25/23 05:00:00 PM,13.461,,,,
404,10/25/23 05:10:00 PM,13.365,,,,
405,10/25/23 05:20:00 PM,13.269,,,,
406,10/25/23 05:30:00 PM,13.173,,,,
407,10/25/23 05:40:00 PM,13.654,,,,
408,10/25/23 05:50:00 PM,13.654,,,,
409,10/25/23 06:00:00 PM,13.365,,,,
410,10/25/23 06:10:00 PM,13.173,,,,
411,10/25/23 06:20:00 PM,12.980,,,,
412,10/25/23 06:30:00 PM,13.269,,,,
413,10/25/23 06:40:00 PM,13.750,,,,
414,10/25/23 06:50:00 PM,14.134,,,,
415,10/25/23 07:00:00 PM,14.421,,,,
416,10/25/23 07:10:00 PM,14.421,,,,
417,10/25/23 07:20:00 PM,14.038,,,,
418,10/25/23 07:30:00 PM,13.654,,,,
419,10/25/23 07:40:00 PM,13.365,,,,
420,10/25/23 07:50:00 PM,13.173,,,,
421,10/25/23 08:00:00 PM,12.980,,,,
422,10/25/23 08:10:00 PM,12.787,,,,
423,10/25/23 08:20:00 PM,12.787,,,,
424,10/25/23 08:30:00 PM,12.594,,,,
425,10/25/23 08:40:00 PM,12.594,,,,
426,10/25/23 08:50:00 PM,12.690,,,,
427,10/25/23 09:00:00 PM,12.594,,,,
428,10/25/23 09:10:00 PM,12.594,,,,
429,10/25/23 09:20:00 PM,12.690,,,,
430,10/25/23 09:30:00 PM,12.883,,,,
431,10/25/23 09:40:00 PM,12.980,,,,
432,10/25/23 09:50:00 PM,13.076,,,,
433,10/25/23 10:00:00 PM,13.365,,,,
434,10/25/23 10:10:00 PM,13.558,,,,
435,10/25/23 10:20:00 PM,13.654,,,,
436,10/25/23 10:30:00 PM,13.558,,,,
437,10/25/23 10:40:00 PM,13.654,,,,
438,10/25/23 10:50:00 PM,13.750,,,,
439,10/25/23 11:00:00 PM,13.942,,,,
440,10/25/23 11:10:00 PM,13.942,,,,
441,10/25/23 11:20:00 PM,13.750,,,,
442,10/25/23 11:30:00 PM,13.654,,,,
443,10/25/23 11:40:00 PM,13.654,,,,
444,10/25/23 11:50:00 PM,13.558,,,,
445,10/26/23 12:00:00 AM,13.558,,,,
446,10/26/23 12:10:00 AM,13.558,,,,
447,10/26/23 12:20:00 AM,13.558,,,,
448,10/26/23 12:30:00 AM,13.558,,,,
449,10/26/23 12:40:00 AM,13.558,,,,
450,10/26/23 12:50:00 AM,13.461,,,,
451,10/26/23 01:00:00 AM,13.461,,,,
452,10/26/23 01:10:00 AM,13.365,,,,
453,10/26/23 01:20:00 AM,13.461,,,,
454,10/26/23 01:30:00 AM,13.654,,,,
455,10/26/23 01:40:00 AM,13.654,,,,
456,10/26/23 01:50:00 AM,13.558,,,,
457,10/26/23 02:00:00 AM,13.654,,,,
458,10/26/23 02:10:00 AM,13.654,,,,
459,10/26/23 02:20:00 AM,13.654,,,,
460,10/26/23 02:30:00 AM,13.654,,,,
461,10/26/23 02:40:00 AM,13.654,,,,
462,10/26/23 02:50:00 AM,13.558,,,,
463,10/26/23 03:00:00 AM,13.461,,,,
464,10/26/23 03:10:00 AM,13.461,,,,
465,10/26/23 03:20:00 AM,13.173,,,,
466,10/26/23 03:30:00 AM,12.787,,,,
467,10/26/23 03:40:00 AM,12.401,,,,
468,10/26/23 03:50:00 AM,12.304,,,,
469,10/26/23 04:00:00 AM,12.207,,,,
470,10/26/23 04:10:00 AM,12.207,,,,
471,10/26/23 04:20:00 AM,12.207,,,,
472,10/26/23 04:30:00 AM,12.110,,,,
473,10/26/23 04:40:00 AM,12.110,,,,
474,10/26/23 04:50:00 AM,12.110,,,,
475,10/26/23 05:00:00 AM,12.207,,,,
476,10/26/23 05:10:00 AM,12.207,,,,
477,10/26/23 05:20:00 AM,12.207,,,,
478,10/26/23 05:30:00 AM,12.207,,,,
479,10/26/23 05:40:00 AM,12.207,,,,
480,10/26/23 05:50:00 AM,12.207,,,,
481,10/26/23 06:00:00 AM,12.110,,,,
482,10/26/23 06:10:00 AM,12.110,,,,
483,10/26/23 06:20:00 AM,12.110,,,,
484,10/26/23 06:30:00 AM,12.207,,,,
485,10/26/23 06:40:00 AM,12.207,,,,
486,10/26/23 06:50:00 AM,12.304,,,,
487,10/26/23 07:00:00 AM,12.401,,,,
488,10/26/23 07:10:00 AM,12.401,,,,
489,10/26/23 07:20:00 AM,12.401,,,,
490,10/26/23 07:30:00 AM,12.401,,,,
491,10/26/23 07:40:00 AM,12.497,,,,
492,10/26/23 07:50:00 AM,12.497,,,,
493,10/26/23 08:00:00 AM,12.594,,,,
494,10/26/23 08:10:00 AM,12.690,,,,
495,10/26/23 08:20:00 AM,12.690,,,,
496,10/26/23 08:30:00 AM,12.594,,,,
497,10/26/23 08:40:00 AM,12.787,,,,
498,10/26/23 08:50:00 AM,13.269,,,,
499,10/26/23 09:00:00 AM,13.654,,,,
500,10/26/23 09:10:00 AM,14.038,,,,
501,10/26/23 09:20:00 AM,14.421,,,,
502,10/26/23 09:30:00 AM,14.613,,,,
503,10/26/23 09:40:00 AM,14.709,,,,
504,10/26/23 09:50:00 AM,14.900,,,,
505,10/26/23 10:00:00 AM,14.900,,,,
506,10/26/23 10:10:00 AM,14.996,,,,
507,10/26/23 10:20:00 AM,15.187,,,,
508,10/26/23 10:30:00 AM,15.282,,,,
509,10/26/23 10:40:00 AM,15.473,,,,
510,10/26/23 10:50:00 AM,15.569,,,,
511,10/26/23 11:00:00 AM,15.664,,,,
512,10/26/23 11:10:00 AM,15.760,,,,
513,10/26/23 11:20:00 AM,15.855,,,,
514,10/26/23 11:30:00 AM,16.046,,,,
515,10/26/23 11:40:00 AM,16.237,,,,
516,10/26/23 11:50:00 AM,16.427,,,,
517,10/26/23 12:00:00 PM,16.523,,,,
518,10/26/23 12:10:00 PM,16.618,,,,
519,10/26/23 12:20:00 PM,16.903,,,,
520,10/26/23 12:30:00 PM,16.808,,,,
521,10/26/23 12:40:00 PM,16.808,,,,
522,10/26/23 12:50:00 PM,16.903,,,,
523,10/26/23 01:00:00 PM,16.999,,,,
524,10/26/23 01:10:00 PM,17.094,,,,
525,10/26/23 01:20:00 PM,16.808,,,,
526,10/26/23 01:30:00 PM,16.141,,,,
527,10/26/23 01:40:00 PM,15.760,,,,
528,10/26/23 01:50:00 PM,15.569,,,,
529,10/26/23 02:00:00 PM,15.378,,,,
530,10/26/23 02:10:00 PM,15.187,,,,
531,10/26/23 02:20:00 PM,14.996,,,,
532,10/26/23 02:30:00 PM,14.804,,,,
533,10/26/23 02:40:00 PM,14.613,,,,
534,10/26/23 02:50:00 PM,14.517,,,,
535,10/26/23 03:00:00 PM,14.421,,,,
536,10/26/23 03:10:00 PM,14.230,,,,
537,10/26/23 03:20:00 PM,14.038,,,,
538,10/26/23 03:30:00 PM,13.750,,,,
539,10/26/23 03:40:00 PM,13.558,,,,
540,10/26/23 03:50:00 PM,13.365,,,,
541,10/26/23 04:00:00 PM,13.269,,,,
542,10/26/23 04:10:00 PM,13.269,,,,
543,10/26/23 04:20:00 PM,12.980,,,,
544,10/26/23 04:30:00 PM,12.787,,,,
545,10/26/23 04:40:00 PM,12.787,,,,
546,10/26/23 04:50:00 PM,12.787,,,,
547,10/26/23 05:00:00 PM,12.690,,,,
