"Plot Title: 10760762"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760762, SEN S/N: 10760762)","Coupler Attached (LGR S/N: 10760762)","Host Connected (LGR S/N: 10760762)","Stopped (LGR S/N: 10760762)","End Of File (LGR S/N: 10760762)"
73,10/23/23 10:00:00 AM,10.259,,,,
74,10/23/23 10:10:00 AM,10.455,,,,
75,10/23/23 10:20:00 AM,10.748,,,,
76,10/23/23 10:30:00 AM,10.846,,,,
77,10/23/23 10:40:00 AM,10.651,,,,
78,10/23/23 10:50:00 AM,10.651,,,,
79,10/23/23 11:00:00 AM,10.651,,,,
80,10/23/23 11:10:00 AM,10.553,,,,
81,10/23/23 11:20:00 AM,10.553,,,,
82,10/23/23 11:30:00 AM,10.651,,,,
83,10/23/23 11:40:00 AM,11.139,,,,
84,10/23/23 11:50:00 AM,11.236,,,,
85,10/23/23 12:00:00 PM,10.944,,,,
86,10/23/23 12:10:00 PM,11.334,,,,
87,10/23/23 12:20:00 PM,11.334,,,,
88,10/23/23 12:30:00 PM,11.528,,,,
89,10/23/23 12:40:00 PM,11.625,,,,
90,10/23/23 12:50:00 PM,11.431,,,,
91,10/23/23 01:00:00 PM,11.334,,,,
92,10/23/23 01:10:00 PM,11.625,,,,
93,10/23/23 01:20:00 PM,11.819,,,,
94,10/23/23 01:30:00 PM,11.916,,,,
95,10/23/23 01:40:00 PM,12.110,,,,
96,10/23/23 01:50:00 PM,12.207,,,,
97,10/23/23 02:00:00 PM,12.594,,,,
98,10/23/23 02:10:00 PM,12.690,,,,
99,10/23/23 02:20:00 PM,12.787,,,,
100,10/23/23 02:30:00 PM,12.594,,,,
101,10/23/23 02:40:00 PM,12.401,,,,
102,10/23/23 02:50:00 PM,12.401,,,,
103,10/23/23 03:00:00 PM,12.304,,,,
104,10/23/23 03:10:00 PM,12.304,,,,
105,10/23/23 03:20:00 PM,12.401,,,,
106,10/23/23 03:30:00 PM,12.207,,,,
107,10/23/23 03:40:00 PM,12.110,,,,
108,10/23/23 03:50:00 PM,12.013,,,,
109,10/23/23 04:00:00 PM,11.916,,,,
110,10/23/23 04:10:00 PM,11.819,,,,
111,10/23/23 04:20:00 PM,11.625,,,,
112,10/23/23 04:30:00 PM,11.625,,,,
113,10/23/23 04:40:00 PM,11.431,,,,
114,10/23/23 04:50:00 PM,11.334,,,,
115,10/23/23 05:00:00 PM,11.236,,,,
116,10/23/23 05:10:00 PM,11.139,,,,
117,10/23/23 05:20:00 PM,11.139,,,,
118,10/23/23 05:30:00 PM,11.041,,,,
119,10/23/23 05:40:00 PM,11.041,,,,
120,10/23/23 05:50:00 PM,10.944,,,,
121,10/23/23 06:00:00 PM,10.846,,,,
122,10/23/23 06:10:00 PM,10.846,,,,
123,10/23/23 06:20:00 PM,10.846,,,,
124,10/23/23 06:30:00 PM,10.748,,,,
125,10/23/23 06:40:00 PM,10.651,,,,
126,10/23/23 06:50:00 PM,10.651,,,,
127,10/23/23 07:00:00 PM,10.651,,,,
128,10/23/23 07:10:00 PM,10.553,,,,
129,10/23/23 07:20:00 PM,10.553,,,,
130,10/23/23 07:30:00 PM,10.553,,,,
131,10/23/23 07:40:00 PM,10.553,,,,
132,10/23/23 07:50:00 PM,10.651,,,,
133,10/23/23 08:00:00 PM,10.651,,,,
134,10/23/23 08:10:00 PM,10.553,,,,
135,10/23/23 08:20:00 PM,10.651,,,,
136,10/23/23 08:30:00 PM,10.846,,,,
137,10/23/23 08:40:00 PM,10.944,,,,
138,10/23/23 08:50:00 PM,10.944,,,,
139,10/23/23 09:00:00 PM,10.846,,,,
140,10/23/23 09:10:00 PM,10.944,,,,
141,10/23/23 09:20:00 PM,10.944,,,,
142,10/23/23 09:30:00 PM,10.944,,,,
143,10/23/23 09:40:00 PM,11.041,,,,
144,10/23/23 09:50:00 PM,11.041,,,,
145,10/23/23 10:00:00 PM,11.139,,,,
146,10/23/23 10:10:00 PM,11.139,,,,
147,10/23/23 10:20:00 PM,11.236,,,,
148,10/23/23 10:30:00 PM,11.236,,,,
149,10/23/23 10:40:00 PM,11.431,,,,
150,10/23/23 10:50:00 PM,11.334,,,,
151,10/23/23 11:00:00 PM,11.139,,,,
152,10/23/23 11:10:00 PM,10.944,,,,
153,10/23/23 11:20:00 PM,10.846,,,,
154,10/23/23 11:30:00 PM,10.748,,,,
155,10/23/23 11:40:00 PM,10.748,,,,
156,10/23/23 11:50:00 PM,10.748,,,,
157,10/24/23 12:00:00 AM,10.748,,,,
158,10/24/23 12:10:00 AM,10.748,,,,
159,10/24/23 12:20:00 AM,10.748,,,,
160,10/24/23 12:30:00 AM,10.748,,,,
161,10/24/23 12:40:00 AM,10.846,,,,
162,10/24/23 12:50:00 AM,11.041,,,,
163,10/24/23 01:00:00 AM,11.139,,,,
164,10/24/23 01:10:00 AM,11.139,,,,
165,10/24/23 01:20:00 AM,11.236,,,,
166,10/24/23 01:30:00 AM,11.139,,,,
167,10/24/23 01:40:00 AM,11.041,,,,
168,10/24/23 01:50:00 AM,11.139,,,,
169,10/24/23 02:00:00 AM,11.139,,,,
170,10/24/23 02:10:00 AM,11.139,,,,
171,10/24/23 02:20:00 AM,11.236,,,,
172,10/24/23 02:30:00 AM,11.334,,,,
173,10/24/23 02:40:00 AM,11.528,,,,
174,10/24/23 02:50:00 AM,11.722,,,,
175,10/24/23 03:00:00 AM,11.819,,,,
176,10/24/23 03:10:00 AM,11.722,,,,
177,10/24/23 03:20:00 AM,11.819,,,,
178,10/24/23 03:30:00 AM,11.819,,,,
179,10/24/23 03:40:00 AM,11.819,,,,
180,10/24/23 03:50:00 AM,11.819,,,,
181,10/24/23 04:00:00 AM,12.110,,,,
182,10/24/23 04:10:00 AM,12.110,,,,
183,10/24/23 04:20:00 AM,12.207,,,,
184,10/24/23 04:30:00 AM,12.110,,,,
185,10/24/23 04:40:00 AM,12.013,,,,
186,10/24/23 04:50:00 AM,12.110,,,,
187,10/24/23 05:00:00 AM,12.207,,,,
188,10/24/23 05:10:00 AM,12.110,,,,
189,10/24/23 05:20:00 AM,12.207,,,,
190,10/24/23 05:30:00 AM,12.110,,,,
191,10/24/23 05:40:00 AM,12.110,,,,
192,10/24/23 05:50:00 AM,12.110,,,,
193,10/24/23 06:00:00 AM,12.110,,,,
194,10/24/23 06:10:00 AM,12.110,,,,
195,10/24/23 06:20:00 AM,12.207,,,,
196,10/24/23 06:30:00 AM,12.401,,,,
197,10/24/23 06:40:00 AM,12.690,,,,
198,10/24/23 06:50:00 AM,12.690,,,,
199,10/24/23 07:00:00 AM,12.883,,,,
200,10/24/23 07:10:00 AM,12.980,,,,
201,10/24/23 07:20:00 AM,12.980,,,,
202,10/24/23 07:30:00 AM,12.883,,,,
203,10/24/23 07:40:00 AM,12.690,,,,
204,10/24/23 07:50:00 AM,12.787,,,,
205,10/24/23 08:00:00 AM,12.690,,,,
206,10/24/23 08:10:00 AM,12.787,,,,
207,10/24/23 08:20:00 AM,12.690,,,,
208,10/24/23 08:30:00 AM,12.787,,,,
209,10/24/23 08:40:00 AM,12.883,,,,
210,10/24/23 08:50:00 AM,12.787,,,,
211,10/24/23 09:00:00 AM,12.787,,,,
212,10/24/23 09:10:00 AM,12.787,,,,
213,10/24/23 09:20:00 AM,12.787,,,,
214,10/24/23 09:30:00 AM,12.787,,,,
215,10/24/23 09:40:00 AM,12.787,,,,
216,10/24/23 09:50:00 AM,12.787,,,,
217,10/24/23 10:00:00 AM,12.787,,,,
218,10/24/23 10:10:00 AM,12.690,,,,
219,10/24/23 10:20:00 AM,12.690,,,,
220,10/24/23 10:30:00 AM,12.690,,,,
221,10/24/23 10:40:00 AM,12.690,,,,
222,10/24/23 10:50:00 AM,12.690,,,,
223,10/24/23 11:00:00 AM,12.690,,,,
224,10/24/23 11:10:00 AM,12.787,,,,
225,10/24/23 11:20:00 AM,12.787,,,,
226,10/24/23 11:30:00 AM,12.883,,,,
227,10/24/23 11:40:00 AM,12.883,,,,
228,10/24/23 11:50:00 AM,12.980,,,,
229,10/24/23 12:00:00 PM,12.980,,,,
230,10/24/23 12:10:00 PM,12.980,,,,
231,10/24/23 12:20:00 PM,12.980,,,,
232,10/24/23 12:30:00 PM,13.076,,,,
233,10/24/23 12:40:00 PM,13.076,,,,
234,10/24/23 12:50:00 PM,13.173,,,,
235,10/24/23 01:00:00 PM,13.076,,,,
236,10/24/23 01:10:00 PM,13.076,,,,
237,10/24/23 01:20:00 PM,12.980,,,,
238,10/24/23 01:30:00 PM,13.076,,,,
239,10/24/23 01:40:00 PM,13.173,,,,
240,10/24/23 01:50:00 PM,13.269,,,,
241,10/24/23 02:00:00 PM,13.269,,,,
242,10/24/23 02:10:00 PM,13.365,,,,
243,10/24/23 02:20:00 PM,13.558,,,,
244,10/24/23 02:30:00 PM,13.558,,,,
245,10/24/23 02:40:00 PM,13.942,,,,
246,10/24/23 02:50:00 PM,14.613,,,,
247,10/24/23 03:00:00 PM,15.091,,,,
248,10/24/23 03:10:00 PM,14.325,,,,
249,10/24/23 03:20:00 PM,13.942,,,,
250,10/24/23 03:30:00 PM,13.750,,,,
251,10/24/23 03:40:00 PM,13.654,,,,
252,10/24/23 03:50:00 PM,13.654,,,,
253,10/24/23 04:00:00 PM,13.654,,,,
254,10/24/23 04:10:00 PM,13.654,,,,
255,10/24/23 04:20:00 PM,13.750,,,,
256,10/24/23 04:30:00 PM,13.654,,,,
257,10/24/23 04:40:00 PM,13.461,,,,
258,10/24/23 04:50:00 PM,13.365,,,,
259,10/24/23 05:00:00 PM,13.269,,,,
260,10/24/23 05:10:00 PM,13.269,,,,
261,10/24/23 05:20:00 PM,13.076,,,,
262,10/24/23 05:30:00 PM,13.461,,,,
263,10/24/23 05:40:00 PM,12.883,,,,
264,10/24/23 05:50:00 PM,12.594,,,,
265,10/24/23 06:00:00 PM,12.304,,,,
266,10/24/23 06:10:00 PM,12.207,,,,
267,10/24/23 06:20:00 PM,12.110,,,,
268,10/24/23 06:30:00 PM,11.916,,,,
269,10/24/23 06:40:00 PM,11.916,,,,
270,10/24/23 06:50:00 PM,11.916,,,,
271,10/24/23 07:00:00 PM,11.916,,,,
272,10/24/23 07:10:00 PM,12.013,,,,
273,10/24/23 07:20:00 PM,11.819,,,,
274,10/24/23 07:30:00 PM,11.916,,,,
275,10/24/23 07:40:00 PM,11.916,,,,
276,10/24/23 07:50:00 PM,11.819,,,,
277,10/24/23 08:00:00 PM,11.819,,,,
278,10/24/23 08:10:00 PM,11.819,,,,
279,10/24/23 08:20:00 PM,11.625,,,,
280,10/24/23 08:30:00 PM,11.528,,,,
281,10/24/23 08:40:00 PM,11.334,,,,
282,10/24/23 08:50:00 PM,11.139,,,,
283,10/24/23 09:00:00 PM,11.041,,,,
284,10/24/23 09:10:00 PM,10.944,,,,
285,10/24/23 09:20:00 PM,10.944,,,,
286,10/24/23 09:30:00 PM,10.944,,,,
287,10/24/23 09:40:00 PM,10.944,,,,
288,10/24/23 09:50:00 PM,11.041,,,,
289,10/24/23 10:00:00 PM,11.041,,,,
290,10/24/23 10:10:00 PM,11.139,,,,
291,10/24/23 10:20:00 PM,11.139,,,,
292,10/24/23 10:30:00 PM,11.041,,,,
293,10/24/23 10:40:00 PM,11.041,,,,
294,10/24/23 10:50:00 PM,11.041,,,,
295,10/24/23 11:00:00 PM,11.041,,,,
296,10/24/23 11:10:00 PM,10.846,,,,
297,10/24/23 11:20:00 PM,10.748,,,,
298,10/24/23 11:30:00 PM,10.748,,,,
299,10/24/23 11:40:00 PM,10.651,,,,
300,10/24/23 11:50:00 PM,10.455,,,,
301,10/25/23 12:00:00 AM,10.553,,,,
302,10/25/23 12:10:00 AM,10.455,,,,
303,10/25/23 12:20:00 AM,10.357,,,,
304,10/25/23 12:30:00 AM,10.259,,,,
305,10/25/23 12:40:00 AM,10.259,,,,
306,10/25/23 12:50:00 AM,10.357,,,,
307,10/25/23 01:00:00 AM,10.357,,,,
308,10/25/23 01:10:00 AM,10.357,,,,
309,10/25/23 01:20:00 AM,10.357,,,,
310,10/25/23 01:30:00 AM,10.161,,,,
311,10/25/23 01:40:00 AM,10.063,,,,
312,10/25/23 01:50:00 AM,9.965,,,,
313,10/25/23 02:00:00 AM,9.669,,,,
314,10/25/23 02:10:00 AM,9.571,,,,
315,10/25/23 02:20:00 AM,9.373,,,,
316,10/25/23 02:30:00 AM,9.275,,,,
317,10/25/23 02:40:00 AM,9.077,,,,
318,10/25/23 02:50:00 AM,8.978,,,,
319,10/25/23 03:00:00 AM,8.879,,,,
320,10/25/23 03:10:00 AM,8.978,,,,
321,10/25/23 03:20:00 AM,9.176,,,,
322,10/25/23 03:30:00 AM,9.176,,,,
323,10/25/23 03:40:00 AM,9.176,,,,
324,10/25/23 03:50:00 AM,9.176,,,,
325,10/25/23 04:00:00 AM,9.077,,,,
326,10/25/23 04:10:00 AM,9.077,,,,
327,10/25/23 04:20:00 AM,9.077,,,,
328,10/25/23 04:30:00 AM,9.176,,,,
329,10/25/23 04:40:00 AM,9.275,,,,
330,10/25/23 04:50:00 AM,9.176,,,,
331,10/25/23 05:00:00 AM,9.176,,,,
332,10/25/23 05:10:00 AM,9.176,,,,
333,10/25/23 05:20:00 AM,9.176,,,,
334,10/25/23 05:30:00 AM,9.275,,,,
335,10/25/23 05:40:00 AM,9.176,,,,
336,10/25/23 05:50:00 AM,9.077,,,,
337,10/25/23 06:00:00 AM,8.978,,,,
338,10/25/23 06:10:00 AM,8.978,,,,
339,10/25/23 06:20:00 AM,9.176,,,,
340,10/25/23 06:30:00 AM,9.077,,,,
341,10/25/23 06:40:00 AM,9.176,,,,
342,10/25/23 06:50:00 AM,9.768,,,,
343,10/25/23 07:00:00 AM,9.669,,,,
344,10/25/23 07:10:00 AM,9.866,,,,
345,10/25/23 07:20:00 AM,10.063,,,,
346,10/25/23 07:30:00 AM,10.161,,,,
347,10/25/23 07:40:00 AM,10.357,,,,
348,10/25/23 07:50:00 AM,10.455,,,,
349,10/25/23 08:00:00 AM,10.553,,,,
350,10/25/23 08:10:00 AM,10.553,,,,
351,10/25/23 08:20:00 AM,10.651,,,,
352,10/25/23 08:30:00 AM,11.041,,,,
353,10/25/23 08:40:00 AM,11.431,,,,
354,10/25/23 08:50:00 AM,11.916,,,,
355,10/25/23 09:00:00 AM,12.304,,,,
356,10/25/23 09:10:00 AM,12.690,,,,
357,10/25/23 09:20:00 AM,12.980,,,,
358,10/25/23 09:30:00 AM,13.461,,,,
359,10/25/23 09:40:00 AM,13.846,,,,
360,10/25/23 09:50:00 AM,14.134,,,,
361,10/25/23 10:00:00 AM,14.230,,,,
362,10/25/23 10:10:00 AM,14.421,,,,
363,10/25/23 10:20:00 AM,14.325,,,,
364,10/25/23 10:30:00 AM,14.421,,,,
365,10/25/23 10:40:00 AM,14.804,,,,
366,10/25/23 10:50:00 AM,15.091,,,,
367,10/25/23 11:00:00 AM,15.187,,,,
368,10/25/23 11:10:00 AM,15.187,,,,
369,10/25/23 11:20:00 AM,15.282,,,,
370,10/25/23 11:30:00 AM,15.378,,,,
371,10/25/23 11:40:00 AM,16.046,,,,
372,10/25/23 11:50:00 AM,16.523,,,,
373,10/25/23 12:00:00 PM,16.523,,,,
374,10/25/23 12:10:00 PM,16.332,,,,
375,10/25/23 12:20:00 PM,16.523,,,,
376,10/25/23 12:30:00 PM,16.618,,,,
377,10/25/23 12:40:00 PM,16.523,,,,
378,10/25/23 12:50:00 PM,15.951,,,,
379,10/25/23 01:00:00 PM,15.187,,,,
380,10/25/23 01:10:00 PM,14.804,,,,
381,10/25/23 01:20:00 PM,14.517,,,,
382,10/25/23 01:30:00 PM,14.134,,,,
383,10/25/23 01:40:00 PM,13.654,,,,
384,10/25/23 01:50:00 PM,13.365,,,,
385,10/25/23 02:00:00 PM,13.461,,,,
386,10/25/23 02:10:00 PM,13.461,,,,
387,10/25/23 02:20:00 PM,13.654,,,,
388,10/25/23 02:30:00 PM,13.846,,,,
389,10/25/23 02:40:00 PM,13.942,,,,
390,10/25/23 02:50:00 PM,13.750,,,,
391,10/25/23 03:00:00 PM,13.750,,,,
392,10/25/23 03:10:00 PM,13.654,,,,
393,10/25/23 03:20:00 PM,13.654,,,,
394,10/25/23 03:30:00 PM,13.942,,,,
395,10/25/23 03:40:00 PM,14.134,,,,
396,10/25/23 03:50:00 PM,13.942,,,,
397,10/25/23 04:00:00 PM,13.942,,,,
398,10/25/23 04:10:00 PM,13.846,,,,
399,10/25/23 04:20:00 PM,13.654,,,,
400,10/25/23 04:30:00 PM,13.654,,,,
401,10/25/23 04:40:00 PM,13.269,,,,
402,10/25/23 04:50:00 PM,13.365,,,,
403,10/25/23 05:00:00 PM,13.365,,,,
404,10/25/23 05:10:00 PM,13.173,,,,
405,10/25/23 05:20:00 PM,12.980,,,,
406,10/25/23 05:30:00 PM,13.269,,,,
407,10/25/23 05:40:00 PM,13.461,,,,
408,10/25/23 05:50:00 PM,13.269,,,,
409,10/25/23 06:00:00 PM,12.980,,,,
410,10/25/23 06:10:00 PM,12.304,,,,
411,10/25/23 06:20:00 PM,12.110,,,,
412,10/25/23 06:30:00 PM,12.787,,,,
413,10/25/23 06:40:00 PM,12.980,,,,
414,10/25/23 06:50:00 PM,13.365,,,,
415,10/25/23 07:00:00 PM,13.558,,,,
416,10/25/23 07:10:00 PM,13.654,,,,
417,10/25/23 07:20:00 PM,14.038,,,,
418,10/25/23 07:30:00 PM,13.173,,,,
419,10/25/23 07:40:00 PM,12.883,,,,
420,10/25/23 07:50:00 PM,12.497,,,,
421,10/25/23 08:00:00 PM,12.013,,,,
422,10/25/23 08:10:00 PM,11.625,,,,
423,10/25/23 08:20:00 PM,11.625,,,,
424,10/25/23 08:30:00 PM,11.528,,,,
425,10/25/23 08:40:00 PM,11.625,,,,
426,10/25/23 08:50:00 PM,11.625,,,,
427,10/25/23 09:00:00 PM,11.528,,,,
428,10/25/23 09:10:00 PM,11.625,,,,
429,10/25/23 09:20:00 PM,11.722,,,,
430,10/25/23 09:30:00 PM,12.110,,,,
431,10/25/23 09:40:00 PM,12.304,,,,
432,10/25/23 09:50:00 PM,12.980,,,,
433,10/25/23 10:00:00 PM,12.980,,,,
434,10/25/23 10:10:00 PM,12.980,,,,
435,10/25/23 10:20:00 PM,13.173,,,,
436,10/25/23 10:30:00 PM,13.173,,,,
437,10/25/23 10:40:00 PM,13.173,,,,
438,10/25/23 10:50:00 PM,13.269,,,,
439,10/25/23 11:00:00 PM,13.269,,,,
440,10/25/23 11:10:00 PM,13.076,,,,
441,10/25/23 11:20:00 PM,12.980,,,,
442,10/25/23 11:30:00 PM,12.883,,,,
443,10/25/23 11:40:00 PM,12.980,,,,
444,10/25/23 11:50:00 PM,12.980,,,,
445,10/26/23 12:00:00 AM,12.883,,,,
446,10/26/23 12:10:00 AM,12.883,,,,
447,10/26/23 12:20:00 AM,12.690,,,,
448,10/26/23 12:30:00 AM,12.690,,,,
449,10/26/23 12:40:00 AM,12.497,,,,
450,10/26/23 12:50:00 AM,12.690,,,,
451,10/26/23 01:00:00 AM,12.690,,,,
452,10/26/23 01:10:00 AM,12.883,,,,
453,10/26/23 01:20:00 AM,12.980,,,,
454,10/26/23 01:30:00 AM,13.076,,,,
455,10/26/23 01:40:00 AM,13.269,,,,
456,10/26/23 01:50:00 AM,13.365,,,,
457,10/26/23 02:00:00 AM,13.269,,,,
458,10/26/23 02:10:00 AM,13.173,,,,
459,10/26/23 02:20:00 AM,13.076,,,,
460,10/26/23 02:30:00 AM,13.076,,,,
461,10/26/23 02:40:00 AM,12.690,,,,
462,10/26/23 02:50:00 AM,12.594,,,,
463,10/26/23 03:00:00 AM,12.497,,,,
464,10/26/23 03:10:00 AM,12.401,,,,
465,10/26/23 03:20:00 AM,12.110,,,,
466,10/26/23 03:30:00 AM,12.013,,,,
467,10/26/23 03:40:00 AM,11.819,,,,
468,10/26/23 03:50:00 AM,11.722,,,,
469,10/26/23 04:00:00 AM,11.625,,,,
470,10/26/23 04:10:00 AM,11.625,,,,
471,10/26/23 04:20:00 AM,11.528,,,,
472,10/26/23 04:30:00 AM,11.528,,,,
473,10/26/23 04:40:00 AM,11.528,,,,
474,10/26/23 04:50:00 AM,11.625,,,,
475,10/26/23 05:00:00 AM,11.528,,,,
476,10/26/23 05:10:00 AM,11.528,,,,
477,10/26/23 05:20:00 AM,11.528,,,,
478,10/26/23 05:30:00 AM,11.528,,,,
479,10/26/23 05:40:00 AM,11.528,,,,
480,10/26/23 05:50:00 AM,11.528,,,,
481,10/26/23 06:00:00 AM,11.528,,,,
482,10/26/23 06:10:00 AM,11.625,,,,
483,10/26/23 06:20:00 AM,11.625,,,,
484,10/26/23 06:30:00 AM,11.625,,,,
485,10/26/23 06:40:00 AM,11.625,,,,
486,10/26/23 06:50:00 AM,11.819,,,,
487,10/26/23 07:00:00 AM,11.722,,,,
488,10/26/23 07:10:00 AM,12.110,,,,
489,10/26/23 07:20:00 AM,12.110,,,,
490,10/26/23 07:30:00 AM,12.207,,,,
491,10/26/23 07:40:00 AM,12.207,,,,
492,10/26/23 07:50:00 AM,12.110,,,,
493,10/26/23 08:00:00 AM,12.207,,,,
494,10/26/23 08:10:00 AM,12.110,,,,
495,10/26/23 08:20:00 AM,12.304,,,,
496,10/26/23 08:30:00 AM,12.401,,,,
497,10/26/23 08:40:00 AM,12.980,,,,
498,10/26/23 08:50:00 AM,13.269,,,,
499,10/26/23 09:00:00 AM,13.558,,,,
500,10/26/23 09:10:00 AM,13.750,,,,
501,10/26/23 09:20:00 AM,13.846,,,,
502,10/26/23 09:30:00 AM,13.942,,,,
503,10/26/23 09:40:00 AM,14.134,,,,
504,10/26/23 09:50:00 AM,14.230,,,,
505,10/26/23 10:00:00 AM,14.134,,,,
506,10/26/23 10:10:00 AM,14.325,,,,
507,10/26/23 10:20:00 AM,14.613,,,,
508,10/26/23 10:30:00 AM,14.613,,,,
509,10/26/23 10:40:00 AM,14.709,,,,
510,10/26/23 10:50:00 AM,14.804,,,,
511,10/26/23 11:00:00 AM,14.900,,,,
512,10/26/23 11:10:00 AM,14.996,,,,
513,10/26/23 11:20:00 AM,15.187,,,,
514,10/26/23 11:30:00 AM,15.569,,,,
515,10/26/23 11:40:00 AM,15.951,,,,
516,10/26/23 11:50:00 AM,16.046,,,,
517,10/26/23 12:00:00 PM,16.141,,,,
518,10/26/23 12:10:00 PM,16.237,,,,
519,10/26/23 12:20:00 PM,16.523,,,,
520,10/26/23 12:30:00 PM,16.808,,,,
521,10/26/23 12:40:00 PM,16.903,,,,
522,10/26/23 12:50:00 PM,16.808,,,,
523,10/26/23 01:00:00 PM,16.999,,,,
524,10/26/23 01:10:00 PM,16.903,,,,
525,10/26/23 01:20:00 PM,16.618,,,,
526,10/26/23 01:30:00 PM,15.951,,,,
527,10/26/23 01:40:00 PM,15.664,,,,
528,10/26/23 01:50:00 PM,15.473,,,,
529,10/26/23 02:00:00 PM,15.187,,,,
530,10/26/23 02:10:00 PM,15.187,,,,
531,10/26/23 02:20:00 PM,14.996,,,,
532,10/26/23 02:30:00 PM,14.900,,,,
533,10/26/23 02:40:00 PM,14.709,,,,
534,10/26/23 02:50:00 PM,14.421,,,,
535,10/26/23 03:00:00 PM,14.134,,,,
536,10/26/23 03:10:00 PM,13.846,,,,
537,10/26/23 03:20:00 PM,13.654,,,,
538,10/26/23 03:30:00 PM,13.365,,,,
539,10/26/23 03:40:00 PM,13.173,,,,
540,10/26/23 03:50:00 PM,13.076,,,,
541,10/26/23 04:00:00 PM,12.883,,,,
542,10/26/23 04:10:00 PM,12.787,,,,
543,10/26/23 04:20:00 PM,12.401,,,,
544,10/26/23 04:30:00 PM,12.304,,,,
545,10/26/23 04:40:00 PM,12.207,,,,
546,10/26/23 04:50:00 PM,12.207,,,,
547,10/26/23 05:00:00 PM,12.110,,,,
548,10/26/23 05:10:00 PM,12.110,,,,
